,Round,Daisy,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,10,1,0.20632,0.2045,"[[0, 0, 16, 43, 38, 0, 2, 1, 477, 423], [0, 0, 0, 47, 22, 0, 3, 0, 63, 865], [0, 0, 35, 167, 301, 0, 20, 0, 139, 338], [0, 0, 14, 257, 237, 0, 27, 2, 49, 414], [0, 0, 16, 156, 450, 0, 25, 0, 45, 308], [0, 0, 16, 339, 218, 0, 22, 1, 75, 329], [0, 0, 7, 114, 372, 0, 81, 0, 12, 414], [0, 0, 9, 136, 214, 0, 5, 3, 41, 592], [0, 0, 2, 65, 8, 0, 1, 0, 292, 632], [0, 0, 1, 13, 22, 0, 2, 0, 35, 927]]"
11,11,10,1,0.23468,0.2386,"[[0, 0, 34, 38, 47, 0, 6, 10, 492, 373], [0, 0, 2, 50, 22, 0, 6, 0, 55, 865], [0, 0, 80, 143, 420, 0, 25, 11, 122, 199], [0, 0, 31, 256, 312, 0, 40, 24, 48, 289], [0, 0, 45, 121, 588, 0, 24, 10, 49, 163], [0, 0, 53, 334, 316, 0, 21, 12, 63, 201], [0, 0, 16, 117, 482, 0, 124, 11, 10, 240], [0, 0, 19, 132, 300, 0, 6, 94, 42, 407], [0, 0, 7, 50, 14, 0, 1, 4, 334, 590], [0, 0, 1, 15, 32, 0, 3, 2, 37, 910]]"
12,12,10,1,0.25032,0.257,"[[0, 0, 45, 31, 66, 0, 10, 17, 461, 370], [0, 0, 1, 42, 18, 0, 11, 4, 39, 885], [0, 0, 75, 108, 474, 0, 49, 31, 98, 165], [0, 0, 35, 216, 329, 0, 71, 53, 31, 265], [0, 0, 50, 76, 619, 0, 62, 29, 43, 121], [0, 0, 44, 292, 349, 0, 63, 27, 36, 189], [0, 0, 17, 86, 417, 0, 240, 25, 6, 209], [0, 0, 23, 108, 326, 0, 19, 170, 25, 329], [0, 0, 6, 47, 19, 0, 2, 7, 330, 589], [0, 0, 0, 14, 19, 0, 11, 7, 29, 920]]"
13,13,10,1,0.26802,0.2775,"[[0, 0, 66, 41, 70, 0, 11, 33, 464, 315], [0, 0, 3, 51, 15, 0, 12, 8, 47, 864], [0, 0, 93, 135, 444, 0, 61, 40, 89, 138], [0, 0, 41, 252, 285, 0, 89, 86, 27, 220], [0, 0, 56, 83, 597, 0, 83, 39, 40, 102], [0, 0, 50, 331, 306, 0, 83, 47, 29, 154], [0, 0, 21, 115, 353, 0, 294, 39, 5, 173], [0, 0, 26, 120, 298, 0, 29, 220, 26, 281], [0, 0, 9, 53, 26, 0, 3, 9, 413, 487], [0, 0, 1, 18, 17, 0, 10, 14, 34, 906]]"
14,14,10,1,0.26062,0.2647,"[[0, 0, 72, 23, 34, 0, 5, 23, 449, 394], [0, 0, 0, 23, 8, 0, 5, 4, 31, 929], [0, 0, 124, 131, 300, 0, 80, 46, 97, 222], [0, 0, 43, 223, 146, 0, 92, 55, 39, 402], [0, 0, 70, 85, 476, 0, 97, 37, 46, 189], [0, 0, 73, 299, 162, 0, 74, 48, 47, 297], [0, 0, 26, 100, 206, 0, 285, 30, 10, 343], [0, 0, 35, 93, 175, 0, 31, 189, 33, 444], [0, 0, 5, 24, 8, 0, 2, 5, 397, 559], [0, 0, 0, 6, 8, 0, 3, 4, 26, 953]]"
15,15,10,1,0.2715,0.2775,"[[0, 0, 104, 30, 48, 0, 10, 42, 370, 396], [0, 0, 2, 25, 7, 0, 6, 13, 20, 927], [0, 0, 85, 120, 315, 0, 117, 98, 75, 190], [0, 0, 26, 217, 148, 0, 139, 114, 22, 334], [0, 0, 44, 77, 474, 0, 145, 79, 31, 150], [0, 0, 47, 304, 161, 0, 104, 124, 22, 238], [0, 0, 9, 94, 181, 0, 378, 62, 4, 272], [0, 0, 27, 78, 153, 0, 49, 307, 16, 370], [0, 0, 7, 29, 16, 0, 4, 10, 366, 568], [0, 0, 0, 7, 11, 0, 5, 14, 15, 948]]"
16,16,10,1,0.28362,0.2897,"[[0, 0, 133, 37, 60, 0, 9, 40, 363, 358], [0, 0, 4, 40, 6, 0, 8, 12, 26, 904], [0, 0, 115, 136, 317, 0, 114, 91, 64, 163], [0, 0, 37, 253, 154, 0, 140, 96, 20, 300], [0, 0, 63, 75, 483, 0, 143, 77, 40, 119], [0, 0, 74, 330, 168, 0, 100, 105, 21, 202], [0, 0, 14, 109, 192, 0, 384, 65, 4, 232], [0, 0, 43, 88, 152, 0, 49, 303, 17, 348], [0, 0, 10, 39, 18, 0, 5, 10, 430, 488], [0, 0, 2, 13, 11, 0, 6, 12, 27, 929]]"
17,17,10,1,0.28192,0.2893,"[[0, 0, 99, 28, 57, 0, 10, 48, 374, 384], [0, 0, 4, 29, 4, 0, 9, 16, 22, 916], [0, 0, 108, 115, 294, 0, 144, 95, 70, 174], [0, 0, 37, 205, 149, 0, 177, 98, 18, 316], [0, 0, 55, 57, 476, 0, 172, 80, 37, 123], [0, 0, 81, 284, 149, 0, 135, 121, 18, 212], [0, 0, 15, 76, 166, 0, 447, 70, 4, 222], [0, 0, 46, 73, 144, 0, 61, 320, 14, 342], [0, 0, 8, 33, 18, 0, 8, 9, 392, 532], [0, 0, 1, 6, 12, 0, 7, 13, 16, 945]]"
18,18,10,1,0.2903,0.2941,"[[0, 0, 118, 35, 52, 0, 6, 34, 433, 322], [0, 0, 2, 40, 4, 0, 3, 16, 57, 878], [0, 0, 110, 166, 287, 0, 100, 84, 84, 169], [0, 0, 30, 301, 106, 0, 116, 87, 35, 325], [0, 0, 47, 99, 443, 0, 146, 80, 56, 129], [0, 0, 67, 368, 128, 0, 83, 95, 30, 229], [0, 0, 14, 145, 161, 0, 341, 66, 10, 263], [0, 0, 33, 105, 120, 0, 40, 302, 28, 372], [0, 0, 6, 31, 11, 0, 3, 10, 521, 418], [0, 0, 1, 10, 11, 0, 2, 10, 43, 923]]"
19,19,10,1,0.29806,0.3024,"[[0, 0, 205, 28, 72, 0, 6, 33, 354, 302], [0, 0, 5, 31, 7, 0, 5, 17, 61, 874], [0, 0, 181, 130, 334, 0, 80, 69, 64, 142], [0, 0, 60, 268, 170, 0, 108, 86, 28, 280], [0, 0, 96, 69, 538, 0, 94, 61, 44, 98], [0, 0, 136, 326, 171, 0, 80, 88, 21, 178], [0, 0, 37, 112, 255, 0, 324, 61, 9, 202], [0, 0, 84, 83, 178, 0, 34, 290, 17, 314], [0, 0, 32, 31, 24, 0, 6, 10, 509, 388], [0, 0, 5, 8, 13, 0, 5, 11, 44, 914]]"
20,20,10,1,0.29582,0.3056,"[[0, 0, 209, 35, 56, 0, 10, 48, 277, 365], [0, 1, 8, 34, 5, 0, 5, 22, 22, 903], [0, 0, 232, 164, 217, 0, 103, 84, 55, 145], [0, 0, 74, 309, 107, 0, 129, 103, 17, 261], [1, 0, 142, 74, 416, 0, 133, 99, 35, 100], [0, 0, 147, 356, 121, 0, 94, 98, 15, 169], [0, 0, 58, 132, 155, 0, 388, 71, 5, 191], [0, 0, 91, 105, 109, 0, 49, 368, 11, 267], [0, 0, 32, 37, 14, 0, 7, 10, 407, 493], [0, 0, 5, 15, 12, 0, 5, 12, 16, 935]]"
21,21,10,1,0.30702,0.3145,"[[2, 0, 154, 33, 70, 0, 8, 36, 401, 296], [0, 1, 5, 40, 6, 0, 5, 21, 63, 859], [2, 0, 181, 160, 277, 0, 88, 84, 72, 136], [1, 0, 56, 325, 128, 0, 114, 94, 30, 252], [1, 0, 93, 77, 484, 0, 111, 93, 49, 92], [0, 0, 114, 382, 143, 0, 79, 93, 26, 163], [0, 0, 42, 148, 202, 0, 359, 68, 9, 172], [0, 0, 77, 97, 131, 0, 45, 345, 20, 285], [0, 0, 16, 34, 14, 0, 5, 10, 536, 385], [0, 0, 5, 18, 11, 0, 3, 14, 37, 912]]"
22,22,10,1,0.30248,0.3109,"[[4, 0, 141, 24, 76, 0, 10, 27, 397, 321], [0, 1, 5, 16, 6, 0, 10, 17, 70, 875], [1, 0, 177, 112, 316, 0, 95, 63, 79, 157], [0, 0, 53, 248, 156, 0, 141, 81, 35, 286], [1, 0, 82, 55, 530, 0, 122, 60, 50, 100], [0, 0, 119, 319, 170, 0, 98, 77, 29, 188], [0, 0, 37, 87, 228, 0, 395, 55, 15, 183], [0, 0, 73, 77, 182, 0, 47, 290, 22, 309], [0, 0, 18, 19, 15, 0, 5, 8, 536, 399], [0, 0, 4, 2, 12, 0, 6, 11, 37, 928]]"
23,23,10,1,0.30116,0.3077,"[[8, 0, 195, 31, 88, 1, 5, 22, 342, 308], [0, 1, 5, 28, 6, 0, 3, 14, 73, 870], [2, 0, 186, 172, 290, 1, 76, 48, 61, 164], [1, 0, 50, 341, 139, 0, 94, 50, 22, 303], [1, 0, 92, 93, 505, 0, 110, 48, 39, 112], [0, 0, 113, 416, 159, 0, 52, 48, 21, 191], [0, 0, 42, 165, 214, 0, 308, 36, 10, 225], [0, 1, 66, 123, 163, 0, 36, 261, 17, 333], [0, 0, 29, 29, 18, 0, 3, 4, 530, 387], [0, 0, 3, 11, 9, 0, 3, 3, 34, 937]]"
24,24,10,1,0.30774,0.317,"[[14, 0, 171, 23, 83, 1, 6, 40, 378, 284], [0, 2, 4, 17, 6, 0, 5, 18, 91, 857], [3, 0, 252, 122, 209, 0, 101, 90, 65, 158], [0, 0, 73, 276, 98, 0, 126, 101, 38, 288], [1, 0, 137, 69, 404, 0, 134, 103, 45, 107], [0, 1, 144, 340, 110, 1, 74, 97, 26, 207], [0, 0, 68, 111, 151, 0, 353, 76, 14, 227], [0, 1, 80, 80, 98, 0, 40, 381, 26, 294], [0, 0, 29, 19, 16, 0, 3, 8, 557, 368], [0, 0, 3, 5, 8, 0, 2, 12, 40, 930]]"
25,25,10,1,0.3167,0.3277,"[[9, 0, 135, 12, 91, 2, 9, 42, 443, 257], [0, 2, 11, 16, 7, 0, 6, 24, 117, 817], [3, 0, 252, 83, 268, 0, 93, 87, 77, 137], [0, 0, 86, 227, 148, 0, 135, 113, 38, 253], [1, 0, 119, 38, 488, 0, 123, 91, 55, 85], [0, 1, 179, 264, 161, 2, 83, 113, 34, 163], [0, 0, 67, 68, 212, 0, 369, 83, 19, 182], [0, 1, 85, 55, 139, 0, 37, 410, 29, 244], [0, 0, 16, 15, 21, 0, 4, 9, 610, 325], [0, 0, 5, 5, 13, 0, 3, 15, 51, 908]]"
26,26,10,1,0.31706,0.3287,"[[17, 1, 189, 27, 101, 2, 10, 35, 347, 271], [0, 1, 10, 32, 9, 0, 8, 15, 81, 844], [3, 0, 221, 159, 284, 1, 93, 57, 50, 132], [1, 0, 66, 339, 143, 0, 123, 88, 26, 214], [1, 0, 97, 79, 505, 1, 125, 73, 40, 79], [0, 2, 127, 414, 160, 3, 75, 82, 20, 117], [0, 0, 54, 137, 200, 0, 385, 57, 15, 152], [0, 1, 74, 116, 169, 1, 38, 353, 17, 231], [0, 1, 28, 27, 24, 0, 5, 10, 557, 348], [0, 0, 6, 16, 15, 0, 5, 13, 39, 906]]"
27,27,10,1,0.31982,0.3295,"[[14, 1, 159, 30, 87, 1, 11, 28, 371, 298], [0, 1, 12, 32, 8, 0, 7, 15, 78, 847], [5, 0, 241, 177, 239, 2, 106, 43, 52, 135], [1, 1, 70, 379, 114, 0, 131, 65, 24, 215], [2, 0, 102, 91, 439, 2, 167, 65, 42, 90], [0, 3, 133, 449, 119, 4, 84, 64, 21, 123], [0, 0, 62, 159, 138, 0, 427, 40, 12, 162], [0, 1, 82, 135, 132, 2, 53, 328, 16, 251], [0, 1, 20, 30, 18, 1, 5, 7, 544, 374], [0, 0, 5, 18, 8, 0, 7, 8, 36, 918]]"
28,28,10,1,0.3215,0.3268,"[[28, 1, 192, 28, 72, 4, 8, 37, 349, 281], [0, 10, 7, 28, 8, 0, 6, 10, 90, 841], [7, 0, 252, 172, 224, 10, 79, 68, 52, 136], [1, 5, 74, 363, 111, 1, 100, 101, 27, 217], [1, 0, 133, 91, 428, 4, 111, 90, 53, 89], [0, 3, 138, 430, 123, 5, 51, 99, 25, 126], [0, 1, 73, 152, 189, 0, 331, 61, 25, 168], [0, 1, 71, 138, 117, 3, 29, 378, 21, 242], [4, 2, 29, 24, 18, 1, 4, 11, 562, 345], [0, 2, 5, 10, 9, 0, 4, 13, 46, 911]]"
29,29,10,1,0.32284,0.3284,"[[40, 1, 127, 23, 81, 2, 14, 33, 378, 301], [0, 8, 9, 25, 8, 0, 6, 14, 88, 842], [11, 0, 189, 157, 257, 5, 99, 68, 61, 153], [0, 5, 51, 336, 114, 2, 126, 103, 35, 228], [3, 0, 68, 80, 445, 5, 151, 103, 53, 92], [0, 3, 92, 411, 125, 5, 73, 109, 34, 148], [0, 2, 43, 125, 170, 0, 408, 63, 25, 164], [0, 0, 58, 111, 117, 3, 38, 382, 22, 269], [4, 2, 17, 20, 22, 1, 4, 10, 564, 356], [0, 1, 4, 10, 14, 0, 5, 10, 49, 907]]"
30,30,10,1,0.32184,0.3303,"[[39, 1, 216, 21, 88, 3, 10, 41, 311, 270], [0, 12, 21, 24, 10, 0, 5, 15, 87, 826], [5, 0, 302, 146, 227, 8, 83, 65, 41, 123], [1, 6, 105, 338, 138, 3, 96, 91, 23, 199], [2, 0, 162, 76, 455, 5, 107, 82, 35, 76], [0, 3, 159, 404, 133, 11, 53, 95, 17, 125], [0, 1, 105, 130, 207, 0, 335, 46, 21, 155], [0, 0, 98, 113, 152, 3, 28, 364, 14, 228], [5, 2, 39, 23, 31, 1, 4, 12, 545, 338], [0, 2, 10, 12, 16, 0, 3, 12, 43, 902]]"
31,31,10,1,0.32258,0.3256,"[[22, 1, 130, 18, 86, 2, 11, 28, 374, 328], [0, 16, 10, 20, 10, 0, 6, 11, 86, 841], [4, 1, 220, 157, 229, 9, 99, 63, 56, 162], [0, 5, 58, 331, 122, 5, 121, 85, 35, 238], [1, 0, 90, 85, 455, 6, 131, 83, 56, 93], [0, 3, 92, 406, 126, 10, 75, 101, 38, 149], [0, 0, 67, 117, 183, 0, 375, 48, 23, 187], [0, 1, 62, 111, 147, 6, 33, 362, 15, 263], [0, 3, 14, 22, 26, 1, 4, 7, 556, 367], [0, 3, 3, 12, 17, 0, 3, 10, 43, 909]]"
32,32,10,1,0.33328,0.3392,"[[60, 2, 156, 24, 75, 5, 13, 48, 341, 276], [0, 26, 17, 28, 11, 0, 6, 23, 96, 793], [9, 1, 305, 158, 178, 10, 94, 74, 43, 128], [1, 6, 97, 354, 102, 6, 121, 100, 22, 191], [2, 0, 173, 92, 372, 8, 132, 98, 42, 81], [0, 2, 158, 423, 86, 13, 76, 101, 24, 117], [0, 1, 109, 130, 134, 0, 399, 55, 20, 152], [0, 0, 91, 129, 108, 9, 34, 400, 13, 216], [5, 3, 24, 29, 18, 1, 8, 15, 573, 324], [0, 3, 8, 19, 12, 0, 4, 19, 45, 890]]"
33,33,10,1,0.3329,0.3387,"[[66, 2, 135, 23, 91, 4, 16, 35, 333, 295], [0, 40, 8, 26, 14, 0, 8, 22, 99, 783], [11, 1, 207, 183, 229, 12, 108, 67, 43, 139], [1, 6, 55, 376, 115, 9, 133, 82, 26, 197], [1, 1, 98, 99, 426, 9, 147, 97, 43, 79], [1, 1, 87, 454, 113, 18, 79, 99, 26, 122], [0, 1, 65, 132, 160, 0, 429, 48, 25, 140], [0, 2, 60, 135, 136, 10, 41, 365, 15, 236], [8, 7, 20, 26, 28, 1, 7, 13, 585, 305], [0, 4, 3, 15, 20, 0, 6, 18, 59, 875]]"
34,34,10,1,0.33012,0.3314,"[[51, 1, 147, 20, 96, 4, 7, 38, 335, 301], [0, 26, 12, 21, 12, 0, 6, 14, 94, 815], [4, 1, 258, 153, 216, 11, 78, 80, 47, 152], [1, 3, 83, 346, 124, 9, 90, 100, 30, 214], [1, 0, 124, 78, 432, 8, 104, 118, 46, 89], [1, 1, 127, 416, 96, 21, 51, 120, 31, 136], [0, 1, 97, 123, 174, 3, 326, 75, 24, 177], [0, 1, 71, 114, 133, 10, 27, 409, 14, 221], [3, 3, 23, 22, 30, 1, 5, 11, 558, 344], [0, 4, 5, 15, 20, 0, 3, 18, 48, 887]]"
35,35,10,1,0.32794,0.3325,"[[64, 0, 143, 28, 64, 3, 14, 30, 291, 363], [0, 11, 8, 26, 9, 0, 9, 21, 69, 847], [5, 1, 273, 181, 170, 5, 100, 58, 45, 162], [1, 4, 80, 370, 85, 9, 123, 88, 23, 217], [1, 1, 143, 100, 373, 8, 156, 85, 44, 89], [1, 0, 124, 420, 85, 17, 83, 101, 26, 143], [0, 0, 89, 120, 126, 1, 436, 49, 20, 159], [0, 0, 82, 119, 113, 8, 41, 360, 13, 264], [6, 0, 21, 21, 15, 1, 7, 14, 513, 402], [0, 2, 5, 20, 13, 0, 5, 14, 33, 908]]"
36,36,10,1,0.33564,0.3467,"[[71, 3, 199, 23, 88, 4, 13, 30, 294, 275], [1, 38, 22, 21, 16, 0, 10, 15, 86, 791], [3, 1, 284, 137, 221, 16, 123, 48, 41, 126], [1, 5, 105, 340, 129, 14, 148, 59, 22, 177], [1, 1, 126, 70, 461, 9, 157, 64, 39, 72], [1, 1, 139, 386, 115, 28, 106, 78, 24, 122], [0, 1, 80, 105, 158, 3, 460, 31, 20, 142], [0, 1, 102, 109, 160, 9, 48, 325, 17, 229], [7, 8, 35, 22, 25, 1, 7, 7, 575, 313], [1, 4, 10, 17, 19, 0, 7, 12, 45, 885]]"
37,37,10,1,0.33898,0.3441,"[[75, 2, 181, 24, 93, 6, 10, 43, 293, 273], [1, 26, 23, 32, 20, 0, 8, 36, 81, 773], [6, 1, 303, 147, 209, 17, 96, 70, 36, 115], [1, 5, 122, 356, 127, 14, 105, 91, 23, 156], [2, 1, 163, 80, 426, 10, 122, 101, 35, 60], [0, 1, 143, 419, 109, 26, 80, 97, 25, 100], [0, 0, 119, 117, 159, 7, 418, 46, 19, 115], [0, 1, 97, 123, 142, 10, 37, 389, 13, 188], [9, 3, 31, 24, 34, 1, 9, 21, 561, 307], [1, 2, 9, 28, 24, 1, 7, 19, 48, 861]]"
38,38,10,1,0.33652,0.3381,"[[73, 3, 145, 22, 70, 4, 10, 35, 309, 329], [0, 32, 15, 24, 11, 0, 6, 14, 91, 807], [4, 1, 270, 149, 183, 15, 107, 56, 39, 176], [1, 5, 93, 350, 88, 14, 125, 65, 29, 230], [2, 1, 138, 82, 380, 10, 151, 89, 37, 110], [1, 1, 116, 398, 86, 29, 92, 84, 30, 163], [0, 0, 93, 118, 124, 6, 438, 29, 19, 173], [0, 2, 80, 119, 113, 8, 39, 345, 17, 277], [7, 7, 23, 17, 18, 1, 7, 6, 567, 347], [1, 2, 7, 15, 13, 0, 4, 12, 49, 897]]"
39,39,10,1,0.34098,0.3487,"[[76, 3, 157, 29, 88, 5, 10, 37, 330, 265], [1, 39, 14, 28, 17, 0, 9, 22, 97, 773], [5, 1, 275, 161, 213, 12, 91, 65, 47, 130], [2, 6, 94, 368, 126, 21, 107, 77, 33, 166], [2, 0, 134, 82, 439, 11, 122, 97, 42, 71], [0, 0, 126, 417, 118, 26, 79, 90, 29, 115], [0, 0, 91, 127, 170, 9, 414, 37, 23, 129], [0, 1, 87, 125, 132, 13, 39, 371, 19, 213], [9, 8, 26, 22, 22, 2, 9, 7, 618, 277], [1, 2, 7, 27, 19, 0, 7, 14, 62, 861]]"
40,40,10,1,0.33704,0.3402,"[[58, 4, 155, 29, 88, 5, 12, 33, 298, 318], [0, 57, 11, 26, 16, 0, 6, 22, 91, 771], [4, 4, 268, 190, 194, 12, 87, 56, 40, 145], [1, 6, 78, 413, 114, 19, 100, 57, 24, 188], [3, 2, 135, 109, 411, 13, 110, 84, 38, 95], [1, 3, 100, 463, 96, 33, 62, 75, 30, 137], [0, 2, 81, 174, 155, 11, 382, 22, 21, 152], [0, 6, 69, 148, 146, 14, 31, 336, 16, 234], [7, 10, 25, 21, 23, 1, 5, 16, 564, 328], [1, 9, 5, 20, 20, 1, 4, 16, 44, 880]]"
41,41,10,1,0.34126,0.3498,"[[71, 4, 125, 32, 104, 4, 15, 31, 335, 279], [0, 49, 9, 30, 15, 0, 11, 26, 100, 760], [5, 1, 244, 157, 220, 14, 113, 70, 48, 128], [1, 5, 76, 352, 130, 17, 136, 87, 32, 164], [3, 0, 108, 68, 444, 9, 138, 112, 38, 80], [1, 0, 102, 396, 118, 24, 108, 104, 30, 117], [0, 0, 71, 107, 154, 6, 469, 40, 19, 134], [0, 2, 68, 120, 140, 12, 41, 382, 17, 218], [7, 5, 20, 25, 23, 1, 10, 9, 602, 298], [1, 4, 7, 28, 16, 1, 9, 17, 56, 861]]"
