,Round,Daisy,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,10,1,0.2281,0.2406,"[[655, 190, 1, 0, 0, 69, 36, 25, 24, 0], [292, 388, 1, 0, 0, 127, 103, 72, 17, 0], [245, 81, 16, 0, 0, 291, 305, 53, 9, 0], [160, 73, 16, 0, 0, 437, 256, 56, 2, 0], [131, 49, 4, 0, 0, 255, 497, 55, 9, 0], [163, 117, 10, 0, 0, 435, 239, 35, 1, 0], [56, 36, 6, 0, 0, 252, 624, 26, 0, 0], [128, 160, 4, 0, 0, 245, 207, 232, 24, 0], [543, 269, 2, 0, 0, 76, 12, 42, 56, 0], [302, 295, 4, 0, 0, 88, 82, 160, 69, 0]]"
11,11,10,1,0.228,0.241,"[[754, 57, 3, 0, 0, 104, 38, 44, 0, 0], [427, 203, 0, 0, 0, 178, 114, 75, 3, 0], [225, 34, 9, 0, 0, 350, 329, 53, 0, 0], [129, 26, 11, 0, 0, 495, 284, 55, 0, 0], [141, 10, 2, 0, 0, 258, 533, 56, 0, 0], [143, 30, 5, 0, 0, 525, 267, 30, 0, 0], [44, 11, 6, 0, 0, 256, 666, 17, 0, 0], [126, 74, 5, 0, 0, 310, 234, 251, 0, 0], [726, 89, 2, 0, 0, 107, 15, 59, 2, 0], [449, 128, 3, 0, 0, 114, 102, 197, 7, 0]]"
12,12,10,1,0.25432,0.2686,"[[616, 134, 4, 0, 0, 74, 56, 53, 63, 0], [223, 382, 0, 3, 0, 124, 136, 72, 60, 0], [177, 65, 15, 2, 0, 279, 397, 59, 6, 0], [87, 56, 11, 4, 0, 412, 374, 53, 3, 0], [106, 31, 5, 1, 0, 183, 600, 65, 9, 0], [74, 90, 6, 3, 0, 466, 328, 29, 4, 0], [27, 22, 8, 7, 0, 176, 741, 19, 0, 0], [70, 117, 6, 1, 0, 225, 295, 270, 16, 0], [442, 191, 1, 0, 0, 89, 26, 59, 192, 0], [234, 241, 4, 5, 0, 77, 133, 189, 117, 0]]"
13,13,10,1,0.24294,0.258,"[[586, 161, 1, 0, 0, 168, 39, 44, 1, 0], [208, 407, 1, 1, 0, 212, 122, 49, 0, 0], [142, 47, 10, 2, 0, 445, 310, 44, 0, 0], [51, 42, 10, 4, 0, 587, 272, 34, 0, 0], [77, 27, 6, 1, 0, 327, 509, 53, 0, 0], [39, 40, 2, 2, 0, 666, 231, 20, 0, 0], [19, 13, 2, 4, 0, 292, 662, 8, 0, 0], [55, 98, 2, 2, 0, 391, 211, 241, 0, 0], [483, 308, 1, 0, 0, 140, 22, 42, 4, 0], [238, 329, 1, 4, 0, 173, 114, 141, 0, 0]]"
14,14,10,1,0.25872,0.277,"[[614, 184, 7, 0, 0, 85, 52, 51, 7, 0], [196, 489, 0, 2, 0, 127, 130, 51, 5, 0], [153, 58, 29, 2, 0, 334, 363, 59, 2, 0], [67, 51, 16, 6, 0, 480, 334, 46, 0, 0], [101, 33, 15, 0, 0, 210, 571, 69, 1, 0], [46, 65, 10, 1, 0, 559, 292, 26, 1, 0], [23, 23, 5, 5, 0, 202, 734, 8, 0, 0], [70, 106, 8, 1, 0, 273, 255, 287, 0, 0], [476, 303, 5, 0, 0, 87, 26, 51, 52, 0], [238, 366, 5, 3, 0, 104, 131, 141, 12, 0]]"
15,15,10,1,0.27056,0.2894,"[[611, 231, 9, 2, 0, 37, 52, 51, 7, 0], [178, 605, 2, 1, 0, 40, 121, 48, 5, 0], [165, 86, 47, 12, 0, 231, 381, 76, 2, 0], [90, 78, 21, 21, 0, 356, 374, 58, 2, 0], [110, 52, 20, 9, 0, 138, 583, 85, 3, 0], [65, 102, 21, 7, 0, 449, 314, 41, 1, 0], [30, 33, 14, 19, 0, 105, 779, 20, 0, 0], [87, 130, 13, 7, 0, 190, 238, 335, 0, 0], [472, 366, 5, 1, 0, 35, 29, 45, 47, 0], [232, 416, 6, 9, 0, 49, 137, 136, 15, 0]]"
16,16,10,1,0.2788,0.3015,"[[610, 188, 23, 1, 0, 92, 41, 37, 8, 0], [174, 581, 9, 4, 0, 86, 114, 27, 5, 0], [123, 49, 120, 8, 0, 379, 276, 43, 2, 0], [53, 35, 27, 14, 0, 557, 278, 36, 0, 0], [81, 34, 85, 0, 0, 237, 499, 62, 2, 0], [38, 36, 53, 4, 0, 634, 213, 21, 1, 0], [18, 16, 31, 15, 0, 192, 721, 7, 0, 0], [68, 72, 50, 3, 0, 328, 196, 283, 0, 0], [484, 308, 11, 1, 0, 85, 30, 29, 52, 0], [250, 379, 6, 6, 0, 118, 139, 90, 12, 0]]"
17,17,10,1,0.29726,0.3213,"[[554, 241, 24, 4, 0, 80, 39, 42, 16, 0], [104, 707, 5, 4, 0, 57, 86, 29, 8, 0], [99, 61, 140, 17, 0, 364, 248, 65, 6, 0], [43, 44, 34, 49, 0, 535, 245, 48, 2, 0], [68, 45, 104, 15, 0, 217, 462, 85, 4, 0], [33, 37, 55, 16, 0, 643, 178, 36, 2, 0], [12, 24, 46, 33, 0, 186, 681, 14, 4, 0], [45, 79, 50, 13, 0, 307, 145, 359, 2, 0], [368, 406, 8, 5, 0, 75, 29, 29, 80, 0], [152, 494, 8, 20, 0, 91, 121, 88, 26, 0]]"
18,18,10,1,0.30114,0.3231,"[[615, 160, 25, 1, 0, 105, 41, 36, 17, 0], [152, 626, 7, 5, 0, 74, 105, 22, 9, 0], [95, 38, 161, 13, 1, 400, 240, 50, 2, 0], [42, 26, 32, 34, 0, 582, 241, 43, 0, 0], [72, 30, 128, 7, 0, 260, 433, 68, 2, 0], [34, 18, 54, 11, 0, 697, 156, 28, 2, 0], [12, 15, 46, 20, 0, 205, 690, 10, 2, 0], [57, 49, 60, 10, 0, 356, 145, 322, 1, 0], [505, 253, 10, 7, 0, 83, 38, 18, 86, 0], [222, 391, 7, 17, 0, 114, 139, 77, 33, 0]]"
19,19,10,1,0.31606,0.341,"[[562, 270, 35, 5, 0, 49, 38, 23, 18, 0], [42, 857, 3, 3, 0, 36, 46, 9, 4, 0], [100, 80, 174, 20, 0, 312, 259, 47, 8, 0], [45, 62, 35, 62, 0, 478, 272, 44, 2, 0], [76, 62, 134, 22, 0, 177, 460, 65, 4, 0], [42, 44, 56, 27, 0, 622, 178, 29, 2, 0], [10, 45, 39, 33, 0, 130, 726, 12, 5, 0], [63, 104, 63, 20, 0, 275, 146, 328, 1, 0], [383, 435, 11, 6, 0, 45, 27, 14, 79, 0], [109, 623, 4, 19, 0, 66, 98, 51, 30, 0]]"
20,20,10,1,0.3204,0.3463,"[[648, 125, 54, 1, 0, 79, 39, 28, 26, 0], [120, 686, 13, 3, 1, 71, 63, 21, 22, 0], [83, 39, 178, 10, 1, 416, 216, 50, 7, 0], [39, 33, 27, 24, 0, 606, 231, 39, 1, 0], [78, 27, 113, 6, 2, 296, 401, 71, 6, 0], [33, 16, 43, 10, 0, 729, 141, 26, 2, 0], [9, 11, 39, 14, 0, 226, 684, 12, 5, 0], [49, 30, 45, 6, 1, 397, 114, 356, 2, 0], [471, 218, 27, 3, 0, 72, 35, 18, 156, 0], [180, 423, 18, 18, 0, 110, 116, 80, 55, 0]]"
21,21,10,1,0.32934,0.3549,"[[644, 147, 70, 3, 0, 57, 37, 15, 27, 0], [93, 750, 20, 5, 0, 53, 52, 12, 15, 0], [89, 45, 349, 8, 0, 290, 177, 37, 5, 0], [40, 37, 87, 27, 0, 541, 236, 31, 1, 0], [79, 35, 297, 5, 1, 190, 334, 55, 4, 0], [38, 21, 120, 10, 0, 665, 133, 11, 2, 0], [8, 14, 119, 9, 0, 167, 672, 7, 4, 0], [61, 49, 149, 7, 0, 333, 96, 303, 2, 0], [453, 271, 33, 5, 0, 57, 32, 11, 138, 0], [149, 497, 26, 16, 0, 95, 112, 53, 52, 0]]"
22,22,10,1,0.30534,0.3305,"[[676, 48, 125, 3, 0, 82, 29, 24, 13, 0], [212, 466, 57, 8, 1, 124, 86, 24, 22, 0], [67, 14, 353, 13, 1, 388, 123, 39, 2, 0], [28, 10, 98, 41, 1, 629, 164, 29, 0, 0], [59, 6, 309, 15, 4, 266, 277, 64, 0, 0], [16, 5, 103, 15, 1, 743, 98, 16, 3, 0], [9, 3, 117, 23, 0, 262, 573, 11, 2, 0], [36, 11, 142, 8, 2, 405, 68, 327, 1, 0], [554, 92, 77, 6, 0, 96, 35, 18, 122, 0], [237, 245, 78, 39, 0, 168, 101, 88, 44, 0]]"
23,23,10,1,0.34624,0.374,"[[671, 176, 41, 4, 0, 24, 38, 15, 31, 0], [72, 812, 8, 4, 1, 32, 43, 14, 14, 0], [114, 52, 331, 9, 1, 241, 193, 47, 12, 0], [70, 51, 72, 34, 0, 475, 253, 43, 2, 0], [99, 41, 259, 8, 8, 150, 354, 75, 6, 0], [56, 31, 104, 14, 1, 623, 133, 34, 4, 0], [17, 20, 95, 15, 0, 120, 705, 18, 10, 0], [87, 65, 93, 9, 3, 249, 103, 389, 2, 0], [440, 300, 18, 2, 0, 32, 27, 14, 167, 0], [124, 562, 19, 15, 0, 64, 88, 68, 60, 0]]"
24,24,10,1,0.35316,0.3837,"[[664, 174, 50, 8, 0, 23, 32, 10, 39, 0], [66, 846, 9, 7, 1, 25, 26, 7, 13, 0], [110, 55, 355, 19, 1, 238, 167, 43, 12, 0], [55, 58, 71, 69, 1, 477, 231, 35, 3, 0], [95, 49, 280, 14, 9, 158, 318, 69, 8, 0], [46, 38, 103, 26, 0, 631, 121, 27, 8, 0], [10, 35, 101, 36, 0, 112, 680, 12, 14, 0], [82, 93, 102, 21, 1, 250, 87, 359, 5, 0], [398, 284, 24, 9, 0, 29, 22, 10, 224, 0], [111, 612, 27, 23, 0, 50, 62, 41, 74, 0]]"
25,25,10,1,0.35408,0.3824,"[[650, 173, 53, 6, 1, 38, 33, 14, 32, 0], [62, 837, 12, 7, 1, 34, 20, 14, 13, 0], [94, 50, 380, 23, 1, 288, 112, 44, 8, 0], [41, 51, 68, 82, 1, 528, 195, 33, 1, 0], [80, 46, 294, 19, 10, 219, 244, 78, 10, 0], [32, 34, 83, 35, 0, 688, 94, 28, 6, 0], [7, 33, 131, 46, 1, 163, 598, 13, 8, 0], [64, 72, 90, 27, 0, 297, 61, 387, 2, 0], [401, 295, 31, 8, 0, 41, 22, 10, 192, 0], [106, 597, 23, 28, 0, 68, 56, 60, 62, 0]]"
26,26,10,1,0.35172,0.3855,"[[671, 165, 55, 7, 1, 36, 29, 7, 29, 0], [66, 847, 12, 6, 1, 35, 17, 7, 9, 0], [104, 49, 384, 14, 0, 284, 124, 33, 8, 0], [44, 55, 62, 65, 1, 556, 189, 25, 3, 0], [96, 45, 281, 12, 10, 218, 275, 57, 6, 0], [34, 33, 83, 18, 0, 706, 96, 22, 8, 0], [10, 32, 103, 28, 1, 149, 658, 10, 9, 0], [77, 76, 89, 15, 0, 334, 64, 342, 3, 0], [428, 291, 33, 6, 0, 44, 17, 9, 172, 0], [117, 616, 23, 20, 0, 82, 48, 44, 50, 0]]"
27,27,10,1,0.3625,0.3913,"[[603, 231, 60, 5, 1, 16, 44, 9, 31, 0], [25, 909, 10, 4, 1, 14, 21, 5, 11, 0], [91, 66, 376, 18, 2, 161, 223, 49, 14, 0], [40, 85, 74, 78, 0, 377, 311, 30, 5, 0], [82, 64, 243, 16, 15, 101, 398, 72, 9, 0], [33, 60, 102, 44, 0, 541, 177, 34, 9, 0], [3, 49, 72, 26, 1, 40, 789, 7, 13, 0], [60, 115, 92, 27, 2, 182, 119, 397, 6, 0], [324, 376, 29, 10, 0, 19, 27, 10, 205, 0], [69, 710, 22, 17, 0, 25, 58, 46, 53, 0]]"
28,28,10,1,0.3655,0.3969,"[[669, 139, 62, 8, 1, 38, 31, 10, 42, 0], [64, 823, 13, 5, 1, 38, 20, 11, 25, 0], [100, 37, 403, 12, 1, 268, 127, 44, 8, 0], [40, 52, 72, 51, 3, 553, 199, 27, 3, 0], [87, 36, 319, 12, 23, 194, 250, 69, 10, 0], [27, 24, 95, 10, 2, 704, 104, 27, 7, 0], [10, 21, 132, 19, 2, 134, 658, 15, 9, 0], [69, 56, 94, 18, 4, 307, 61, 386, 5, 0], [392, 237, 33, 6, 0, 50, 19, 11, 252, 0], [124, 571, 25, 27, 0, 75, 55, 55, 68, 0]]"
29,29,10,1,0.36958,0.3995,"[[655, 175, 64, 10, 1, 27, 30, 9, 29, 0], [49, 877, 12, 6, 1, 20, 17, 6, 12, 0], [103, 54, 448, 22, 0, 198, 125, 40, 10, 0], [49, 67, 88, 103, 1, 464, 198, 28, 2, 0], [92, 53, 331, 23, 21, 157, 242, 73, 8, 0], [35, 39, 113, 49, 0, 621, 100, 36, 7, 0], [12, 39, 138, 41, 2, 87, 658, 13, 10, 0], [74, 88, 106, 34, 2, 231, 54, 407, 4, 0], [397, 295, 34, 11, 0, 31, 18, 9, 205, 0], [101, 647, 31, 30, 0, 45, 41, 52, 53, 0]]"
30,30,10,1,0.37214,0.4061,"[[654, 119, 79, 10, 1, 35, 39, 8, 55, 0], [70, 790, 20, 14, 1, 35, 33, 10, 27, 0], [79, 31, 437, 26, 1, 246, 134, 37, 9, 0], [36, 36, 82, 107, 2, 514, 196, 25, 2, 0], [72, 25, 321, 28, 25, 203, 246, 68, 12, 0], [18, 20, 97, 46, 3, 687, 92, 29, 8, 0], [7, 16, 128, 43, 2, 120, 665, 9, 10, 0], [56, 37, 102, 38, 4, 294, 64, 398, 7, 0], [340, 216, 44, 13, 0, 48, 30, 12, 297, 0], [111, 533, 42, 39, 0, 63, 61, 67, 83, 1]]"
31,31,10,1,0.37454,0.4071,"[[643, 122, 84, 12, 0, 35, 45, 9, 50, 0], [71, 783, 22, 9, 1, 40, 40, 10, 24, 0], [87, 27, 411, 20, 2, 239, 171, 36, 7, 0], [35, 35, 72, 91, 4, 511, 222, 28, 2, 0], [67, 25, 288, 21, 32, 193, 298, 65, 11, 0], [17, 17, 89, 30, 3, 696, 111, 29, 8, 0], [5, 13, 100, 33, 3, 99, 728, 8, 11, 0], [59, 34, 97, 30, 6, 288, 85, 396, 5, 0], [345, 221, 42, 10, 0, 45, 35, 14, 288, 0], [118, 520, 37, 39, 0, 71, 68, 70, 74, 3]]"
32,32,10,1,0.37488,0.406,"[[641, 135, 74, 18, 1, 32, 42, 6, 51, 0], [57, 809, 16, 11, 1, 42, 36, 6, 22, 0], [86, 32, 421, 28, 5, 243, 144, 35, 6, 0], [38, 38, 69, 126, 6, 499, 204, 18, 2, 0], [73, 27, 311, 27, 45, 192, 259, 57, 9, 0], [18, 20, 95, 49, 3, 689, 96, 22, 8, 0], [5, 18, 117, 46, 8, 103, 688, 7, 8, 0], [61, 45, 107, 40, 9, 304, 69, 359, 6, 0], [344, 230, 39, 15, 1, 48, 32, 10, 281, 0], [110, 563, 28, 49, 1, 70, 60, 52, 66, 1]]"
33,33,10,1,0.3853,0.4166,"[[593, 194, 50, 9, 0, 22, 54, 9, 69, 0], [27, 879, 7, 8, 1, 23, 25, 5, 25, 0], [87, 54, 335, 37, 4, 207, 216, 45, 15, 0], [34, 59, 48, 138, 4, 420, 265, 28, 4, 0], [69, 50, 207, 28, 29, 150, 372, 79, 16, 0], [23, 34, 60, 71, 2, 611, 155, 35, 9, 0], [4, 29, 54, 34, 5, 63, 789, 8, 14, 0], [48, 79, 53, 27, 5, 240, 110, 426, 12, 0], [239, 289, 26, 12, 0, 26, 31, 12, 365, 0], [77, 637, 17, 35, 0, 41, 62, 58, 72, 1]]"
34,34,10,1,0.37796,0.4088,"[[613, 133, 92, 16, 1, 48, 38, 12, 47, 0], [51, 804, 22, 10, 1, 50, 30, 10, 21, 1], [70, 27, 450, 29, 7, 248, 120, 42, 7, 0], [32, 34, 72, 95, 5, 574, 160, 26, 2, 0], [60, 28, 345, 21, 52, 217, 198, 71, 8, 0], [14, 19, 92, 41, 4, 731, 70, 24, 5, 0], [6, 19, 145, 41, 11, 134, 622, 14, 8, 0], [40, 39, 87, 26, 12, 316, 45, 428, 7, 0], [307, 241, 42, 14, 2, 58, 33, 15, 288, 0], [99, 539, 28, 48, 2, 88, 50, 84, 57, 5]]"
35,35,10,1,0.38842,0.416,"[[645, 152, 65, 11, 0, 22, 40, 8, 57, 0], [39, 860, 15, 10, 1, 21, 22, 6, 26, 0], [98, 44, 406, 34, 2, 189, 178, 39, 10, 0], [44, 55, 75, 122, 1, 462, 218, 21, 2, 0], [86, 46, 278, 24, 30, 166, 292, 62, 16, 0], [28, 33, 89, 60, 1, 651, 104, 26, 8, 0], [9, 32, 86, 35, 4, 82, 732, 6, 14, 0], [79, 64, 88, 30, 6, 250, 78, 398, 7, 0], [326, 251, 30, 10, 1, 31, 25, 11, 315, 0], [101, 607, 23, 38, 0, 41, 51, 65, 73, 1]]"
36,36,10,1,0.38932,0.4215,"[[653, 152, 59, 7, 0, 16, 43, 7, 63, 0], [39, 863, 12, 9, 1, 20, 22, 6, 28, 0], [104, 46, 415, 37, 2, 181, 165, 35, 15, 0], [49, 52, 74, 126, 2, 455, 215, 22, 5, 0], [97, 41, 301, 27, 26, 148, 279, 64, 17, 0], [31, 33, 96, 62, 2, 633, 109, 24, 10, 0], [9, 33, 99, 28, 1, 74, 733, 8, 15, 0], [86, 62, 93, 28, 5, 231, 82, 403, 10, 0], [279, 267, 24, 10, 1, 28, 23, 8, 360, 0], [108, 609, 27, 34, 0, 41, 46, 64, 68, 3]]"
37,37,10,1,0.3635,0.3951,"[[674, 30, 110, 16, 0, 39, 67, 13, 51, 0], [144, 558, 52, 23, 1, 62, 91, 15, 53, 1], [70, 8, 463, 29, 8, 216, 169, 31, 6, 0], [30, 11, 98, 101, 4, 483, 254, 15, 4, 0], [59, 5, 363, 22, 40, 162, 288, 54, 7, 0], [16, 3, 111, 42, 3, 677, 122, 18, 8, 0], [5, 4, 125, 24, 8, 84, 741, 5, 4, 0], [40, 9, 125, 33, 14, 299, 101, 373, 6, 0], [373, 80, 58, 20, 1, 63, 71, 12, 322, 0], [174, 271, 55, 80, 2, 95, 136, 87, 98, 2]]"
38,38,10,1,0.39358,0.4242,"[[612, 193, 35, 8, 0, 18, 36, 5, 93, 0], [26, 894, 6, 2, 1, 23, 15, 3, 30, 0], [124, 63, 394, 29, 8, 172, 158, 31, 21, 0], [53, 82, 68, 96, 6, 440, 221, 25, 9, 0], [93, 64, 298, 17, 58, 134, 250, 63, 23, 0], [38, 42, 89, 46, 3, 630, 115, 25, 12, 0], [6, 54, 100, 19, 13, 69, 712, 11, 16, 0], [87, 89, 82, 18, 11, 202, 80, 419, 11, 1], [229, 282, 9, 9, 0, 23, 21, 6, 421, 0], [93, 673, 17, 15, 0, 37, 44, 41, 74, 6]]"
39,39,10,1,0.389,0.4222,"[[604, 107, 122, 15, 1, 44, 42, 21, 44, 0], [49, 785, 31, 9, 2, 44, 43, 15, 21, 1], [57, 23, 467, 33, 11, 219, 145, 39, 5, 1], [24, 28, 95, 124, 4, 505, 192, 26, 2, 0], [43, 25, 312, 27, 79, 205, 229, 72, 8, 0], [7, 15, 96, 50, 4, 698, 95, 28, 7, 0], [4, 15, 117, 31, 11, 124, 679, 15, 4, 0], [32, 25, 94, 27, 13, 270, 66, 468, 5, 0], [299, 209, 55, 20, 4, 58, 40, 15, 300, 0], [86, 499, 45, 44, 5, 68, 60, 119, 56, 18]]"
40,40,10,1,0.40058,0.4327,"[[608, 165, 40, 11, 0, 14, 50, 6, 106, 0], [24, 879, 9, 6, 1, 18, 23, 3, 37, 0], [98, 52, 394, 54, 5, 144, 201, 31, 21, 0], [41, 64, 68, 205, 5, 335, 261, 15, 6, 0], [82, 47, 279, 39, 46, 115, 311, 56, 25, 0], [22, 37, 96, 117, 2, 548, 143, 20, 14, 1], [4, 41, 83, 32, 7, 38, 772, 9, 14, 0], [74, 81, 81, 51, 10, 179, 102, 411, 10, 1], [208, 253, 11, 14, 1, 21, 29, 5, 458, 0], [87, 637, 20, 34, 0, 28, 59, 49, 80, 6]]"
41,41,10,1,0.39934,0.4316,"[[731, 93, 50, 16, 0, 20, 39, 7, 44, 0], [78, 798, 19, 16, 1, 28, 25, 11, 22, 2], [106, 31, 422, 46, 10, 181, 158, 35, 11, 0], [51, 37, 78, 190, 5, 410, 197, 27, 5, 0], [101, 26, 308, 38, 57, 153, 239, 64, 14, 0], [28, 19, 92, 87, 3, 634, 99, 29, 9, 0], [12, 21, 106, 42, 11, 77, 709, 13, 9, 0], [82, 34, 89, 38, 13, 216, 71, 452, 5, 0], [394, 182, 28, 14, 2, 29, 25, 13, 313, 0], [160, 511, 25, 42, 1, 43, 57, 82, 69, 10]]"
42,42,10,1,0.40748,0.441,"[[625, 109, 61, 10, 0, 30, 58, 11, 96, 0], [40, 804, 20, 13, 1, 34, 35, 11, 42, 0], [77, 32, 408, 48, 15, 196, 180, 29, 15, 0], [36, 37, 64, 176, 5, 429, 230, 16, 7, 0], [58, 29, 269, 34, 73, 169, 283, 61, 24, 0], [18, 21, 75, 77, 4, 655, 119, 22, 9, 0], [3, 17, 86, 35, 12, 65, 761, 9, 12, 0], [48, 36, 73, 39, 18, 240, 93, 444, 8, 1], [223, 192, 26, 16, 2, 40, 34, 11, 456, 0], [97, 530, 29, 40, 2, 52, 69, 79, 94, 8]]"
