,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,1,0.44884,0.4815,"[[457, 64, 43, 38, 36, 11, 30, 36, 220, 65], [19, 684, 1, 26, 5, 6, 20, 21, 63, 155], [56, 22, 228, 102, 178, 100, 150, 102, 31, 31], [20, 26, 42, 341, 46, 188, 163, 115, 15, 44], [33, 21, 71, 86, 358, 38, 184, 164, 31, 14], [6, 17, 45, 236, 57, 373, 88, 141, 13, 24], [1, 16, 46, 104, 120, 26, 611, 43, 7, 26], [12, 14, 17, 87, 61, 87, 42, 622, 8, 50], [95, 93, 11, 30, 9, 12, 18, 17, 629, 86], [24, 202, 7, 44, 5, 18, 37, 41, 110, 512]]"
11,11,1,0.45058,0.4866,"[[491, 110, 41, 19, 24, 8, 17, 8, 220, 62], [14, 768, 1, 8, 3, 2, 8, 9, 60, 127], [78, 55, 334, 70, 142, 89, 101, 63, 41, 27], [28, 51, 78, 255, 46, 219, 150, 83, 29, 61], [51, 37, 125, 68, 378, 37, 131, 116, 38, 19], [17, 38, 86, 178, 48, 410, 60, 105, 27, 31], [4, 37, 82, 76, 151, 28, 535, 32, 20, 35], [27, 59, 41, 67, 60, 88, 30, 546, 15, 67], [92, 133, 7, 11, 2, 10, 11, 9, 653, 72], [30, 283, 8, 20, 5, 13, 17, 33, 95, 496]]"
12,12,1,0.46274,0.5003,"[[526, 57, 58, 24, 32, 11, 22, 24, 140, 106], [26, 643, 7, 16, 4, 7, 15, 16, 45, 221], [68, 17, 305, 85, 169, 79, 129, 88, 26, 34], [18, 25, 69, 318, 58, 171, 158, 105, 16, 62], [43, 15, 93, 69, 418, 32, 151, 135, 22, 22], [12, 14, 83, 219, 58, 371, 69, 135, 11, 28], [4, 24, 69, 91, 130, 20, 596, 30, 4, 32], [17, 10, 30, 64, 65, 88, 32, 628, 8, 58], [137, 93, 15, 27, 4, 11, 13, 15, 554, 131], [26, 157, 8, 26, 6, 17, 24, 40, 52, 644]]"
13,13,1,0.46822,0.5044,"[[506, 53, 52, 16, 28, 11, 19, 21, 185, 109], [21, 651, 4, 12, 6, 2, 8, 18, 61, 217], [68, 29, 352, 54, 141, 68, 121, 101, 31, 35], [21, 26, 70, 236, 48, 209, 145, 144, 17, 84], [40, 22, 103, 53, 384, 29, 132, 185, 29, 23], [12, 15, 94, 140, 47, 384, 58, 203, 16, 31], [4, 23, 69, 68, 117, 29, 587, 55, 7, 41], [19, 13, 24, 44, 52, 62, 21, 695, 7, 63], [105, 85, 11, 13, 6, 15, 10, 13, 616, 126], [30, 159, 9, 17, 8, 12, 18, 47, 67, 633]]"
14,14,1,0.47082,0.5022,"[[470, 115, 50, 20, 13, 11, 25, 6, 221, 69], [8, 820, 4, 9, 3, 5, 11, 5, 45, 90], [68, 49, 390, 82, 76, 87, 146, 36, 41, 25], [26, 49, 76, 324, 24, 213, 168, 44, 19, 57], [42, 42, 140, 84, 294, 52, 214, 85, 33, 14], [16, 38, 84, 212, 24, 440, 84, 62, 16, 24], [8, 42, 78, 83, 55, 26, 659, 14, 10, 25], [25, 46, 40, 87, 44, 126, 43, 508, 9, 72], [65, 154, 12, 10, 3, 17, 10, 6, 656, 67], [18, 354, 9, 29, 1, 13, 25, 18, 72, 461]]"
15,15,1,0.48314,0.518,"[[471, 76, 72, 28, 18, 12, 28, 13, 223, 59], [12, 737, 8, 20, 7, 6, 15, 14, 53, 128], [62, 25, 411, 100, 104, 74, 127, 41, 32, 24], [17, 28, 82, 382, 29, 190, 149, 59, 17, 47], [29, 22, 131, 100, 367, 39, 179, 97, 28, 8], [8, 16, 98, 246, 38, 414, 67, 77, 16, 20], [2, 22, 77, 110, 88, 28, 626, 18, 9, 20], [15, 13, 45, 94, 59, 112, 31, 576, 8, 47], [59, 124, 17, 36, 7, 13, 10, 9, 658, 67], [19, 232, 14, 44, 1, 18, 30, 26, 78, 538]]"
16,16,1,0.48962,0.5238,"[[458, 75, 32, 13, 27, 11, 29, 20, 247, 88], [16, 727, 2, 9, 5, 2, 8, 17, 60, 154], [71, 39, 303, 67, 136, 78, 140, 88, 46, 32], [15, 36, 45, 287, 44, 213, 167, 100, 23, 70], [39, 27, 69, 60, 393, 37, 152, 169, 33, 21], [12, 20, 55, 179, 38, 427, 69, 154, 19, 27], [3, 28, 47, 59, 94, 32, 661, 33, 12, 31], [14, 16, 13, 56, 45, 75, 33, 682, 11, 55], [59, 101, 5, 15, 5, 13, 8, 12, 695, 87], [13, 211, 6, 15, 4, 15, 20, 36, 75, 605]]"
17,17,1,0.49458,0.5276,"[[559, 102, 36, 15, 24, 9, 22, 18, 152, 63], [19, 816, 3, 11, 5, 4, 12, 12, 28, 90], [90, 33, 348, 71, 140, 77, 115, 71, 32, 23], [32, 45, 54, 281, 56, 218, 153, 81, 23, 57], [44, 32, 80, 63, 440, 32, 125, 149, 24, 11], [15, 23, 71, 169, 49, 444, 70, 116, 17, 26], [4, 30, 62, 70, 122, 32, 626, 24, 8, 22], [21, 25, 23, 64, 54, 84, 29, 651, 8, 41], [95, 149, 7, 15, 10, 13, 9, 8, 619, 75], [28, 329, 6, 19, 3, 18, 21, 38, 46, 492]]"
18,18,1,0.49804,0.5311,"[[528, 52, 32, 22, 21, 3, 30, 21, 200, 91], [22, 700, 3, 10, 1, 3, 15, 16, 52, 178], [81, 25, 345, 77, 115, 67, 152, 67, 37, 34], [18, 24, 60, 362, 34, 144, 166, 94, 23, 75], [41, 18, 83, 76, 352, 23, 179, 177, 28, 23], [14, 11, 73, 247, 29, 340, 87, 141, 19, 39], [4, 23, 53, 81, 75, 16, 689, 22, 7, 30], [22, 7, 22, 71, 35, 54, 37, 693, 8, 51], [83, 94, 8, 23, 7, 6, 9, 7, 676, 87], [25, 187, 9, 27, 2, 6, 23, 32, 63, 626]]"
19,19,1,0.50674,0.5408,"[[523, 59, 77, 17, 18, 11, 30, 15, 156, 94], [17, 689, 8, 12, 7, 7, 16, 12, 42, 190], [59, 21, 467, 67, 84, 74, 126, 42, 31, 29], [14, 25, 96, 329, 37, 204, 169, 53, 13, 60], [25, 15, 151, 73, 391, 40, 150, 114, 23, 18], [7, 11, 113, 182, 33, 448, 76, 91, 10, 29], [3, 19, 97, 67, 77, 28, 668, 16, 4, 21], [20, 11, 51, 72, 56, 90, 30, 617, 6, 47], [90, 96, 17, 24, 11, 10, 11, 7, 625, 109], [24, 161, 12, 23, 3, 20, 32, 27, 47, 651]]"
20,20,1,0.5096,0.5504,"[[616, 45, 62, 24, 23, 8, 26, 13, 131, 52], [30, 729, 12, 17, 1, 6, 20, 9, 44, 132], [70, 14, 450, 87, 102, 65, 132, 34, 28, 18], [21, 20, 92, 391, 35, 182, 157, 45, 16, 41], [37, 16, 138, 83, 395, 37, 164, 103, 20, 7], [12, 9, 114, 231, 32, 405, 87, 75, 13, 22], [3, 17, 84, 78, 76, 17, 694, 13, 3, 15], [24, 8, 49, 83, 54, 94, 38, 609, 7, 34], [124, 90, 14, 38, 8, 9, 13, 5, 636, 63], [35, 194, 18, 37, 3, 12, 31, 26, 65, 579]]"
21,21,1,0.5103,0.5427,"[[540, 87, 32, 29, 26, 13, 30, 16, 159, 68], [15, 782, 5, 16, 3, 6, 17, 12, 43, 101], [68, 27, 324, 113, 138, 77, 144, 53, 34, 22], [25, 28, 40, 400, 45, 190, 148, 63, 14, 47], [29, 22, 61, 83, 438, 35, 159, 134, 27, 12], [11, 12, 50, 237, 41, 434, 78, 99, 10, 28], [3, 24, 51, 93, 95, 27, 663, 16, 6, 22], [19, 10, 16, 70, 56, 99, 35, 647, 7, 41], [83, 105, 4, 37, 10, 12, 9, 7, 678, 55], [22, 276, 8, 36, 3, 14, 30, 31, 59, 521]]"
22,22,1,0.51516,0.5431,"[[529, 44, 71, 14, 23, 2, 32, 15, 203, 67], [27, 712, 13, 9, 9, 1, 16, 8, 52, 153], [59, 25, 500, 60, 99, 48, 113, 40, 34, 22], [22, 30, 122, 327, 53, 121, 197, 57, 20, 51], [35, 14, 163, 58, 434, 17, 127, 118, 23, 11], [15, 10, 142, 230, 51, 315, 101, 95, 16, 25], [3, 21, 108, 48, 99, 7, 678, 16, 5, 15], [20, 7, 53, 59, 81, 61, 39, 628, 13, 39], [81, 79, 22, 21, 11, 3, 8, 6, 697, 72], [20, 194, 17, 18, 4, 5, 33, 25, 73, 611]]"
23,23,1,0.52352,0.5514,"[[597, 47, 37, 17, 34, 8, 35, 23, 138, 64], [32, 741, 7, 13, 7, 7, 20, 12, 33, 128], [75, 19, 342, 77, 191, 72, 122, 55, 28, 19], [24, 27, 53, 324, 80, 212, 168, 63, 17, 32], [37, 14, 72, 61, 504, 36, 120, 132, 16, 8], [14, 11, 63, 174, 73, 447, 86, 103, 10, 19], [4, 14, 59, 54, 135, 30, 671, 16, 2, 15], [19, 9, 20, 58, 71, 81, 28, 676, 7, 31], [120, 87, 9, 27, 22, 16, 13, 8, 626, 72], [28, 207, 8, 32, 7, 17, 32, 34, 49, 586]]"
24,24,1,0.52406,0.557,"[[572, 64, 28, 19, 19, 5, 33, 15, 184, 61], [17, 781, 3, 16, 2, 6, 17, 9, 41, 108], [80, 29, 355, 85, 113, 66, 162, 51, 39, 20], [28, 31, 47, 342, 47, 176, 205, 59, 24, 41], [36, 27, 64, 59, 426, 36, 188, 129, 24, 11], [14, 15, 47, 206, 52, 413, 115, 98, 14, 26], [4, 26, 51, 46, 61, 20, 761, 11, 5, 15], [25, 15, 15, 63, 62, 79, 37, 657, 11, 36], [91, 89, 3, 27, 5, 7, 15, 5, 699, 59], [29, 252, 5, 19, 3, 11, 32, 24, 61, 564]]"
25,25,1,0.52818,0.5542,"[[583, 53, 29, 26, 14, 6, 32, 26, 151, 80], [21, 706, 2, 18, 1, 7, 16, 12, 31, 186], [79, 23, 375, 85, 58, 83, 164, 76, 29, 28], [26, 24, 45, 376, 14, 190, 169, 82, 15, 59], [40, 16, 92, 86, 275, 48, 201, 206, 18, 18], [16, 9, 51, 211, 16, 429, 105, 120, 11, 32], [4, 20, 54, 80, 21, 24, 752, 22, 3, 20], [19, 8, 12, 61, 24, 80, 36, 711, 4, 45], [88, 80, 5, 31, 7, 10, 11, 7, 673, 88], [23, 164, 6, 26, 0, 12, 26, 33, 48, 662]]"
26,26,1,0.53396,0.5649,"[[595, 38, 42, 32, 22, 9, 30, 32, 129, 71], [25, 706, 6, 16, 5, 10, 22, 17, 34, 159], [65, 16, 399, 70, 100, 94, 138, 70, 30, 18], [17, 18, 61, 359, 41, 209, 157, 88, 15, 35], [24, 11, 99, 58, 410, 45, 149, 172, 19, 13], [7, 6, 63, 179, 44, 469, 83, 123, 8, 18], [3, 9, 63, 63, 61, 34, 719, 23, 6, 19], [11, 1, 19, 51, 51, 91, 30, 712, 7, 27], [104, 72, 9, 36, 14, 13, 12, 8, 656, 76], [21, 173, 6, 26, 5, 22, 26, 51, 46, 624]]"
27,27,1,0.53802,0.5653,"[[504, 57, 40, 22, 21, 6, 29, 12, 238, 71], [17, 775, 4, 11, 1, 7, 13, 8, 51, 113], [57, 25, 407, 71, 100, 86, 137, 45, 47, 25], [18, 31, 65, 323, 44, 233, 152, 44, 32, 58], [26, 19, 89, 64, 435, 56, 132, 130, 33, 16], [10, 13, 64, 171, 46, 487, 72, 86, 22, 29], [2, 24, 56, 54, 61, 43, 717, 10, 10, 23], [14, 15, 26, 52, 63, 97, 27, 650, 15, 41], [59, 82, 7, 19, 4, 10, 3, 4, 752, 60], [19, 221, 11, 11, 6, 10, 21, 20, 78, 603]]"
28,28,1,0.53752,0.5684,"[[604, 45, 50, 22, 17, 7, 19, 19, 140, 77], [31, 723, 4, 12, 1, 8, 14, 9, 34, 164], [69, 19, 446, 93, 95, 86, 88, 41, 31, 32], [35, 20, 75, 442, 40, 180, 92, 36, 20, 60], [35, 14, 115, 100, 414, 46, 97, 137, 25, 17], [14, 9, 79, 263, 41, 442, 37, 72, 15, 28], [7, 18, 70, 143, 65, 35, 620, 12, 6, 24], [19, 8, 24, 82, 63, 100, 13, 638, 11, 42], [103, 79, 13, 27, 6, 9, 2, 4, 678, 79], [29, 169, 9, 17, 7, 10, 16, 20, 46, 677]]"
29,29,1,0.54398,0.5727,"[[560, 24, 74, 26, 15, 6, 26, 27, 175, 67], [37, 659, 14, 15, 6, 5, 14, 23, 52, 175], [55, 12, 471, 79, 100, 75, 99, 58, 26, 25], [12, 12, 79, 403, 41, 208, 115, 75, 21, 34], [30, 8, 117, 66, 435, 52, 95, 162, 25, 10], [5, 4, 96, 209, 43, 464, 48, 108, 11, 12], [4, 14, 76, 91, 76, 31, 664, 24, 9, 11], [11, 3, 39, 53, 52, 91, 17, 706, 9, 19], [85, 47, 14, 30, 13, 10, 7, 9, 726, 59], [32, 132, 15, 26, 5, 15, 24, 50, 62, 639]]"
30,30,1,0.54874,0.5731,"[[591, 70, 59, 23, 16, 5, 27, 14, 109, 86], [22, 771, 8, 8, 1, 6, 16, 7, 14, 147], [67, 26, 479, 57, 80, 68, 126, 45, 21, 31], [26, 26, 87, 303, 39, 239, 151, 54, 19, 56], [33, 18, 127, 51, 410, 46, 142, 139, 17, 17], [12, 12, 98, 150, 44, 474, 80, 91, 9, 30], [3, 21, 77, 57, 41, 31, 732, 16, 1, 21], [15, 15, 37, 38, 55, 92, 27, 669, 9, 43], [102, 106, 12, 27, 9, 11, 11, 6, 632, 84], [23, 201, 8, 12, 5, 10, 21, 24, 26, 670]]"
31,31,1,0.54892,0.5725,"[[623, 45, 34, 11, 25, 3, 31, 20, 147, 61], [42, 727, 1, 9, 8, 6, 16, 11, 36, 144], [79, 25, 326, 68, 172, 59, 141, 77, 34, 19], [24, 24, 56, 377, 74, 140, 161, 81, 24, 39], [34, 17, 43, 56, 527, 30, 97, 163, 23, 10], [12, 11, 56, 224, 72, 376, 75, 134, 16, 24], [7, 16, 37, 64, 94, 12, 720, 27, 9, 14], [16, 10, 15, 56, 64, 62, 28, 714, 10, 25], [114, 67, 7, 23, 7, 6, 7, 5, 704, 60], [33, 184, 3, 23, 7, 6, 24, 37, 52, 631]]"
32,32,1,0.55174,0.5811,"[[589, 51, 35, 20, 23, 6, 23, 13, 180, 60], [24, 748, 3, 8, 5, 7, 12, 11, 43, 139], [66, 26, 369, 68, 162, 89, 105, 52, 42, 21], [24, 27, 54, 345, 59, 244, 114, 56, 34, 43], [28, 12, 59, 57, 537, 52, 76, 135, 33, 11], [9, 12, 59, 168, 61, 503, 52, 93, 16, 27], [3, 20, 49, 78, 102, 33, 666, 19, 13, 17], [16, 10, 23, 53, 69, 91, 18, 678, 13, 29], [82, 73, 8, 14, 8, 14, 5, 6, 741, 49], [31, 173, 4, 18, 7, 10, 19, 29, 74, 635]]"
33,33,1,0.55806,0.5771,"[[561, 54, 54, 23, 20, 4, 41, 25, 159, 59], [22, 766, 4, 15, 3, 6, 20, 13, 36, 115], [65, 13, 408, 73, 109, 68, 151, 62, 31, 20], [17, 23, 69, 384, 46, 159, 178, 76, 18, 30], [25, 12, 77, 69, 456, 34, 139, 157, 22, 9], [6, 8, 79, 217, 52, 411, 89, 111, 9, 18], [3, 12, 53, 67, 48, 19, 763, 20, 6, 9], [15, 8, 23, 56, 47, 68, 31, 717, 10, 25], [79, 79, 13, 28, 14, 8, 12, 7, 709, 51], [21, 214, 8, 25, 3, 10, 33, 37, 53, 596]]"
34,34,1,0.56274,0.5898,"[[606, 52, 40, 16, 20, 5, 25, 16, 144, 76], [21, 752, 8, 8, 6, 7, 15, 6, 33, 144], [76, 26, 460, 50, 107, 76, 113, 42, 26, 24], [28, 25, 85, 336, 53, 226, 131, 43, 23, 50], [33, 15, 93, 54, 475, 53, 116, 127, 22, 12], [10, 12, 87, 166, 60, 491, 65, 75, 12, 22], [4, 15, 74, 78, 61, 24, 708, 12, 8, 16], [20, 10, 30, 52, 56, 101, 24, 666, 8, 33], [79, 71, 14, 17, 12, 10, 7, 6, 725, 59], [23, 170, 8, 12, 5, 12, 20, 26, 45, 679]]"
35,35,1,0.5651,0.5894,"[[566, 48, 58, 27, 24, 4, 29, 22, 160, 62], [23, 753, 5, 11, 5, 8, 19, 10, 29, 137], [58, 20, 435, 67, 121, 74, 130, 42, 29, 24], [17, 21, 72, 380, 53, 197, 142, 61, 18, 39], [22, 14, 82, 69, 520, 40, 100, 127, 18, 8], [7, 8, 76, 214, 56, 457, 67, 92, 8, 15], [3, 12, 54, 74, 64, 27, 734, 15, 5, 12], [15, 7, 29, 57, 70, 85, 21, 682, 8, 26], [81, 74, 9, 26, 13, 10, 13, 6, 718, 50], [21, 184, 7, 21, 10, 10, 22, 33, 43, 649]]"
36,36,1,0.56156,0.5875,"[[586, 58, 44, 25, 30, 8, 40, 12, 141, 56], [16, 788, 5, 14, 5, 8, 23, 4, 23, 114], [75, 18, 404, 67, 132, 88, 137, 30, 25, 24], [17, 28, 63, 355, 57, 238, 164, 32, 15, 31], [26, 18, 60, 62, 561, 55, 104, 91, 14, 9], [6, 9, 65, 174, 57, 530, 69, 63, 9, 18], [5, 12, 50, 69, 76, 35, 732, 8, 2, 11], [16, 11, 28, 71, 81, 115, 29, 620, 6, 23], [70, 99, 12, 28, 13, 14, 11, 5, 704, 44], [25, 238, 6, 24, 10, 11, 31, 20, 40, 595]]"
37,37,1,0.5653,0.5977,"[[640, 35, 55, 26, 19, 8, 27, 4, 119, 67], [31, 716, 4, 13, 6, 9, 15, 4, 29, 173], [76, 16, 459, 73, 102, 77, 114, 32, 26, 25], [20, 20, 69, 404, 51, 213, 136, 34, 16, 37], [31, 11, 88, 67, 521, 46, 112, 92, 21, 11], [8, 7, 76, 217, 62, 479, 66, 51, 10, 24], [7, 8, 64, 85, 64, 21, 727, 7, 5, 12], [16, 11, 33, 72, 80, 98, 23, 622, 9, 36], [109, 61, 13, 32, 6, 11, 8, 4, 703, 53], [33, 130, 14, 24, 6, 9, 18, 19, 41, 706]]"
38,38,1,0.57046,0.5956,"[[591, 46, 46, 19, 23, 4, 39, 19, 163, 50], [30, 748, 4, 13, 4, 7, 24, 9, 28, 133], [67, 19, 427, 62, 119, 63, 148, 47, 28, 20], [19, 23, 70, 364, 60, 181, 185, 49, 17, 32], [23, 10, 73, 58, 529, 40, 117, 124, 18, 8], [9, 7, 74, 199, 70, 450, 84, 81, 11, 15], [5, 10, 49, 50, 56, 21, 783, 12, 5, 9], [13, 8, 28, 51, 69, 76, 33, 690, 9, 23], [75, 70, 11, 23, 11, 11, 14, 8, 732, 45], [21, 170, 8, 29, 8, 7, 34, 36, 45, 642]]"
39,39,1,0.5702,0.5925,"[[623, 68, 25, 6, 17, 7, 32, 10, 140, 72], [18, 784, 2, 5, 2, 6, 15, 7, 22, 139], [82, 25, 338, 64, 126, 88, 159, 53, 31, 34], [29, 35, 45, 337, 41, 208, 156, 62, 25, 62], [30, 15, 47, 59, 477, 52, 129, 153, 23, 15], [16, 14, 43, 180, 41, 483, 70, 103, 15, 35], [5, 18, 35, 62, 46, 30, 753, 19, 9, 23], [18, 19, 18, 51, 43, 74, 28, 700, 8, 41], [86, 87, 9, 14, 5, 5, 8, 5, 726, 55], [22, 174, 5, 11, 6, 8, 14, 20, 36, 704]]"
40,40,1,0.56886,0.5951,"[[618, 68, 40, 24, 16, 11, 30, 11, 101, 81], [11, 785, 1, 10, 2, 11, 20, 5, 12, 143], [70, 26, 387, 111, 89, 77, 149, 41, 22, 28], [22, 28, 56, 471, 32, 165, 129, 44, 13, 40], [22, 15, 62, 94, 446, 42, 159, 132, 15, 13], [11, 8, 49, 282, 34, 457, 68, 61, 7, 23], [5, 15, 42, 99, 26, 19, 764, 11, 4, 15], [12, 15, 22, 78, 45, 87, 32, 671, 5, 33], [86, 107, 13, 36, 9, 9, 11, 3, 662, 64], [21, 179, 6, 23, 5, 9, 18, 20, 29, 690]]"
41,41,1,0.57294,0.6024,"[[665, 64, 33, 7, 11, 4, 20, 7, 132, 57], [23, 820, 2, 4, 1, 4, 15, 2, 19, 110], [98, 32, 505, 48, 53, 75, 98, 31, 37, 23], [42, 38, 86, 346, 35, 204, 124, 38, 29, 58], [49, 22, 146, 56, 418, 46, 113, 115, 24, 11], [19, 24, 92, 153, 45, 498, 62, 55, 15, 37], [8, 33, 77, 53, 24, 24, 738, 12, 10, 21], [24, 24, 41, 48, 51, 90, 25, 648, 11, 38], [86, 95, 8, 12, 3, 5, 7, 4, 736, 44], [29, 217, 7, 11, 4, 8, 15, 14, 45, 650]]"
42,42,1,0.57436,0.6091,"[[655, 34, 54, 12, 19, 4, 33, 11, 133, 45], [40, 785, 6, 12, 4, 7, 13, 4, 35, 94], [75, 19, 521, 63, 85, 52, 102, 39, 30, 14], [27, 24, 88, 406, 63, 158, 146, 36, 25, 27], [30, 14, 121, 79, 522, 24, 90, 95, 19, 6], [12, 15, 94, 223, 68, 450, 61, 54, 9, 14], [7, 13, 73, 65, 52, 23, 741, 11, 8, 7], [19, 9, 38, 69, 75, 73, 28, 657, 10, 22], [84, 62, 16, 21, 9, 4, 9, 6, 756, 33], [33, 220, 14, 24, 9, 8, 21, 27, 46, 598]]"
