,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,25,0.4332,0.4672,"[[504, 73, 40, 17, 44, 9, 27, 29, 176, 81], [31, 660, 8, 17, 18, 11, 17, 19, 61, 158], [72, 24, 267, 77, 191, 113, 136, 65, 25, 30], [25, 35, 66, 226, 80, 238, 202, 49, 16, 63], [42, 25, 83, 53, 434, 48, 159, 105, 27, 24], [15, 13, 69, 159, 70, 411, 138, 72, 15, 38], [5, 19, 38, 57, 175, 44, 605, 14, 6, 37], [30, 21, 36, 67, 74, 113, 72, 499, 28, 60], [129, 109, 20, 15, 28, 37, 15, 12, 543, 92], [17, 252, 5, 32, 19, 19, 29, 26, 78, 523]]"
11,11,25,0.43358,0.4638,"[[527, 92, 38, 14, 53, 9, 27, 34, 144, 62], [32, 692, 9, 13, 15, 9, 15, 25, 61, 129], [74, 27, 232, 78, 230, 104, 137, 69, 22, 27], [28, 47, 67, 229, 92, 206, 214, 55, 14, 48], [46, 29, 64, 51, 462, 39, 168, 99, 27, 15], [21, 18, 53, 173, 83, 391, 135, 77, 17, 32], [7, 25, 35, 58, 157, 38, 622, 17, 8, 33], [28, 28, 38, 68, 87, 83, 75, 520, 24, 49], [156, 118, 23, 16, 37, 26, 15, 17, 522, 70], [27, 302, 6, 28, 22, 19, 32, 38, 85, 441]]"
12,12,25,0.43984,0.4717,"[[524, 82, 43, 15, 50, 10, 30, 33, 137, 76], [31, 637, 10, 15, 11, 9, 19, 27, 60, 181], [69, 24, 277, 87, 178, 103, 133, 77, 23, 29], [29, 38, 62, 248, 70, 205, 219, 55, 15, 59], [40, 23, 76, 56, 408, 45, 187, 115, 24, 26], [15, 16, 55, 186, 62, 399, 144, 72, 15, 36], [5, 18, 35, 62, 137, 42, 643, 22, 4, 32], [26, 25, 38, 69, 73, 87, 76, 524, 22, 60], [134, 98, 24, 22, 34, 26, 19, 16, 536, 91], [24, 236, 10, 34, 18, 18, 30, 33, 76, 521]]"
13,13,25,0.44012,0.4711,"[[556, 76, 39, 13, 44, 5, 35, 31, 138, 63], [43, 666, 13, 14, 10, 9, 17, 30, 57, 141], [79, 29, 276, 92, 145, 82, 172, 75, 24, 26], [35, 46, 65, 265, 71, 162, 239, 53, 15, 49], [48, 26, 78, 62, 375, 43, 227, 100, 23, 18], [22, 18, 64, 199, 57, 354, 163, 73, 16, 34], [11, 15, 38, 61, 102, 29, 686, 20, 7, 31], [32, 28, 42, 73, 70, 74, 83, 520, 25, 53], [139, 101, 20, 19, 30, 19, 23, 16, 557, 76], [29, 272, 9, 31, 19, 15, 38, 46, 85, 456]]"
14,14,25,0.44488,0.48,"[[549, 68, 34, 10, 46, 10, 28, 25, 153, 77], [43, 655, 13, 17, 10, 11, 11, 24, 59, 157], [75, 27, 292, 70, 164, 111, 138, 70, 26, 27], [40, 44, 73, 236, 67, 212, 195, 55, 16, 62], [40, 25, 84, 63, 406, 57, 171, 103, 28, 23], [25, 13, 56, 154, 78, 436, 111, 71, 18, 38], [14, 19, 43, 66, 117, 35, 646, 20, 9, 31], [37, 29, 39, 66, 82, 95, 65, 509, 19, 59], [126, 96, 18, 21, 28, 26, 18, 12, 573, 82], [31, 249, 9, 33, 17, 23, 25, 32, 83, 498]]"
15,15,25,0.44314,0.475,"[[553, 73, 32, 9, 36, 9, 33, 23, 149, 83], [42, 652, 6, 12, 11, 11, 12, 23, 60, 171], [75, 32, 263, 69, 167, 92, 167, 77, 27, 31], [38, 49, 63, 216, 73, 192, 223, 58, 17, 71], [48, 26, 67, 43, 401, 51, 207, 103, 26, 28], [25, 17, 54, 129, 77, 409, 148, 73, 19, 49], [10, 17, 32, 50, 117, 30, 680, 17, 9, 38], [41, 26, 35, 51, 91, 92, 68, 496, 27, 73], [150, 97, 16, 12, 25, 24, 22, 14, 559, 81], [31, 255, 8, 17, 14, 18, 28, 28, 80, 521]]"
16,16,25,0.44422,0.4721,"[[529, 89, 32, 13, 48, 8, 31, 24, 152, 74], [38, 652, 7, 18, 12, 11, 10, 24, 53, 175], [77, 31, 282, 82, 172, 103, 131, 67, 25, 30], [39, 46, 68, 258, 71, 193, 206, 51, 14, 54], [40, 26, 85, 53, 393, 59, 188, 105, 27, 24], [24, 18, 75, 164, 72, 395, 120, 75, 19, 38], [10, 21, 39, 68, 115, 35, 654, 18, 5, 35], [40, 26, 40, 62, 91, 98, 65, 494, 24, 60], [133, 104, 23, 24, 25, 18, 20, 16, 563, 74], [24, 262, 10, 31, 18, 20, 25, 30, 79, 501]]"
17,17,25,0.44634,0.4741,"[[518, 76, 34, 17, 42, 12, 34, 22, 170, 75], [29, 634, 12, 19, 13, 10, 8, 25, 58, 192], [74, 26, 306, 92, 135, 96, 154, 59, 26, 32], [37, 36, 72, 279, 65, 184, 193, 53, 20, 61], [37, 25, 118, 60, 362, 59, 180, 97, 37, 25], [23, 16, 70, 180, 66, 406, 116, 68, 20, 35], [8, 16, 46, 65, 118, 34, 655, 15, 5, 38], [33, 23, 40, 66, 91, 108, 68, 474, 26, 71], [110, 87, 22, 23, 30, 23, 16, 13, 594, 82], [22, 250, 12, 24, 14, 19, 27, 29, 90, 513]]"
18,18,25,0.4476,0.4715,"[[516, 74, 40, 20, 42, 8, 34, 30, 150, 86], [29, 637, 10, 23, 15, 12, 9, 19, 61, 185], [67, 25, 327, 89, 136, 88, 136, 71, 28, 33], [31, 40, 83, 293, 67, 162, 197, 47, 17, 63], [34, 26, 119, 53, 345, 65, 195, 107, 32, 24], [19, 17, 80, 196, 67, 381, 115, 70, 14, 41], [7, 15, 56, 79, 99, 34, 644, 23, 6, 37], [32, 26, 40, 68, 85, 93, 74, 490, 22, 70], [121, 83, 25, 21, 30, 28, 20, 16, 575, 81], [27, 259, 14, 26, 11, 19, 27, 32, 78, 507]]"
19,19,25,0.44538,0.4741,"[[572, 59, 31, 13, 38, 14, 28, 20, 166, 59], [49, 607, 10, 21, 18, 12, 12, 23, 76, 172], [88, 24, 282, 72, 138, 90, 170, 72, 30, 34], [43, 37, 58, 284, 63, 173, 207, 53, 24, 58], [47, 23, 81, 56, 362, 55, 203, 112, 36, 25], [26, 11, 68, 184, 69, 375, 129, 78, 21, 39], [11, 16, 33, 72, 98, 36, 671, 21, 8, 34], [40, 28, 42, 67, 76, 95, 70, 491, 26, 65], [141, 74, 28, 18, 27, 18, 21, 13, 595, 65], [44, 246, 8, 21, 12, 22, 28, 23, 94, 502]]"
20,20,25,0.44666,0.4741,"[[539, 63, 34, 18, 39, 11, 30, 27, 175, 64], [42, 603, 7, 24, 17, 14, 7, 27, 64, 195], [79, 22, 292, 84, 138, 90, 162, 70, 29, 34], [39, 37, 56, 296, 68, 183, 190, 60, 15, 56], [38, 24, 93, 55, 356, 59, 191, 124, 36, 24], [22, 10, 61, 193, 80, 390, 110, 86, 17, 31], [11, 10, 35, 94, 90, 36, 642, 36, 7, 39], [42, 20, 34, 71, 84, 96, 60, 507, 22, 64], [112, 86, 16, 26, 30, 23, 20, 16, 597, 74], [33, 229, 12, 28, 15, 24, 24, 32, 84, 519]]"
21,21,25,0.44742,0.4761,"[[555, 75, 37, 13, 41, 12, 33, 25, 139, 70], [41, 661, 11, 22, 15, 11, 9, 18, 51, 161], [81, 24, 302, 86, 148, 86, 137, 77, 26, 33], [39, 39, 65, 309, 71, 154, 186, 60, 17, 60], [40, 29, 97, 51, 379, 56, 172, 120, 31, 25], [23, 11, 73, 202, 76, 354, 120, 89, 18, 34], [10, 12, 42, 76, 115, 30, 643, 28, 8, 36], [35, 31, 36, 61, 89, 84, 64, 522, 19, 59], [145, 97, 21, 20, 35, 17, 20, 18, 554, 73], [37, 276, 11, 25, 15, 20, 20, 37, 77, 482]]"
22,22,25,0.44984,0.4736,"[[534, 72, 34, 15, 36, 12, 33, 33, 173, 58], [38, 639, 10, 22, 17, 15, 10, 23, 59, 167], [77, 22, 315, 77, 130, 91, 156, 69, 29, 34], [46, 34, 68, 264, 64, 180, 212, 59, 17, 56], [40, 20, 121, 47, 343, 66, 192, 111, 38, 22], [25, 13, 76, 173, 68, 377, 127, 89, 17, 35], [12, 10, 43, 59, 101, 36, 673, 26, 8, 32], [39, 25, 35, 48, 85, 103, 69, 509, 26, 61], [108, 95, 14, 19, 31, 26, 21, 17, 599, 70], [38, 258, 13, 19, 11, 28, 25, 33, 92, 483]]"
23,23,25,0.44632,0.4784,"[[551, 73, 36, 17, 35, 14, 33, 26, 142, 73], [41, 642, 6, 17, 15, 13, 8, 21, 55, 182], [79, 26, 300, 91, 120, 101, 144, 75, 30, 34], [45, 39, 58, 290, 66, 178, 194, 55, 17, 58], [42, 28, 124, 48, 338, 72, 179, 113, 33, 23], [25, 13, 69, 178, 65, 383, 124, 85, 20, 38], [12, 12, 37, 66, 91, 40, 666, 32, 6, 38], [50, 31, 29, 59, 73, 106, 55, 517, 22, 58], [137, 96, 15, 20, 25, 22, 20, 15, 575, 75], [35, 241, 10, 18, 10, 29, 27, 29, 79, 522]]"
24,24,25,0.45302,0.476,"[[505, 51, 42, 21, 35, 14, 32, 41, 169, 90], [35, 570, 9, 20, 14, 16, 14, 28, 68, 226], [66, 19, 325, 86, 120, 91, 160, 72, 26, 35], [43, 28, 64, 286, 61, 178, 201, 70, 14, 55], [34, 19, 131, 48, 336, 66, 189, 117, 37, 23], [22, 7, 71, 196, 56, 397, 112, 86, 19, 34], [12, 10, 44, 75, 84, 39, 671, 25, 7, 33], [27, 18, 38, 62, 74, 100, 62, 532, 24, 63], [108, 69, 21, 21, 29, 25, 23, 19, 586, 99], [31, 200, 12, 21, 12, 28, 26, 34, 84, 552]]"
25,25,25,0.45336,0.4754,"[[534, 62, 41, 20, 31, 13, 33, 28, 154, 84], [38, 603, 6, 24, 12, 13, 11, 20, 65, 208], [74, 26, 324, 104, 128, 77, 137, 65, 29, 36], [35, 41, 59, 333, 68, 141, 179, 57, 18, 69], [49, 26, 115, 66, 363, 54, 160, 114, 27, 26], [22, 17, 68, 233, 67, 351, 99, 87, 16, 40], [12, 19, 41, 96, 96, 34, 624, 33, 10, 35], [37, 35, 29, 75, 80, 95, 56, 507, 22, 64], [124, 88, 18, 27, 23, 20, 17, 16, 563, 104], [35, 217, 10, 20, 9, 25, 24, 34, 74, 552]]"
26,26,25,0.4541,0.4756,"[[528, 69, 44, 23, 31, 13, 31, 30, 164, 67], [43, 641, 3, 22, 11, 16, 11, 21, 56, 176], [78, 24, 305, 110, 113, 93, 145, 69, 28, 35], [37, 36, 57, 334, 66, 162, 174, 57, 17, 60], [44, 26, 111, 67, 319, 61, 184, 134, 28, 26], [26, 11, 70, 222, 58, 366, 99, 96, 15, 37], [14, 17, 39, 106, 81, 42, 629, 32, 8, 32], [44, 30, 30, 61, 59, 101, 54, 534, 20, 67], [120, 93, 13, 26, 29, 20, 21, 18, 581, 79], [38, 230, 10, 23, 8, 25, 29, 36, 82, 519]]"
27,27,25,0.45824,0.475,"[[545, 76, 40, 25, 37, 14, 24, 29, 141, 69], [35, 666, 4, 23, 14, 14, 8, 21, 45, 170], [73, 24, 310, 93, 137, 101, 139, 61, 28, 34], [40, 42, 49, 306, 74, 187, 171, 61, 20, 50], [45, 26, 122, 57, 361, 63, 166, 110, 29, 21], [24, 15, 58, 211, 64, 397, 98, 83, 16, 34], [14, 16, 42, 100, 106, 42, 615, 27, 9, 29], [40, 30, 27, 71, 74, 105, 60, 515, 18, 60], [132, 108, 16, 26, 31, 22, 21, 18, 543, 83], [46, 268, 9, 25, 11, 25, 25, 29, 70, 492]]"
28,28,25,0.45114,0.4714,"[[513, 67, 41, 19, 44, 13, 36, 37, 161, 69], [35, 637, 3, 18, 17, 17, 15, 22, 59, 177], [70, 21, 327, 77, 120, 104, 154, 70, 22, 35], [34, 37, 61, 288, 75, 163, 216, 62, 15, 49], [38, 20, 136, 54, 321, 51, 199, 129, 30, 22], [21, 12, 72, 208, 62, 368, 123, 90, 17, 27], [12, 12, 51, 81, 89, 29, 665, 27, 8, 26], [34, 33, 33, 64, 72, 95, 69, 527, 19, 54], [115, 91, 14, 27, 38, 22, 18, 19, 557, 99], [28, 235, 14, 24, 11, 31, 30, 34, 82, 511]]"
29,29,25,0.45262,0.4746,"[[554, 54, 43, 18, 42, 10, 30, 29, 153, 67], [45, 617, 6, 24, 15, 20, 12, 25, 52, 184], [82, 20, 337, 60, 140, 96, 143, 61, 24, 37], [43, 30, 73, 257, 78, 180, 221, 54, 16, 48], [48, 20, 132, 45, 353, 42, 190, 118, 30, 22], [24, 8, 79, 160, 73, 378, 138, 83, 19, 38], [16, 11, 47, 57, 102, 27, 674, 29, 8, 29], [47, 23, 39, 63, 80, 95, 63, 520, 23, 47], [137, 97, 17, 26, 30, 24, 19, 20, 547, 83], [46, 209, 12, 23, 16, 28, 34, 47, 76, 509]]"
30,30,25,0.45248,0.4708,"[[508, 63, 39, 19, 42, 14, 36, 31, 174, 74], [33, 624, 5, 25, 10, 17, 14, 24, 56, 192], [71, 18, 314, 81, 137, 90, 160, 67, 24, 38], [35, 34, 53, 279, 81, 169, 218, 60, 16, 55], [43, 21, 103, 48, 335, 53, 209, 132, 32, 24], [22, 11, 64, 196, 72, 359, 135, 91, 18, 32], [11, 12, 34, 77, 99, 28, 665, 32, 8, 34], [43, 23, 26, 64, 76, 93, 67, 528, 21, 59], [105, 100, 14, 28, 40, 23, 19, 17, 560, 94], [35, 209, 13, 24, 14, 27, 33, 33, 76, 536]]"
31,31,25,0.45242,0.4754,"[[529, 67, 24, 15, 41, 16, 29, 28, 173, 78], [36, 630, 5, 15, 11, 15, 14, 20, 54, 200], [79, 22, 299, 72, 135, 112, 145, 65, 27, 44], [40, 36, 50, 271, 64, 197, 212, 56, 20, 54], [49, 21, 119, 39, 335, 62, 197, 111, 39, 28], [27, 18, 56, 186, 54, 393, 131, 80, 16, 39], [13, 14, 38, 60, 86, 47, 664, 33, 11, 34], [41, 30, 30, 53, 72, 110, 66, 510, 25, 63], [118, 101, 13, 20, 28, 22, 15, 15, 573, 95], [35, 202, 13, 19, 12, 30, 27, 27, 85, 550]]"
32,32,25,0.4538,0.4722,"[[528, 74, 33, 17, 34, 13, 26, 34, 175, 66], [32, 657, 3, 16, 12, 15, 10, 22, 56, 177], [80, 25, 338, 85, 121, 82, 125, 80, 20, 44], [37, 47, 60, 306, 68, 153, 187, 61, 22, 59], [51, 27, 135, 60, 313, 51, 177, 130, 32, 24], [28, 25, 77, 213, 55, 328, 125, 89, 20, 40], [12, 17, 51, 86, 84, 32, 635, 35, 13, 35], [42, 35, 36, 64, 62, 93, 58, 535, 22, 53], [119, 111, 18, 26, 26, 17, 12, 14, 575, 82], [35, 238, 11, 21, 8, 29, 24, 36, 91, 507]]"
33,33,25,0.4563,0.4738,"[[522, 53, 39, 18, 32, 17, 31, 39, 179, 70], [38, 599, 4, 19, 12, 18, 10, 30, 60, 210], [78, 19, 327, 86, 116, 115, 127, 75, 21, 36], [29, 35, 56, 282, 61, 201, 193, 68, 20, 55], [48, 20, 152, 52, 318, 59, 180, 126, 26, 19], [21, 11, 67, 173, 49, 409, 124, 91, 18, 37], [11, 13, 54, 85, 88, 46, 635, 29, 7, 32], [35, 24, 34, 62, 73, 111, 61, 525, 19, 56], [112, 95, 21, 21, 29, 32, 18, 19, 570, 83], [45, 183, 15, 29, 6, 30, 29, 34, 78, 551]]"
34,34,25,0.45516,0.4788,"[[510, 69, 35, 20, 37, 16, 28, 29, 190, 66], [32, 637, 3, 14, 15, 17, 10, 19, 62, 191], [77, 22, 335, 103, 130, 92, 124, 51, 24, 42], [38, 39, 64, 320, 62, 167, 164, 59, 24, 63], [46, 28, 155, 51, 350, 62, 146, 99, 40, 23], [26, 20, 69, 197, 58, 369, 120, 77, 21, 43], [13, 18, 65, 85, 96, 44, 609, 23, 10, 37], [38, 31, 31, 67, 84, 103, 56, 499, 23, 68], [98, 97, 10, 25, 30, 20, 12, 13, 602, 93], [31, 213, 13, 12, 10, 24, 24, 26, 90, 557]]"
35,35,25,0.45084,0.478,"[[500, 69, 40, 22, 40, 14, 34, 38, 172, 71], [30, 625, 5, 17, 17, 16, 12, 29, 59, 190], [63, 20, 331, 82, 118, 99, 144, 87, 23, 33], [29, 36, 51, 285, 75, 171, 215, 71, 22, 45], [45, 23, 133, 41, 358, 51, 178, 121, 32, 18], [21, 12, 61, 183, 66, 348, 140, 113, 21, 35], [10, 15, 48, 54, 91, 31, 673, 38, 8, 32], [32, 25, 32, 62, 75, 86, 73, 541, 20, 54], [99, 104, 21, 22, 36, 18, 24, 18, 570, 88], [36, 199, 12, 27, 9, 27, 32, 30, 79, 549]]"
36,36,25,0.45306,0.4749,"[[521, 62, 39, 16, 29, 12, 33, 31, 180, 77], [36, 612, 4, 16, 12, 15, 9, 18, 68, 210], [85, 20, 309, 97, 130, 72, 155, 65, 25, 42], [40, 40, 54, 304, 58, 147, 220, 62, 20, 55], [53, 25, 136, 53, 330, 47, 191, 104, 38, 23], [23, 13, 63, 211, 50, 334, 145, 93, 21, 47], [12, 20, 40, 69, 79, 33, 678, 28, 12, 29], [49, 29, 36, 69, 70, 91, 76, 496, 21, 63], [107, 94, 14, 23, 24, 26, 15, 12, 592, 93], [28, 191, 11, 22, 9, 19, 29, 28, 90, 573]]"
37,37,25,0.45506,0.4713,"[[523, 63, 38, 18, 42, 15, 29, 44, 158, 70], [43, 604, 3, 19, 12, 19, 8, 19, 56, 217], [74, 19, 305, 89, 137, 92, 141, 81, 25, 37], [39, 41, 43, 294, 73, 168, 193, 69, 25, 55], [49, 26, 130, 44, 343, 54, 181, 116, 33, 24], [23, 14, 57, 222, 65, 348, 122, 92, 17, 40], [14, 15, 43, 63, 103, 38, 646, 39, 9, 30], [38, 25, 28, 64, 90, 92, 58, 524, 22, 59], [121, 98, 13, 21, 32, 24, 19, 20, 561, 91], [40, 198, 12, 16, 9, 22, 26, 31, 81, 565]]"
38,38,25,0.4543,0.4739,"[[554, 62, 36, 18, 44, 11, 29, 39, 144, 63], [50, 660, 4, 19, 15, 17, 11, 25, 54, 145], [81, 18, 328, 80, 148, 85, 136, 73, 21, 30], [42, 41, 58, 278, 69, 185, 199, 69, 20, 39], [50, 24, 134, 39, 369, 54, 170, 120, 27, 13], [25, 15, 65, 195, 63, 359, 130, 99, 14, 35], [11, 14, 49, 64, 110, 40, 637, 39, 8, 28], [39, 26, 31, 66, 76, 92, 65, 538, 22, 45], [141, 114, 19, 24, 29, 18, 23, 24, 540, 68], [47, 246, 14, 23, 7, 28, 29, 46, 84, 476]]"
39,39,25,0.4525,0.4757,"[[554, 61, 32, 17, 35, 14, 28, 40, 146, 73], [51, 595, 4, 15, 16, 19, 11, 25, 51, 213], [84, 21, 304, 83, 135, 86, 143, 79, 19, 46], [43, 36, 56, 294, 64, 171, 179, 68, 23, 66], [51, 19, 126, 47, 357, 50, 174, 118, 28, 30], [24, 18, 55, 196, 61, 360, 124, 103, 17, 42], [16, 13, 45, 65, 84, 45, 644, 38, 11, 39], [34, 20, 24, 61, 72, 98, 62, 539, 22, 68], [134, 100, 18, 22, 28, 19, 17, 18, 543, 101], [45, 196, 12, 14, 7, 24, 28, 36, 71, 567]]"
40,40,25,0.4562,0.476,"[[539, 57, 40, 20, 34, 17, 27, 39, 153, 74], [49, 600, 3, 21, 13, 20, 12, 20, 59, 203], [81, 23, 298, 89, 137, 94, 139, 77, 20, 42], [37, 39, 56, 317, 66, 176, 177, 63, 20, 49], [49, 22, 122, 53, 355, 59, 167, 122, 28, 23], [20, 16, 59, 213, 53, 364, 130, 85, 15, 45], [13, 15, 42, 69, 88, 49, 639, 41, 8, 36], [26, 25, 29, 65, 68, 98, 64, 542, 21, 62], [135, 93, 12, 23, 28, 18, 16, 18, 558, 99], [42, 207, 13, 26, 5, 20, 33, 33, 73, 548]]"
41,41,25,0.45554,0.4755,"[[487, 64, 36, 22, 44, 14, 28, 38, 184, 83], [38, 602, 7, 20, 11, 17, 13, 25, 66, 201], [67, 20, 325, 85, 129, 90, 142, 77, 23, 42], [33, 29, 64, 300, 65, 176, 199, 57, 24, 53], [40, 19, 141, 50, 348, 55, 167, 120, 39, 21], [24, 13, 73, 204, 58, 360, 126, 84, 19, 39], [10, 10, 43, 71, 91, 43, 653, 41, 9, 29], [24, 23, 34, 61, 76, 102, 65, 527, 26, 62], [81, 94, 18, 21, 31, 23, 16, 15, 601, 100], [30, 200, 13, 29, 8, 19, 34, 36, 79, 552]]"
42,42,25,0.45556,0.4718,"[[525, 60, 33, 19, 37, 12, 29, 46, 162, 77], [48, 583, 6, 24, 15, 17, 15, 26, 52, 214], [83, 19, 288, 98, 146, 86, 135, 86, 19, 40], [38, 34, 54, 291, 65, 178, 193, 71, 24, 52], [43, 24, 117, 51, 369, 54, 159, 130, 32, 21], [25, 14, 60, 200, 60, 355, 125, 107, 18, 36], [14, 12, 41, 67, 101, 41, 636, 45, 12, 31], [32, 26, 24, 61, 71, 88, 64, 554, 23, 57], [116, 102, 16, 20, 26, 21, 16, 22, 568, 93], [38, 189, 13, 25, 10, 22, 24, 50, 80, 549]]"
