,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,10,0.5298,0.5594,"[[568, 44, 48, 22, 26, 8, 45, 23, 173, 43], [21, 722, 10, 10, 7, 10, 26, 9, 74, 111], [61, 20, 407, 60, 124, 79, 163, 36, 29, 21], [27, 21, 72, 298, 55, 224, 213, 28, 28, 34], [37, 10, 88, 43, 489, 50, 160, 82, 31, 10], [10, 12, 74, 151, 63, 499, 106, 55, 15, 15], [1, 11, 48, 42, 89, 27, 756, 10, 6, 10], [20, 10, 31, 49, 95, 104, 46, 598, 10, 37], [89, 51, 14, 17, 23, 17, 22, 2, 720, 45], [36, 215, 16, 30, 7, 17, 49, 25, 68, 537]]"
11,11,10,0.53488,0.5617,"[[571, 55, 42, 20, 27, 10, 44, 19, 166, 46], [25, 757, 6, 8, 7, 9, 19, 6, 64, 99], [71, 23, 401, 68, 110, 66, 175, 38, 28, 20], [21, 22, 69, 316, 54, 199, 219, 34, 32, 34], [36, 10, 91, 44, 466, 44, 169, 93, 34, 13], [12, 12, 68, 171, 60, 454, 124, 68, 17, 14], [3, 13, 45, 43, 80, 20, 768, 11, 7, 10], [18, 11, 34, 51, 84, 90, 48, 614, 10, 40], [85, 59, 11, 22, 18, 13, 18, 4, 728, 42], [36, 229, 12, 29, 6, 16, 42, 22, 66, 542]]"
12,12,10,0.54424,0.5712,"[[547, 52, 50, 18, 33, 11, 43, 28, 164, 54], [21, 730, 10, 8, 7, 9, 20, 10, 55, 130], [59, 18, 397, 65, 118, 74, 173, 46, 29, 21], [18, 18, 62, 332, 51, 203, 210, 43, 29, 34], [33, 9, 81, 50, 471, 43, 165, 105, 32, 11], [9, 9, 64, 160, 62, 481, 109, 75, 15, 16], [1, 9, 42, 41, 71, 21, 779, 17, 7, 12], [14, 8, 17, 50, 76, 90, 42, 659, 8, 36], [76, 59, 9, 24, 19, 13, 21, 6, 717, 56], [32, 186, 14, 28, 7, 16, 37, 27, 54, 599]]"
13,13,10,0.54568,0.5744,"[[558, 57, 42, 22, 31, 12, 35, 15, 174, 54], [24, 733, 7, 8, 8, 7, 16, 7, 74, 116], [66, 18, 421, 61, 110, 70, 164, 42, 30, 18], [24, 18, 60, 346, 51, 217, 196, 31, 26, 31], [34, 9, 89, 56, 464, 42, 164, 96, 33, 13], [12, 11, 66, 173, 55, 487, 104, 62, 17, 13], [2, 9, 38, 44, 67, 25, 781, 15, 8, 11], [16, 7, 26, 60, 82, 86, 42, 638, 9, 34], [69, 53, 12, 24, 18, 13, 20, 3, 742, 46], [31, 194, 12, 31, 9, 17, 40, 24, 68, 574]]"
14,14,10,0.55432,0.5777,"[[621, 54, 36, 22, 27, 11, 38, 12, 130, 49], [35, 742, 9, 7, 6, 8, 18, 7, 49, 119], [83, 22, 388, 58, 115, 93, 155, 40, 27, 19], [29, 20, 53, 336, 49, 244, 182, 27, 28, 32], [39, 9, 74, 54, 462, 61, 165, 85, 33, 18], [15, 10, 52, 153, 52, 540, 97, 48, 19, 14], [4, 14, 36, 43, 69, 32, 766, 12, 11, 13], [19, 6, 27, 51, 73, 106, 36, 626, 10, 46], [100, 56, 10, 24, 12, 20, 11, 2, 716, 49], [47, 194, 12, 28, 5, 21, 33, 19, 61, 580]]"
15,15,10,0.5614,0.584,"[[577, 57, 52, 17, 34, 10, 33, 15, 150, 55], [26, 745, 10, 7, 7, 6, 17, 8, 52, 122], [61, 16, 435, 50, 124, 83, 146, 40, 27, 18], [24, 22, 68, 316, 55, 221, 198, 38, 26, 32], [31, 8, 89, 41, 496, 44, 149, 96, 33, 13], [13, 8, 77, 140, 52, 522, 96, 59, 19, 14], [1, 9, 43, 37, 86, 31, 761, 14, 8, 10], [16, 6, 23, 46, 85, 87, 36, 654, 11, 36], [73, 53, 14, 20, 19, 16, 17, 4, 736, 48], [33, 185, 17, 25, 7, 19, 31, 21, 64, 598]]"
16,16,10,0.56268,0.5896,"[[586, 52, 51, 18, 36, 9, 35, 12, 148, 53], [22, 745, 6, 7, 9, 4, 16, 8, 60, 123], [63, 17, 420, 53, 113, 80, 160, 45, 31, 18], [21, 21, 61, 349, 57, 201, 194, 34, 31, 31], [30, 8, 79, 45, 496, 45, 153, 98, 31, 15], [12, 9, 65, 155, 51, 516, 104, 54, 19, 15], [2, 10, 42, 42, 72, 27, 773, 13, 6, 13], [17, 6, 24, 51, 75, 85, 35, 658, 10, 39], [76, 51, 11, 22, 17, 13, 18, 4, 742, 46], [32, 182, 14, 29, 8, 15, 28, 21, 60, 611]]"
17,17,10,0.56664,0.59,"[[621, 44, 47, 17, 33, 12, 30, 16, 134, 46], [35, 738, 8, 12, 7, 6, 16, 10, 64, 104], [74, 15, 431, 54, 113, 76, 145, 45, 30, 17], [28, 21, 67, 363, 55, 197, 173, 37, 33, 26], [38, 6, 77, 50, 508, 46, 134, 97, 30, 14], [16, 7, 65, 177, 53, 499, 96, 54, 18, 15], [3, 13, 43, 48, 77, 31, 750, 11, 10, 14], [22, 7, 23, 48, 83, 79, 32, 668, 6, 32], [95, 47, 11, 20, 12, 13, 17, 6, 739, 40], [42, 183, 18, 23, 11, 20, 29, 22, 69, 583]]"
18,18,10,0.57434,0.5969,"[[618, 38, 43, 20, 36, 10, 32, 12, 136, 55], [25, 729, 11, 11, 7, 6, 16, 10, 59, 126], [64, 10, 417, 65, 125, 83, 144, 46, 28, 18], [26, 16, 56, 366, 62, 200, 173, 40, 29, 32], [30, 4, 77, 51, 521, 43, 140, 91, 31, 12], [15, 6, 65, 174, 55, 509, 89, 55, 18, 14], [1, 9, 38, 54, 70, 27, 767, 12, 8, 14], [22, 7, 24, 44, 84, 82, 31, 665, 8, 33], [80, 46, 16, 23, 11, 15, 14, 4, 749, 42], [32, 161, 16, 24, 11, 15, 27, 24, 62, 628]]"
19,19,10,0.5757,0.5967,"[[615, 45, 37, 22, 36, 10, 28, 14, 139, 54], [19, 764, 7, 9, 5, 6, 16, 6, 49, 119], [72, 19, 414, 53, 114, 90, 140, 45, 32, 21], [27, 22, 54, 354, 53, 227, 154, 34, 32, 43], [30, 9, 73, 53, 506, 49, 137, 94, 31, 18], [16, 6, 62, 165, 53, 532, 79, 51, 17, 19], [3, 12, 41, 51, 64, 39, 751, 13, 9, 17], [21, 8, 26, 42, 77, 88, 26, 663, 6, 43], [80, 56, 11, 20, 11, 16, 13, 4, 738, 51], [33, 178, 16, 18, 8, 16, 25, 19, 57, 630]]"
20,20,10,0.57976,0.6032,"[[607, 45, 44, 18, 31, 10, 34, 10, 142, 59], [16, 748, 10, 12, 4, 3, 15, 6, 47, 139], [68, 17, 430, 58, 105, 70, 149, 49, 28, 26], [29, 18, 63, 379, 50, 201, 152, 35, 32, 41], [30, 11, 75, 45, 499, 51, 147, 98, 28, 16], [15, 8, 82, 158, 49, 524, 81, 44, 17, 22], [7, 13, 39, 49, 51, 28, 780, 10, 7, 16], [22, 7, 29, 48, 71, 82, 28, 664, 5, 44], [75, 55, 12, 22, 10, 12, 14, 4, 742, 54], [32, 160, 15, 19, 7, 13, 30, 16, 49, 659]]"
21,21,10,0.58396,0.6075,"[[638, 32, 44, 22, 29, 9, 34, 11, 132, 49], [26, 721, 8, 14, 8, 5, 16, 8, 63, 131], [69, 12, 464, 53, 124, 76, 128, 37, 25, 12], [29, 15, 68, 377, 57, 207, 157, 35, 25, 30], [28, 6, 95, 47, 541, 47, 128, 67, 30, 11], [14, 3, 70, 172, 59, 528, 80, 45, 13, 16], [6, 7, 44, 48, 71, 30, 765, 9, 8, 12], [22, 6, 31, 48, 93, 78, 29, 656, 7, 30], [76, 44, 11, 25, 13, 17, 15, 3, 757, 39], [40, 155, 16, 23, 13, 17, 30, 17, 61, 628]]"
22,22,10,0.58614,0.6084,"[[629, 38, 44, 23, 27, 8, 39, 10, 130, 52], [21, 756, 8, 13, 4, 6, 19, 7, 50, 116], [71, 14, 454, 64, 101, 66, 148, 40, 31, 11], [30, 17, 64, 402, 57, 174, 170, 32, 27, 27], [29, 8, 88, 50, 515, 41, 159, 71, 27, 12], [12, 5, 73, 192, 52, 491, 98, 44, 17, 16], [6, 9, 37, 46, 45, 28, 800, 9, 7, 13], [22, 8, 28, 51, 87, 74, 35, 653, 5, 37], [83, 53, 12, 21, 8, 16, 16, 2, 744, 45], [37, 168, 17, 24, 8, 12, 33, 16, 45, 640]]"
23,23,10,0.58984,0.611,"[[620, 28, 45, 28, 29, 8, 35, 12, 141, 54], [26, 707, 9, 16, 6, 7, 18, 6, 64, 141], [72, 11, 469, 66, 101, 76, 127, 39, 28, 11], [27, 14, 61, 417, 59, 178, 157, 33, 27, 27], [28, 4, 97, 56, 511, 38, 140, 89, 28, 9], [12, 3, 73, 201, 51, 502, 86, 45, 13, 14], [3, 6, 46, 54, 51, 29, 785, 9, 8, 9], [18, 3, 29, 54, 78, 73, 28, 679, 5, 33], [70, 39, 13, 24, 12, 19, 15, 2, 769, 37], [39, 139, 16, 26, 9, 16, 31, 19, 54, 651]]"
24,24,10,0.59,0.611,"[[653, 35, 44, 17, 23, 6, 35, 15, 126, 46], [31, 758, 6, 11, 4, 5, 17, 6, 55, 107], [76, 10, 450, 60, 123, 64, 142, 37, 26, 12], [33, 16, 60, 379, 56, 188, 180, 32, 26, 30], [38, 5, 89, 50, 529, 37, 142, 72, 30, 8], [15, 4, 69, 182, 53, 500, 98, 50, 15, 14], [6, 11, 39, 49, 53, 23, 791, 11, 8, 9], [22, 6, 31, 51, 84, 67, 34, 669, 8, 28], [84, 50, 11, 23, 10, 15, 15, 2, 761, 29], [34, 172, 18, 20, 9, 15, 31, 20, 61, 620]]"
