,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,10,0.29798,0.3193,"[[442, 80, 0, 37, 14, 25, 37, 73, 143, 149], [61, 341, 0, 23, 21, 71, 95, 92, 156, 140], [125, 49, 0, 98, 136, 133, 260, 130, 31, 38], [43, 47, 0, 177, 89, 183, 233, 155, 25, 48], [47, 11, 0, 85, 235, 71, 370, 116, 25, 40], [39, 68, 0, 158, 93, 249, 214, 120, 29, 30], [14, 9, 0, 64, 94, 73, 617, 100, 4, 25], [38, 69, 0, 82, 117, 85, 119, 371, 22, 97], [195, 98, 0, 41, 3, 36, 17, 59, 358, 193], [52, 108, 0, 34, 9, 29, 82, 114, 169, 403]]"
11,11,10,0.30624,0.3274,"[[457, 58, 1, 34, 16, 25, 31, 76, 148, 154], [83, 328, 0, 22, 17, 62, 86, 79, 147, 176], [129, 44, 0, 93, 163, 141, 219, 139, 33, 39], [49, 39, 3, 165, 101, 201, 201, 161, 25, 55], [51, 10, 0, 78, 260, 82, 314, 140, 25, 40], [46, 52, 0, 150, 109, 272, 179, 132, 33, 27], [13, 7, 0, 68, 122, 74, 584, 96, 6, 30], [42, 62, 2, 72, 119, 93, 95, 389, 23, 103], [218, 74, 0, 36, 4, 33, 15, 59, 368, 193], [62, 94, 1, 32, 5, 23, 69, 95, 168, 451]]"
12,12,10,0.32092,0.3429,"[[432, 64, 0, 32, 16, 20, 34, 65, 224, 113], [53, 364, 0, 27, 13, 40, 84, 56, 175, 188], [119, 46, 1, 105, 163, 125, 239, 115, 44, 43], [49, 39, 0, 174, 101, 178, 228, 129, 40, 62], [47, 12, 0, 90, 247, 64, 351, 113, 39, 37], [35, 41, 1, 161, 102, 275, 209, 98, 50, 28], [14, 10, 0, 77, 109, 58, 619, 68, 8, 37], [38, 53, 1, 74, 112, 89, 109, 372, 35, 117], [135, 75, 0, 40, 3, 27, 19, 42, 494, 165], [41, 103, 1, 34, 7, 19, 64, 67, 213, 451]]"
13,13,10,0.32862,0.3575,"[[528, 63, 3, 30, 20, 27, 27, 76, 147, 79], [115, 398, 1, 19, 18, 48, 72, 64, 107, 158], [127, 39, 8, 90, 212, 158, 168, 140, 29, 29], [65, 28, 3, 166, 129, 220, 164, 164, 23, 38], [65, 10, 1, 80, 359, 88, 211, 144, 19, 23], [48, 26, 0, 135, 137, 349, 138, 128, 24, 15], [13, 10, 2, 75, 199, 74, 508, 85, 9, 25], [52, 42, 2, 58, 125, 108, 76, 464, 15, 58], [258, 79, 0, 45, 7, 29, 17, 45, 383, 137], [88, 117, 1, 32, 9, 25, 60, 92, 164, 412]]"
14,14,10,0.3345,0.3597,"[[520, 69, 3, 22, 14, 10, 27, 46, 214, 75], [101, 427, 1, 18, 8, 12, 50, 36, 158, 189], [158, 53, 18, 109, 166, 126, 174, 116, 43, 37], [94, 41, 10, 197, 86, 186, 151, 119, 56, 60], [80, 14, 5, 107, 285, 72, 242, 126, 37, 32], [76, 37, 13, 174, 93, 293, 135, 93, 57, 29], [21, 21, 8, 95, 130, 71, 517, 66, 24, 47], [72, 65, 6, 77, 86, 85, 71, 407, 32, 99], [217, 88, 1, 34, 4, 10, 10, 25, 495, 116], [74, 126, 1, 37, 2, 12, 40, 48, 222, 438]]"
15,15,10,0.35316,0.3779,"[[434, 59, 13, 19, 12, 19, 26, 64, 265, 89], [53, 448, 4, 17, 3, 20, 49, 43, 161, 202], [115, 38, 45, 88, 167, 138, 183, 151, 44, 31], [52, 41, 29, 167, 76, 209, 179, 147, 46, 54], [49, 13, 11, 80, 275, 73, 264, 159, 47, 29], [36, 21, 25, 146, 75, 331, 154, 140, 49, 23], [9, 17, 17, 67, 126, 63, 554, 89, 15, 43], [44, 47, 17, 46, 68, 96, 86, 491, 30, 75], [122, 96, 2, 25, 7, 15, 15, 25, 574, 119], [37, 137, 2, 36, 1, 15, 45, 59, 208, 460]]"
16,16,10,0.36136,0.3866,"[[461, 62, 17, 17, 13, 16, 22, 59, 259, 74], [60, 473, 4, 16, 4, 18, 42, 34, 163, 186], [114, 38, 70, 107, 166, 136, 153, 150, 35, 31], [52, 45, 26, 185, 74, 223, 148, 146, 41, 60], [54, 15, 32, 86, 299, 78, 204, 163, 43, 26], [39, 23, 35, 158, 69, 341, 118, 149, 44, 24], [6, 17, 20, 89, 145, 67, 505, 94, 14, 43], [46, 51, 17, 60, 67, 99, 61, 505, 22, 72], [145, 100, 4, 27, 6, 12, 13, 23, 567, 103], [40, 154, 3, 41, 1, 16, 34, 53, 198, 460]]"
17,17,10,0.37242,0.4002,"[[443, 67, 20, 21, 15, 19, 21, 52, 253, 89], [46, 510, 3, 19, 2, 21, 37, 24, 130, 208], [87, 37, 81, 116, 156, 166, 159, 127, 37, 34], [39, 46, 28, 188, 53, 252, 146, 139, 40, 69], [49, 21, 34, 72, 277, 88, 226, 166, 39, 28], [18, 25, 37, 169, 56, 375, 114, 131, 46, 29], [6, 19, 20, 85, 116, 78, 536, 81, 9, 50], [33, 51, 16, 61, 60, 111, 68, 501, 20, 79], [113, 110, 4, 29, 7, 11, 12, 22, 568, 124], [28, 166, 3, 43, 1, 18, 27, 47, 144, 523]]"
18,18,10,0.3808,0.4142,"[[464, 82, 33, 21, 22, 11, 16, 55, 204, 92], [41, 589, 4, 21, 4, 15, 31, 26, 85, 184], [83, 40, 126, 131, 182, 113, 136, 133, 25, 31], [37, 49, 45, 238, 72, 184, 139, 137, 28, 71], [51, 28, 53, 74, 349, 54, 172, 164, 30, 25], [25, 26, 67, 196, 67, 315, 97, 149, 29, 29], [4, 28, 34, 94, 163, 41, 497, 79, 12, 48], [31, 49, 27, 67, 71, 77, 53, 533, 16, 76], [149, 134, 10, 24, 8, 8, 13, 19, 506, 129], [27, 194, 4, 50, 0, 10, 26, 52, 112, 525]]"
19,19,10,0.38338,0.4158,"[[470, 57, 29, 13, 23, 12, 23, 32, 272, 69], [43, 524, 5, 17, 5, 15, 33, 20, 168, 170], [92, 34, 157, 100, 193, 110, 139, 113, 34, 28], [45, 44, 62, 210, 76, 175, 155, 117, 44, 72], [59, 22, 62, 58, 370, 51, 179, 138, 40, 21], [32, 24, 74, 176, 80, 317, 102, 123, 41, 31], [6, 24, 41, 78, 175, 35, 521, 62, 18, 40], [52, 53, 33, 56, 82, 74, 55, 497, 21, 77], [137, 114, 8, 16, 7, 8, 13, 17, 598, 82], [27, 162, 7, 40, 2, 14, 28, 42, 184, 494]]"
20,20,10,0.39264,0.4234,"[[454, 111, 32, 17, 29, 12, 20, 34, 229, 62], [27, 690, 7, 16, 3, 17, 26, 18, 84, 112], [79, 41, 160, 110, 178, 118, 140, 117, 27, 30], [34, 60, 56, 209, 69, 191, 167, 109, 32, 73], [47, 42, 66, 65, 346, 52, 183, 150, 30, 19], [19, 43, 70, 178, 66, 330, 106, 125, 30, 33], [3, 35, 42, 67, 151, 42, 542, 59, 14, 45], [35, 77, 25, 59, 70, 79, 63, 508, 17, 67], [111, 174, 10, 17, 8, 10, 16, 17, 557, 80], [19, 307, 4, 41, 1, 13, 21, 42, 114, 438]]"
21,21,10,0.3967,0.4296,"[[457, 53, 27, 20, 35, 16, 30, 45, 253, 64], [35, 552, 6, 21, 1, 18, 35, 32, 133, 167], [73, 25, 136, 121, 160, 126, 177, 125, 33, 24], [26, 42, 43, 238, 59, 200, 186, 120, 33, 53], [47, 25, 47, 63, 315, 57, 243, 151, 33, 19], [17, 14, 58, 182, 59, 348, 128, 136, 33, 25], [3, 19, 31, 68, 100, 50, 618, 59, 20, 32], [35, 37, 16, 72, 67, 82, 74, 539, 22, 56], [109, 116, 12, 27, 9, 10, 19, 19, 593, 86], [28, 189, 4, 47, 2, 17, 32, 46, 135, 500]]"
22,22,10,0.40614,0.4369,"[[473, 64, 27, 15, 34, 12, 32, 35, 226, 82], [32, 593, 5, 18, 3, 18, 37, 25, 102, 167], [75, 29, 146, 96, 193, 116, 178, 106, 31, 30], [29, 42, 49, 217, 81, 184, 194, 107, 33, 64], [50, 28, 55, 54, 380, 44, 207, 127, 31, 24], [20, 18, 67, 160, 74, 333, 136, 124, 33, 35], [4, 23, 30, 63, 146, 29, 609, 47, 17, 32], [41, 47, 26, 59, 85, 75, 73, 512, 18, 64], [118, 128, 12, 23, 7, 11, 18, 15, 573, 95], [26, 211, 6, 38, 4, 14, 27, 37, 104, 533]]"
23,23,10,0.40878,0.4404,"[[485, 82, 27, 15, 26, 12, 29, 22, 211, 91], [24, 664, 4, 13, 2, 19, 27, 18, 74, 155], [81, 36, 201, 92, 161, 99, 173, 95, 29, 33], [35, 51, 71, 199, 62, 183, 200, 85, 33, 81], [51, 38, 78, 53, 329, 46, 225, 120, 32, 28], [21, 31, 87, 163, 58, 329, 143, 95, 34, 39], [6, 27, 38, 59, 118, 33, 631, 34, 18, 36], [46, 60, 32, 59, 74, 77, 77, 479, 18, 78], [121, 150, 12, 15, 5, 8, 16, 10, 560, 103], [19, 240, 8, 34, 2, 16, 30, 29, 95, 527]]"
24,24,10,0.409,0.4455,"[[479, 70, 24, 14, 30, 8, 30, 27, 238, 80], [27, 642, 4, 11, 2, 15, 33, 21, 92, 153], [79, 35, 196, 79, 168, 97, 168, 108, 38, 32], [32, 49, 65, 199, 66, 173, 201, 99, 37, 79], [47, 35, 72, 32, 335, 36, 241, 137, 40, 25], [21, 25, 82, 153, 65, 316, 137, 122, 39, 40], [5, 27, 36, 57, 107, 30, 647, 38, 24, 29], [52, 49, 27, 50, 66, 68, 73, 521, 22, 72], [109, 136, 11, 15, 4, 6, 16, 15, 604, 84], [22, 236, 7, 31, 2, 11, 26, 42, 107, 516]]"
25,25,10,0.41564,0.4435,"[[442, 73, 19, 16, 33, 12, 34, 25, 254, 92], [22, 649, 4, 13, 4, 16, 30, 18, 82, 162], [74, 33, 185, 95, 181, 104, 156, 98, 37, 37], [31, 47, 50, 232, 70, 174, 194, 79, 36, 87], [43, 34, 61, 47, 359, 45, 227, 124, 35, 25], [18, 22, 80, 186, 60, 319, 137, 106, 32, 40], [6, 29, 32, 67, 127, 34, 627, 25, 20, 33], [44, 50, 28, 58, 78, 82, 75, 492, 20, 73], [88, 135, 10, 17, 7, 8, 19, 16, 604, 96], [17, 247, 8, 32, 4, 12, 24, 32, 98, 526]]"
26,26,10,0.41716,0.4503,"[[464, 64, 30, 16, 37, 13, 32, 27, 240, 77], [26, 619, 3, 14, 7, 20, 35, 20, 96, 160], [72, 25, 197, 82, 211, 105, 155, 96, 30, 27], [28, 42, 59, 217, 85, 177, 211, 91, 31, 59], [43, 27, 72, 29, 406, 41, 213, 115, 33, 21], [16, 18, 85, 143, 85, 344, 140, 109, 31, 29], [3, 21, 31, 52, 152, 35, 637, 26, 21, 22], [38, 38, 36, 53, 99, 84, 74, 506, 16, 56], [96, 127, 14, 17, 9, 11, 24, 18, 605, 79], [23, 229, 8, 34, 7, 13, 31, 36, 111, 508]]"
27,27,10,0.41938,0.4511,"[[439, 70, 25, 15, 38, 11, 30, 23, 270, 79], [22, 674, 2, 5, 3, 17, 28, 16, 93, 140], [70, 35, 216, 68, 193, 105, 148, 95, 40, 30], [27, 54, 75, 174, 79, 192, 195, 94, 37, 73], [39, 34, 81, 25, 411, 39, 198, 108, 41, 24], [16, 30, 101, 120, 75, 338, 135, 115, 37, 33], [5, 29, 37, 42, 142, 42, 623, 29, 22, 29], [40, 53, 42, 33, 89, 85, 71, 502, 20, 65], [75, 134, 9, 14, 7, 9, 18, 12, 635, 87], [19, 265, 7, 24, 6, 15, 23, 34, 108, 499]]"
28,28,10,0.42356,0.4552,"[[446, 83, 26, 14, 38, 16, 35, 31, 221, 90], [24, 670, 6, 8, 7, 27, 30, 19, 53, 156], [70, 30, 223, 80, 169, 118, 144, 105, 29, 32], [21, 38, 58, 200, 68, 223, 194, 99, 23, 76], [36, 30, 83, 40, 370, 51, 202, 132, 25, 31], [15, 21, 93, 134, 60, 393, 121, 108, 24, 31], [4, 20, 41, 46, 124, 58, 625, 40, 14, 28], [32, 40, 29, 51, 76, 97, 67, 536, 12, 60], [86, 149, 9, 12, 13, 16, 22, 21, 563, 109], [17, 262, 10, 29, 5, 16, 26, 38, 71, 526]]"
29,29,10,0.42526,0.4569,"[[514, 55, 24, 11, 32, 11, 32, 28, 215, 78], [34, 626, 5, 10, 4, 19, 31, 22, 84, 165], [81, 28, 234, 64, 162, 113, 135, 118, 35, 30], [31, 41, 68, 188, 64, 201, 184, 110, 37, 76], [47, 27, 86, 27, 362, 47, 194, 151, 35, 24], [22, 19, 98, 128, 56, 353, 126, 132, 29, 37], [8, 19, 43, 50, 123, 54, 612, 44, 19, 28], [44, 41, 25, 40, 76, 81, 58, 552, 20, 63], [123, 114, 14, 19, 7, 9, 18, 17, 597, 82], [30, 225, 11, 28, 5, 12, 25, 37, 96, 531]]"
30,30,10,0.42656,0.4567,"[[503, 50, 23, 17, 40, 10, 42, 29, 210, 76], [29, 637, 5, 11, 8, 25, 27, 22, 78, 158], [71, 19, 213, 76, 171, 122, 171, 90, 35, 32], [22, 37, 53, 207, 58, 215, 229, 80, 31, 68], [39, 20, 79, 33, 343, 51, 264, 112, 38, 21], [19, 14, 84, 144, 60, 369, 154, 92, 28, 36], [5, 18, 31, 39, 95, 49, 693, 24, 19, 27], [38, 36, 27, 52, 76, 90, 100, 495, 20, 66], [117, 111, 10, 16, 11, 17, 26, 18, 590, 84], [26, 228, 7, 34, 5, 14, 31, 31, 107, 517]]"
31,31,10,0.4238,0.4591,"[[494, 62, 21, 16, 39, 9, 32, 32, 223, 72], [26, 654, 2, 10, 7, 17, 29, 19, 84, 152], [80, 28, 225, 79, 198, 82, 152, 92, 33, 31], [24, 40, 65, 217, 86, 152, 218, 97, 32, 69], [38, 26, 80, 30, 410, 30, 210, 116, 39, 21], [20, 19, 97, 150, 89, 306, 138, 112, 31, 38], [7, 27, 39, 40, 140, 34, 646, 27, 17, 23], [36, 41, 29, 50, 102, 64, 72, 527, 22, 57], [97, 118, 9, 16, 13, 13, 21, 18, 610, 85], [19, 249, 7, 26, 9, 13, 33, 36, 106, 502]]"
32,32,10,0.42806,0.4606,"[[471, 78, 22, 23, 41, 10, 29, 13, 241, 72], [22, 708, 4, 11, 3, 17, 15, 17, 72, 131], [71, 31, 216, 108, 214, 112, 96, 81, 39, 32], [23, 44, 55, 259, 77, 181, 179, 73, 34, 75], [40, 34, 77, 49, 433, 54, 143, 105, 40, 25], [18, 24, 93, 173, 78, 354, 101, 89, 28, 42], [5, 36, 36, 71, 150, 47, 571, 33, 17, 34], [50, 54, 30, 65, 95, 86, 58, 468, 21, 73], [81, 134, 6, 18, 14, 9, 18, 13, 613, 94], [18, 279, 8, 27, 6, 13, 17, 27, 92, 513]]"
33,33,10,0.43092,0.461,"[[475, 57, 33, 14, 48, 12, 33, 16, 250, 62], [30, 646, 9, 11, 5, 26, 24, 14, 103, 132], [72, 23, 284, 83, 195, 94, 120, 66, 36, 27], [28, 35, 74, 227, 85, 201, 187, 73, 35, 55], [40, 21, 109, 38, 440, 44, 165, 81, 42, 20], [18, 15, 115, 154, 81, 357, 119, 87, 31, 23], [5, 18, 63, 49, 161, 41, 597, 19, 22, 25], [46, 41, 42, 52, 120, 95, 67, 461, 23, 53], [86, 107, 12, 13, 13, 16, 21, 14, 654, 64], [26, 246, 13, 28, 9, 18, 30, 33, 128, 469]]"
34,34,10,0.43152,0.4591,"[[471, 67, 35, 16, 32, 11, 35, 17, 260, 56], [25, 670, 5, 7, 2, 14, 22, 15, 117, 123], [74, 34, 266, 85, 154, 100, 132, 84, 43, 28], [32, 44, 67, 236, 53, 193, 193, 78, 44, 60], [43, 29, 95, 36, 355, 59, 207, 113, 46, 17], [24, 20, 106, 165, 50, 341, 128, 99, 36, 31], [4, 32, 42, 47, 104, 58, 630, 36, 22, 25], [51, 52, 46, 45, 79, 84, 68, 490, 24, 61], [84, 117, 9, 13, 5, 5, 18, 11, 674, 64], [30, 263, 13, 26, 5, 15, 26, 38, 126, 458]]"
35,35,10,0.43644,0.466,"[[460, 59, 27, 17, 45, 10, 33, 29, 243, 77], [30, 650, 5, 4, 6, 17, 25, 21, 73, 169], [68, 23, 242, 74, 202, 94, 125, 100, 40, 32], [21, 37, 64, 210, 82, 204, 185, 95, 30, 72], [37, 21, 94, 33, 431, 45, 166, 118, 32, 23], [14, 12, 100, 126, 77, 363, 122, 117, 33, 36], [3, 22, 45, 41, 161, 47, 600, 35, 18, 28], [37, 36, 36, 47, 100, 72, 60, 533, 16, 63], [88, 110, 5, 17, 17, 14, 18, 17, 626, 88], [21, 221, 11, 24, 4, 13, 34, 41, 86, 545]]"
36,36,10,0.43734,0.4683,"[[489, 62, 32, 12, 42, 12, 28, 24, 226, 73], [30, 650, 3, 5, 5, 18, 24, 18, 98, 149], [79, 24, 269, 84, 165, 99, 111, 96, 38, 35], [25, 40, 68, 226, 59, 198, 178, 96, 29, 81], [34, 25, 104, 37, 394, 51, 163, 127, 40, 25], [18, 18, 109, 144, 66, 358, 112, 106, 33, 36], [4, 24, 54, 52, 123, 55, 596, 37, 18, 37], [40, 41, 33, 46, 91, 78, 53, 530, 19, 69], [93, 106, 6, 16, 11, 10, 17, 17, 635, 89], [22, 225, 9, 21, 4, 14, 27, 36, 106, 536]]"
37,37,10,0.44094,0.4689,"[[495, 59, 37, 15, 43, 12, 30, 25, 212, 72], [36, 674, 4, 5, 4, 21, 28, 18, 68, 142], [69, 24, 285, 75, 187, 104, 103, 90, 35, 28], [23, 39, 72, 224, 77, 202, 180, 89, 24, 70], [37, 20, 117, 29, 425, 49, 156, 111, 33, 23], [17, 15, 105, 142, 70, 381, 114, 99, 29, 28], [4, 21, 63, 47, 158, 55, 579, 30, 17, 26], [42, 36, 41, 41, 99, 86, 61, 522, 15, 57], [120, 117, 10, 13, 18, 15, 18, 17, 588, 84], [24, 243, 10, 20, 8, 16, 32, 40, 91, 516]]"
38,38,10,0.4453,0.4741,"[[490, 57, 52, 16, 37, 13, 28, 32, 197, 78], [35, 664, 4, 8, 3, 19, 22, 14, 74, 157], [58, 23, 304, 78, 166, 115, 105, 88, 34, 29], [22, 37, 72, 244, 51, 200, 188, 89, 24, 73], [34, 25, 116, 36, 391, 56, 168, 121, 29, 24], [15, 13, 111, 160, 57, 374, 111, 100, 26, 33], [5, 26, 57, 57, 127, 53, 600, 33, 17, 25], [37, 38, 43, 52, 86, 97, 57, 516, 14, 60], [96, 106, 13, 15, 10, 14, 16, 18, 608, 104], [21, 226, 11, 24, 5, 14, 30, 39, 80, 550]]"
39,39,10,0.43842,0.4673,"[[504, 76, 46, 19, 34, 6, 31, 27, 195, 62], [36, 710, 3, 11, 4, 13, 26, 11, 75, 111], [70, 34, 306, 86, 146, 71, 136, 92, 36, 23], [28, 48, 78, 252, 54, 159, 208, 85, 32, 56], [34, 32, 125, 38, 374, 41, 192, 115, 32, 17], [22, 24, 112, 177, 58, 291, 139, 109, 36, 32], [6, 28, 56, 47, 103, 33, 658, 31, 18, 20], [46, 56, 42, 48, 90, 63, 73, 509, 17, 56], [112, 121, 18, 12, 15, 5, 18, 20, 614, 65], [19, 309, 9, 23, 5, 10, 32, 42, 96, 455]]"
40,40,10,0.43938,0.4693,"[[528, 64, 35, 15, 33, 9, 28, 21, 195, 72], [43, 671, 6, 11, 3, 17, 23, 13, 74, 139], [77, 24, 259, 91, 211, 63, 131, 81, 34, 29], [30, 39, 69, 257, 73, 153, 204, 80, 30, 65], [41, 21, 90, 38, 417, 34, 187, 116, 34, 22], [23, 20, 105, 183, 68, 296, 142, 96, 32, 35], [7, 18, 38, 44, 134, 32, 649, 36, 17, 25], [50, 37, 42, 53, 109, 59, 69, 494, 19, 68], [122, 116, 12, 13, 12, 6, 18, 18, 610, 73], [24, 247, 11, 25, 8, 12, 29, 36, 96, 512]]"
41,41,10,0.44236,0.4685,"[[395, 59, 42, 15, 45, 15, 35, 25, 302, 67], [26, 673, 8, 11, 3, 25, 23, 14, 87, 130], [51, 23, 270, 92, 191, 102, 123, 78, 42, 28], [17, 33, 67, 238, 75, 216, 198, 66, 31, 59], [31, 20, 105, 36, 426, 51, 174, 102, 39, 16], [10, 11, 100, 160, 67, 391, 123, 77, 33, 28], [3, 22, 50, 43, 144, 51, 624, 21, 23, 19], [28, 35, 46, 55, 103, 101, 69, 486, 20, 57], [48, 106, 6, 11, 15, 15, 22, 14, 689, 74], [11, 261, 9, 23, 6, 19, 36, 36, 106, 493]]"
42,42,10,0.44456,0.4705,"[[486, 64, 42, 17, 42, 14, 36, 24, 213, 62], [38, 686, 7, 16, 5, 22, 27, 15, 67, 117], [61, 22, 312, 92, 144, 103, 140, 74, 32, 20], [24, 36, 75, 241, 56, 210, 220, 66, 21, 51], [36, 22, 125, 39, 353, 58, 213, 105, 31, 18], [14, 17, 104, 149, 57, 402, 136, 72, 24, 25], [4, 21, 55, 52, 92, 47, 676, 21, 16, 16], [37, 39, 45, 50, 96, 103, 85, 474, 17, 54], [92, 123, 15, 13, 14, 14, 23, 19, 616, 71], [19, 296, 14, 25, 6, 19, 40, 31, 91, 459]]"
