,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,10,0.41948,0.4588,"[[642, 119, 75, 30, 19, 11, 20, 12, 64, 8], [44, 848, 13, 11, 2, 11, 11, 12, 34, 14], [74, 42, 473, 94, 115, 62, 63, 54, 17, 6], [38, 55, 133, 409, 30, 170, 111, 35, 7, 12], [66, 32, 236, 80, 360, 38, 103, 70, 11, 4], [23, 38, 166, 261, 42, 359, 43, 53, 12, 3], [10, 34, 123, 140, 121, 28, 511, 16, 7, 10], [47, 61, 87, 106, 70, 96, 20, 492, 5, 16], [380, 199, 19, 28, 8, 12, 12, 7, 316, 19], [77, 557, 11, 40, 4, 4, 29, 38, 62, 178]]"
11,11,10,0.43064,0.4716,"[[618, 110, 91, 30, 25, 12, 23, 12, 64, 15], [39, 839, 15, 12, 2, 12, 12, 13, 30, 26], [65, 37, 501, 82, 118, 62, 64, 49, 16, 6], [28, 48, 142, 378, 35, 186, 120, 41, 6, 16], [52, 28, 234, 76, 382, 42, 99, 71, 10, 6], [17, 30, 170, 227, 47, 394, 47, 50, 12, 6], [8, 31, 132, 112, 121, 32, 530, 17, 6, 11], [29, 45, 99, 86, 87, 96, 23, 508, 5, 22], [356, 201, 25, 29, 12, 17, 14, 9, 315, 22], [69, 494, 16, 41, 4, 5, 29, 36, 55, 251]]"
12,12,10,0.4378,0.4819,"[[651, 88, 91, 25, 22, 13, 27, 12, 60, 11], [46, 820, 17, 12, 2, 11, 16, 14, 36, 26], [71, 32, 498, 75, 119, 64, 75, 44, 19, 3], [31, 41, 133, 368, 34, 195, 134, 38, 12, 14], [60, 24, 224, 71, 388, 44, 108, 68, 9, 4], [19, 26, 165, 211, 48, 403, 56, 53, 13, 6], [8, 25, 117, 96, 115, 31, 575, 16, 9, 8], [32, 38, 90, 77, 82, 107, 26, 524, 7, 17], [358, 170, 24, 26, 13, 16, 14, 9, 351, 19], [76, 476, 17, 38, 3, 6, 31, 36, 76, 241]]"
13,13,10,0.43826,0.4823,"[[654, 91, 96, 22, 23, 11, 25, 12, 56, 10], [49, 829, 19, 12, 2, 9, 14, 14, 27, 25], [67, 30, 543, 76, 105, 49, 67, 45, 16, 2], [27, 41, 151, 394, 47, 159, 118, 41, 9, 13], [56, 25, 236, 74, 398, 25, 97, 80, 8, 1], [15, 24, 175, 235, 56, 370, 48, 59, 13, 5], [7, 31, 138, 105, 118, 23, 548, 14, 9, 7], [31, 35, 98, 80, 92, 82, 23, 538, 8, 13], [368, 179, 28, 24, 17, 14, 14, 9, 329, 18], [79, 495, 21, 36, 6, 6, 34, 41, 62, 220]]"
14,14,10,0.45096,0.4918,"[[650, 91, 92, 25, 20, 13, 25, 10, 57, 17], [40, 839, 17, 10, 2, 10, 14, 8, 28, 32], [67, 33, 509, 88, 109, 61, 73, 38, 17, 5], [23, 39, 128, 412, 51, 170, 117, 34, 7, 19], [52, 25, 216, 86, 400, 35, 98, 73, 11, 4], [15, 24, 147, 255, 54, 392, 44, 50, 13, 6], [6, 30, 119, 112, 109, 26, 568, 14, 7, 9], [30, 35, 85, 89, 91, 102, 23, 516, 7, 22], [341, 185, 23, 25, 16, 16, 10, 7, 359, 18], [68, 466, 20, 35, 5, 7, 34, 36, 56, 273]]"
15,15,10,0.46188,0.5016,"[[664, 98, 75, 20, 19, 10, 24, 12, 59, 19], [43, 847, 13, 8, 3, 5, 11, 9, 26, 35], [72, 37, 485, 86, 116, 54, 79, 45, 20, 6], [26, 45, 121, 389, 52, 156, 126, 55, 8, 22], [52, 26, 197, 70, 414, 33, 101, 90, 12, 5], [15, 23, 147, 233, 50, 388, 49, 72, 14, 9], [5, 35, 109, 91, 107, 25, 597, 15, 6, 10], [30, 36, 69, 73, 92, 84, 23, 568, 8, 17], [326, 180, 20, 24, 15, 12, 11, 8, 381, 23], [64, 472, 17, 27, 3, 7, 31, 42, 54, 283]]"
16,16,10,0.46316,0.5026,"[[663, 79, 95, 26, 17, 11, 29, 10, 58, 12], [52, 826, 17, 13, 2, 9, 18, 9, 22, 32], [69, 26, 500, 82, 102, 64, 95, 39, 19, 4], [25, 36, 126, 380, 40, 184, 153, 36, 6, 14], [45, 21, 200, 72, 412, 40, 116, 81, 10, 3], [16, 22, 137, 218, 48, 419, 68, 53, 14, 5], [8, 25, 94, 81, 101, 23, 642, 13, 6, 7], [29, 26, 78, 83, 87, 111, 31, 532, 6, 17], [314, 174, 27, 29, 16, 17, 12, 5, 390, 16], [71, 464, 23, 37, 4, 9, 39, 37, 54, 262]]"
17,17,10,0.47348,0.5157,"[[708, 79, 54, 24, 14, 9, 26, 9, 61, 16], [50, 827, 15, 10, 2, 6, 14, 8, 30, 38], [84, 29, 491, 87, 95, 58, 91, 39, 19, 7], [32, 39, 121, 411, 50, 140, 129, 51, 7, 20], [58, 20, 195, 70, 415, 35, 100, 90, 12, 5], [16, 22, 135, 240, 50, 391, 56, 66, 17, 7], [8, 28, 102, 90, 101, 24, 618, 13, 7, 9], [37, 26, 66, 79, 88, 89, 27, 559, 9, 20], [306, 158, 18, 26, 12, 13, 10, 6, 427, 24], [73, 437, 14, 28, 8, 6, 33, 31, 60, 310]]"
18,18,10,0.48144,0.5183,"[[690, 79, 63, 29, 14, 10, 26, 9, 65, 15], [45, 827, 15, 11, 2, 10, 14, 8, 28, 40], [78, 27, 480, 90, 99, 73, 87, 38, 20, 8], [28, 39, 118, 418, 42, 176, 120, 36, 5, 18], [51, 20, 181, 78, 412, 46, 108, 85, 14, 5], [16, 22, 121, 223, 44, 434, 56, 62, 15, 7], [9, 24, 97, 89, 97, 30, 626, 13, 7, 8], [34, 26, 67, 82, 87, 113, 26, 539, 9, 17], [271, 162, 22, 27, 12, 16, 9, 5, 453, 23], [59, 451, 21, 30, 6, 9, 35, 28, 57, 304]]"
19,19,10,0.4856,0.5233,"[[697, 79, 63, 24, 20, 9, 27, 8, 59, 14], [49, 826, 16, 11, 2, 6, 16, 8, 29, 37], [70, 27, 493, 71, 114, 63, 96, 37, 21, 8], [27, 37, 130, 375, 64, 160, 140, 42, 6, 19], [50, 17, 172, 62, 457, 37, 110, 79, 13, 3], [14, 21, 130, 203, 66, 421, 65, 57, 15, 8], [8, 23, 100, 72, 102, 22, 649, 11, 7, 6], [36, 23, 66, 68, 110, 100, 26, 545, 7, 19], [278, 150, 23, 27, 16, 14, 10, 5, 454, 23], [64, 442, 18, 22, 10, 8, 34, 29, 57, 316]]"
