,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
11,11,10,0.9532833333333334,0.9575,"[[968, 0, 1, 0, 0, 2, 4, 1, 4, 0], [0, 1118, 3, 2, 0, 0, 4, 0, 8, 0], [21, 0, 961, 8, 8, 0, 9, 15, 10, 0], [2, 0, 12, 960, 0, 9, 1, 8, 15, 3], [1, 1, 3, 0, 946, 0, 6, 1, 4, 20], [4, 1, 0, 19, 1, 847, 8, 2, 7, 3], [12, 3, 0, 0, 8, 7, 927, 0, 1, 0], [3, 6, 14, 3, 2, 0, 0, 979, 2, 19], [5, 1, 4, 13, 4, 4, 5, 10, 922, 6], [6, 6, 0, 8, 16, 12, 1, 8, 5, 947]]"
12,12,10,0.9559666666666666,0.9588,"[[968, 0, 1, 0, 0, 1, 5, 1, 4, 0], [0, 1118, 3, 2, 0, 0, 4, 0, 8, 0], [18, 0, 971, 7, 6, 0, 8, 13, 9, 0], [2, 0, 13, 961, 0, 8, 1, 8, 14, 3], [1, 1, 3, 0, 947, 0, 5, 1, 4, 20], [4, 1, 0, 21, 0, 845, 7, 2, 9, 3], [13, 3, 0, 0, 7, 6, 928, 0, 1, 0], [3, 7, 18, 4, 1, 0, 0, 977, 2, 16], [5, 1, 7, 12, 5, 2, 5, 9, 923, 5], [5, 6, 0, 7, 15, 11, 1, 9, 5, 950]]"
13,13,10,0.9576333333333333,0.96,"[[967, 0, 2, 0, 0, 1, 5, 1, 4, 0], [0, 1118, 3, 2, 0, 0, 4, 0, 8, 0], [17, 0, 976, 6, 6, 0, 8, 13, 6, 0], [2, 0, 14, 960, 0, 8, 1, 8, 14, 3], [1, 1, 3, 0, 947, 0, 5, 1, 3, 21], [4, 1, 0, 19, 0, 847, 8, 2, 9, 2], [13, 3, 0, 0, 6, 5, 930, 0, 1, 0], [3, 7, 17, 4, 1, 0, 0, 977, 2, 17], [5, 1, 8, 11, 5, 1, 4, 10, 924, 5], [5, 6, 0, 4, 14, 11, 1, 8, 6, 954]]"
14,14,10,0.9592333333333334,0.9614,"[[968, 0, 2, 0, 0, 1, 4, 1, 4, 0], [0, 1118, 3, 2, 0, 1, 3, 0, 8, 0], [16, 0, 976, 7, 6, 0, 8, 13, 6, 0], [2, 0, 13, 961, 0, 9, 1, 7, 14, 3], [1, 1, 3, 0, 953, 0, 4, 1, 2, 17], [4, 1, 0, 19, 1, 852, 6, 2, 6, 1], [13, 3, 0, 0, 5, 6, 931, 0, 0, 0], [3, 6, 17, 4, 2, 0, 0, 978, 2, 16], [5, 1, 5, 11, 5, 2, 4, 10, 926, 5], [5, 6, 0, 5, 18, 12, 1, 7, 4, 951]]"
15,15,10,0.96055,0.9626,"[[968, 0, 2, 0, 0, 1, 4, 1, 4, 0], [0, 1118, 3, 2, 0, 1, 3, 0, 8, 0], [16, 0, 980, 6, 6, 0, 6, 12, 6, 0], [2, 0, 13, 961, 0, 9, 1, 7, 14, 3], [1, 1, 3, 0, 953, 0, 4, 1, 2, 17], [4, 1, 0, 19, 1, 852, 6, 2, 6, 1], [12, 3, 0, 0, 6, 6, 931, 0, 0, 0], [2, 6, 16, 4, 2, 0, 0, 980, 2, 16], [5, 1, 5, 12, 5, 2, 4, 6, 930, 4], [5, 6, 0, 5, 18, 10, 1, 7, 4, 953]]"
16,16,10,0.9621,0.9642,"[[968, 0, 2, 0, 0, 1, 3, 1, 5, 0], [0, 1119, 3, 2, 0, 1, 3, 0, 7, 0], [15, 0, 983, 6, 6, 0, 5, 12, 5, 0], [1, 0, 12, 965, 0, 11, 1, 7, 10, 3], [1, 1, 3, 0, 952, 0, 3, 1, 2, 19], [4, 1, 0, 19, 1, 852, 6, 2, 6, 1], [11, 3, 0, 0, 6, 6, 932, 0, 0, 0], [2, 6, 14, 4, 2, 0, 0, 984, 2, 14], [4, 1, 6, 11, 4, 3, 4, 8, 929, 4], [4, 6, 0, 3, 16, 10, 1, 7, 4, 958]]"
17,17,10,0.9630166666666666,0.9653,"[[968, 0, 2, 0, 0, 0, 4, 1, 5, 0], [0, 1119, 3, 2, 0, 1, 3, 0, 7, 0], [16, 0, 988, 4, 3, 0, 5, 12, 4, 0], [1, 0, 13, 966, 0, 9, 1, 7, 10, 3], [1, 1, 3, 0, 953, 0, 4, 1, 3, 16], [4, 1, 0, 19, 1, 853, 6, 2, 5, 1], [12, 3, 0, 0, 5, 6, 932, 0, 0, 0], [2, 6, 14, 4, 1, 0, 0, 986, 2, 13], [4, 1, 6, 12, 4, 4, 4, 6, 930, 3], [4, 6, 0, 4, 14, 10, 1, 8, 4, 958]]"
18,18,10,0.96395,0.9666,"[[968, 0, 2, 0, 0, 0, 4, 1, 5, 0], [0, 1118, 3, 2, 0, 1, 3, 0, 8, 0], [15, 1, 987, 4, 4, 0, 5, 12, 4, 0], [1, 0, 11, 968, 0, 9, 1, 7, 10, 3], [1, 1, 3, 0, 955, 0, 3, 1, 1, 17], [4, 1, 0, 17, 1, 856, 6, 2, 4, 1], [11, 3, 0, 0, 5, 5, 934, 0, 0, 0], [2, 6, 14, 4, 1, 0, 0, 985, 2, 14], [4, 1, 4, 10, 4, 4, 4, 6, 934, 3], [4, 5, 0, 3, 14, 10, 1, 7, 4, 961]]"
19,19,10,0.9650333333333333,0.9676,"[[969, 0, 2, 0, 0, 0, 3, 1, 5, 0], [0, 1119, 3, 2, 0, 1, 3, 0, 7, 0], [15, 1, 990, 4, 3, 0, 3, 12, 4, 0], [1, 0, 9, 971, 0, 8, 1, 7, 10, 3], [1, 1, 3, 0, 956, 0, 2, 1, 0, 18], [4, 1, 0, 17, 1, 856, 6, 2, 4, 1], [11, 3, 0, 0, 5, 5, 934, 0, 0, 0], [2, 6, 14, 4, 1, 0, 0, 985, 2, 14], [4, 1, 4, 11, 4, 3, 4, 6, 933, 4], [4, 5, 0, 3, 13, 10, 1, 7, 3, 963]]"
20,20,10,0.9647833333333333,0.9683,"[[969, 0, 2, 0, 0, 1, 3, 1, 4, 0], [0, 1120, 4, 1, 0, 1, 3, 0, 6, 0], [14, 1, 992, 4, 3, 0, 3, 12, 3, 0], [1, 0, 11, 966, 0, 10, 2, 7, 10, 3], [1, 1, 3, 0, 959, 0, 2, 1, 0, 15], [4, 1, 0, 14, 1, 858, 6, 2, 5, 1], [11, 3, 0, 0, 5, 5, 934, 0, 0, 0], [2, 6, 14, 2, 2, 0, 0, 989, 2, 11], [4, 1, 5, 7, 4, 4, 4, 8, 933, 4], [4, 5, 0, 3, 13, 10, 1, 7, 3, 963]]"
21,21,10,0.96625,0.9684,"[[969, 0, 2, 0, 0, 1, 3, 1, 4, 0], [0, 1119, 3, 2, 0, 1, 3, 0, 7, 0], [14, 1, 993, 5, 2, 0, 2, 12, 3, 0], [1, 0, 9, 971, 0, 8, 1, 7, 10, 3], [1, 1, 3, 0, 956, 0, 2, 1, 0, 18], [4, 1, 0, 17, 1, 856, 6, 2, 4, 1], [11, 3, 0, 0, 5, 5, 934, 0, 0, 0], [2, 6, 14, 3, 0, 0, 0, 989, 2, 12], [4, 1, 5, 12, 4, 3, 4, 7, 931, 3], [4, 5, 0, 3, 11, 9, 1, 7, 3, 966]]"
22,22,10,0.9668666666666667,0.9698,"[[970, 0, 1, 0, 0, 0, 3, 1, 5, 0], [0, 1118, 3, 2, 0, 1, 3, 0, 8, 0], [14, 1, 992, 3, 3, 0, 3, 12, 4, 0], [1, 0, 9, 970, 0, 10, 1, 7, 9, 3], [1, 1, 3, 0, 961, 0, 2, 1, 1, 12], [4, 1, 0, 15, 1, 857, 6, 2, 5, 1], [10, 3, 0, 0, 5, 5, 935, 0, 0, 0], [2, 6, 14, 3, 1, 0, 0, 988, 2, 12], [4, 1, 3, 7, 3, 3, 4, 6, 940, 3], [4, 5, 0, 3, 11, 9, 1, 6, 3, 967]]"
23,23,10,0.9672333333333333,0.9707,"[[970, 0, 1, 0, 0, 0, 3, 1, 5, 0], [0, 1120, 3, 2, 0, 1, 2, 0, 7, 0], [14, 1, 995, 3, 3, 0, 2, 10, 4, 0], [1, 0, 9, 971, 0, 9, 1, 7, 9, 3], [1, 1, 3, 0, 959, 0, 2, 1, 1, 14], [4, 1, 0, 14, 1, 858, 6, 2, 5, 1], [11, 3, 0, 0, 5, 5, 934, 0, 0, 0], [2, 6, 14, 3, 1, 0, 0, 988, 2, 12], [5, 1, 2, 4, 4, 3, 3, 6, 943, 3], [4, 5, 0, 3, 10, 9, 1, 6, 2, 969]]"
24,24,10,0.9679333333333333,0.9716,"[[970, 0, 1, 0, 0, 1, 3, 1, 4, 0], [0, 1120, 3, 2, 0, 1, 2, 0, 7, 0], [14, 1, 995, 3, 3, 0, 2, 10, 4, 0], [1, 0, 7, 972, 0, 10, 2, 6, 9, 3], [1, 1, 3, 0, 962, 0, 2, 1, 0, 12], [4, 1, 0, 13, 1, 860, 6, 2, 4, 1], [10, 3, 0, 0, 4, 4, 937, 0, 0, 0], [2, 6, 13, 3, 1, 0, 0, 989, 2, 12], [4, 1, 2, 5, 4, 3, 3, 6, 943, 3], [4, 5, 0, 3, 12, 9, 1, 6, 1, 968]]"
25,25,10,0.9686833333333333,0.9721,"[[970, 0, 1, 0, 0, 1, 3, 1, 4, 0], [0, 1121, 3, 2, 0, 1, 2, 0, 6, 0], [14, 1, 997, 3, 3, 0, 2, 8, 4, 0], [1, 0, 7, 972, 0, 10, 2, 6, 9, 3], [1, 1, 3, 0, 964, 0, 2, 1, 0, 10], [4, 0, 0, 13, 1, 861, 6, 2, 4, 1], [10, 3, 0, 0, 4, 4, 937, 0, 0, 0], [2, 6, 13, 3, 1, 0, 0, 989, 2, 12], [4, 1, 2, 5, 4, 3, 3, 6, 943, 3], [4, 4, 0, 3, 14, 9, 1, 6, 1, 967]]"
26,26,10,0.9688333333333333,0.9723,"[[970, 0, 1, 0, 0, 1, 3, 1, 4, 0], [0, 1120, 3, 2, 0, 1, 2, 0, 7, 0], [14, 1, 998, 3, 3, 0, 2, 7, 4, 0], [1, 0, 8, 974, 0, 10, 1, 5, 9, 2], [1, 1, 3, 0, 964, 0, 2, 1, 1, 9], [4, 0, 0, 12, 1, 862, 6, 2, 4, 1], [10, 3, 0, 0, 4, 4, 937, 0, 0, 0], [2, 6, 13, 3, 1, 0, 0, 990, 2, 11], [4, 1, 3, 5, 4, 3, 3, 6, 943, 2], [4, 4, 0, 3, 12, 10, 1, 7, 3, 965]]"
27,27,10,0.96955,0.9714,"[[971, 0, 1, 0, 0, 2, 2, 1, 3, 0], [0, 1121, 3, 2, 0, 1, 2, 0, 6, 0], [14, 1, 993, 3, 3, 0, 2, 12, 4, 0], [1, 0, 7, 979, 0, 8, 1, 6, 5, 3], [1, 1, 3, 0, 958, 0, 2, 1, 0, 16], [4, 0, 0, 16, 1, 859, 6, 2, 3, 1], [10, 3, 0, 0, 7, 5, 933, 0, 0, 0], [2, 6, 13, 2, 1, 0, 0, 990, 2, 12], [4, 1, 2, 9, 4, 3, 3, 7, 937, 4], [4, 4, 0, 3, 7, 9, 1, 7, 1, 973]]"
28,28,10,0.9698333333333333,0.9723,"[[969, 0, 1, 0, 0, 1, 4, 1, 4, 0], [0, 1124, 2, 2, 0, 1, 2, 0, 4, 0], [14, 1, 991, 5, 2, 0, 2, 13, 4, 0], [1, 0, 7, 974, 0, 11, 1, 6, 7, 3], [1, 1, 3, 0, 964, 0, 2, 1, 0, 10], [4, 0, 0, 14, 1, 861, 6, 2, 3, 1], [8, 3, 0, 0, 4, 4, 939, 0, 0, 0], [2, 6, 13, 2, 1, 0, 0, 990, 2, 12], [3, 1, 2, 6, 4, 3, 3, 7, 941, 4], [4, 4, 0, 4, 11, 9, 1, 6, 0, 970]]"
29,29,10,0.9702833333333334,0.9725,"[[970, 0, 1, 0, 0, 1, 3, 1, 4, 0], [0, 1122, 2, 2, 0, 1, 2, 0, 6, 0], [14, 1, 997, 3, 2, 0, 2, 9, 4, 0], [1, 0, 7, 972, 0, 12, 1, 6, 8, 3], [1, 1, 3, 0, 962, 0, 2, 1, 0, 12], [4, 0, 0, 14, 1, 860, 6, 2, 4, 1], [8, 3, 0, 0, 4, 4, 939, 0, 0, 0], [2, 6, 13, 2, 1, 0, 0, 990, 2, 12], [5, 1, 2, 4, 3, 3, 3, 7, 942, 4], [4, 4, 0, 3, 10, 9, 1, 6, 1, 971]]"
30,30,10,0.97085,0.9734,"[[971, 0, 1, 0, 0, 2, 2, 1, 3, 0], [0, 1124, 2, 2, 0, 1, 1, 0, 5, 0], [14, 1, 999, 3, 2, 0, 2, 8, 3, 0], [1, 0, 7, 977, 0, 11, 1, 6, 5, 2], [1, 1, 3, 0, 963, 0, 2, 1, 0, 11], [4, 0, 0, 14, 1, 861, 6, 2, 3, 1], [8, 3, 0, 0, 4, 4, 939, 0, 0, 0], [2, 6, 13, 2, 1, 0, 0, 991, 2, 11], [4, 1, 2, 6, 4, 3, 3, 7, 941, 3], [4, 4, 0, 4, 11, 10, 1, 7, 0, 968]]"
31,31,10,0.9713666666666667,0.9732,"[[970, 0, 1, 0, 0, 2, 2, 1, 4, 0], [0, 1123, 3, 2, 0, 1, 1, 0, 5, 0], [13, 1, 1000, 3, 2, 0, 2, 8, 3, 0], [1, 0, 7, 978, 0, 10, 1, 6, 5, 2], [1, 1, 3, 0, 961, 0, 2, 1, 0, 13], [4, 0, 0, 14, 1, 860, 6, 2, 4, 1], [8, 3, 0, 0, 4, 4, 939, 0, 0, 0], [2, 6, 13, 2, 1, 0, 0, 990, 2, 12], [5, 1, 3, 6, 4, 3, 3, 7, 938, 4], [4, 4, 0, 3, 9, 9, 1, 6, 0, 973]]"
32,32,10,0.9718,0.9739,"[[970, 0, 1, 0, 0, 2, 2, 1, 4, 0], [0, 1123, 4, 1, 0, 1, 1, 0, 5, 0], [13, 1, 1000, 3, 2, 0, 2, 7, 4, 0], [1, 0, 7, 976, 0, 10, 1, 6, 7, 2], [1, 1, 3, 0, 962, 0, 2, 1, 1, 11], [4, 0, 0, 13, 1, 861, 6, 2, 4, 1], [8, 3, 0, 0, 4, 4, 939, 0, 0, 0], [2, 6, 13, 2, 1, 0, 0, 990, 2, 12], [4, 1, 3, 4, 2, 3, 3, 7, 945, 2], [4, 4, 0, 3, 9, 9, 1, 6, 0, 973]]"
33,33,10,0.97225,0.9743,"[[971, 0, 1, 0, 0, 2, 2, 1, 3, 0], [0, 1124, 2, 2, 0, 1, 1, 0, 5, 0], [13, 1, 999, 4, 2, 0, 2, 7, 4, 0], [1, 0, 7, 980, 0, 7, 1, 5, 7, 2], [1, 1, 3, 0, 963, 0, 2, 1, 0, 11], [4, 0, 0, 15, 1, 859, 6, 2, 4, 1], [8, 3, 0, 0, 4, 4, 939, 0, 0, 0], [2, 6, 13, 2, 1, 0, 0, 992, 2, 10], [3, 1, 2, 6, 3, 2, 3, 7, 944, 3], [4, 4, 0, 4, 9, 8, 1, 7, 0, 972]]"
34,34,10,0.9725166666666667,0.9744,"[[970, 0, 1, 0, 0, 2, 2, 1, 4, 0], [0, 1123, 2, 2, 0, 1, 1, 0, 6, 0], [13, 1, 999, 3, 2, 0, 2, 7, 5, 0], [1, 0, 7, 979, 0, 10, 0, 4, 6, 3], [1, 1, 3, 0, 962, 0, 2, 1, 0, 12], [4, 0, 0, 14, 1, 860, 6, 2, 4, 1], [8, 3, 0, 0, 4, 3, 940, 0, 0, 0], [2, 6, 13, 2, 1, 0, 0, 990, 2, 12], [2, 1, 2, 5, 2, 2, 3, 6, 946, 5], [4, 4, 0, 3, 8, 8, 1, 6, 0, 975]]"
35,35,10,0.9728166666666667,0.9744,"[[971, 0, 1, 0, 0, 2, 2, 1, 3, 0], [0, 1124, 2, 2, 0, 1, 1, 0, 5, 0], [11, 1, 1003, 3, 2, 0, 2, 7, 3, 0], [1, 0, 7, 977, 0, 11, 0, 5, 6, 3], [1, 0, 3, 0, 963, 0, 2, 1, 0, 12], [4, 0, 0, 14, 1, 860, 6, 2, 4, 1], [8, 3, 0, 0, 4, 4, 939, 0, 0, 0], [2, 6, 13, 2, 1, 0, 0, 990, 2, 12], [3, 1, 2, 6, 4, 2, 3, 6, 942, 5], [4, 4, 0, 3, 8, 8, 1, 6, 0, 975]]"
36,36,10,0.9731833333333333,0.9751,"[[970, 0, 1, 0, 0, 2, 2, 1, 4, 0], [0, 1124, 2, 2, 0, 1, 1, 0, 5, 0], [10, 1, 1002, 3, 2, 0, 2, 7, 5, 0], [1, 0, 7, 977, 0, 12, 0, 4, 6, 3], [1, 0, 3, 0, 965, 0, 2, 1, 0, 10], [4, 0, 0, 12, 1, 862, 6, 2, 4, 1], [8, 3, 0, 0, 4, 4, 939, 0, 0, 0], [2, 6, 12, 3, 1, 0, 0, 991, 2, 11], [3, 1, 2, 4, 3, 2, 3, 5, 946, 5], [4, 4, 0, 3, 8, 8, 1, 6, 0, 975]]"
37,37,10,0.9736333333333334,0.9755,"[[971, 0, 1, 0, 0, 1, 2, 1, 4, 0], [0, 1124, 2, 2, 0, 1, 1, 0, 5, 0], [10, 1, 1003, 3, 2, 0, 2, 7, 4, 0], [1, 0, 7, 984, 0, 6, 0, 4, 5, 3], [1, 0, 4, 0, 962, 0, 2, 1, 0, 12], [4, 0, 0, 14, 1, 860, 6, 2, 4, 1], [8, 3, 0, 0, 4, 4, 939, 0, 0, 0], [2, 6, 12, 3, 1, 0, 0, 992, 2, 10], [2, 1, 2, 7, 2, 2, 3, 6, 944, 5], [4, 4, 0, 4, 7, 7, 1, 6, 0, 976]]"
38,38,10,0.9735,0.9757,"[[970, 0, 1, 0, 0, 1, 2, 1, 5, 0], [0, 1124, 2, 2, 0, 1, 1, 0, 5, 0], [6, 1, 1006, 3, 2, 0, 2, 7, 5, 0], [1, 0, 7, 981, 0, 8, 0, 4, 6, 3], [1, 0, 3, 0, 963, 0, 2, 1, 0, 12], [3, 0, 0, 14, 1, 861, 6, 2, 4, 1], [8, 3, 0, 0, 4, 3, 940, 0, 0, 0], [2, 6, 13, 2, 1, 0, 0, 990, 2, 12], [2, 1, 2, 5, 3, 2, 3, 5, 946, 5], [4, 4, 0, 4, 7, 7, 1, 6, 0, 976]]"
39,39,10,0.9739,0.9762,"[[971, 0, 1, 0, 0, 2, 2, 1, 3, 0], [0, 1124, 2, 2, 0, 1, 1, 0, 5, 0], [8, 1, 1005, 3, 2, 0, 2, 7, 4, 0], [1, 0, 6, 987, 0, 3, 0, 4, 5, 4], [1, 0, 3, 0, 963, 0, 2, 1, 0, 12], [4, 0, 0, 15, 1, 859, 6, 2, 4, 1], [8, 3, 0, 0, 4, 3, 940, 0, 0, 0], [2, 6, 12, 3, 1, 0, 0, 992, 2, 10], [2, 1, 2, 5, 3, 2, 3, 6, 945, 5], [4, 4, 0, 4, 7, 7, 1, 6, 0, 976]]"
40,40,10,0.9739666666666666,0.9757,"[[971, 0, 1, 0, 0, 0, 3, 1, 4, 0], [0, 1121, 2, 2, 0, 1, 1, 0, 8, 0], [9, 1, 1004, 2, 2, 0, 2, 7, 5, 0], [1, 0, 6, 986, 0, 3, 0, 4, 6, 4], [1, 0, 5, 0, 961, 0, 2, 1, 0, 12], [4, 1, 0, 16, 1, 856, 6, 2, 4, 2], [7, 3, 0, 0, 3, 3, 942, 0, 0, 0], [2, 6, 12, 3, 1, 0, 0, 992, 2, 10], [2, 1, 2, 6, 2, 1, 3, 5, 948, 4], [4, 4, 0, 4, 7, 7, 1, 6, 0, 976]]"
41,41,10,0.9745166666666667,0.9764,"[[971, 0, 1, 0, 0, 1, 3, 1, 3, 0], [0, 1125, 2, 1, 0, 1, 1, 0, 5, 0], [7, 1, 1006, 2, 2, 0, 2, 8, 4, 0], [1, 0, 6, 984, 0, 6, 0, 4, 6, 3], [1, 0, 5, 0, 962, 0, 2, 2, 0, 10], [4, 0, 0, 13, 1, 862, 6, 2, 3, 1], [7, 3, 0, 0, 3, 3, 942, 0, 0, 0], [2, 6, 12, 3, 1, 0, 0, 993, 2, 9], [2, 1, 2, 6, 2, 2, 3, 6, 946, 4], [4, 4, 0, 4, 9, 8, 1, 6, 0, 973]]"
