,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,10,0.20061666666666667,0.1986,"[[811, 0, 0, 0, 0, 0, 0, 1, 168, 0], [0, 0, 0, 0, 0, 0, 0, 0, 1135, 0], [41, 0, 0, 0, 0, 0, 0, 0, 991, 0], [28, 0, 0, 2, 0, 0, 0, 6, 974, 0], [27, 0, 0, 0, 0, 0, 0, 18, 937, 0], [54, 0, 0, 0, 0, 0, 0, 3, 835, 0], [35, 0, 0, 0, 0, 0, 3, 5, 915, 0], [37, 0, 0, 0, 0, 0, 0, 204, 787, 0], [7, 0, 0, 0, 0, 0, 0, 1, 966, 0], [17, 0, 0, 0, 0, 0, 0, 7, 985, 0]]"
11,11,10,0.2587333333333333,0.2626,"[[896, 0, 0, 0, 0, 0, 1, 1, 82, 0], [0, 0, 0, 1, 0, 0, 0, 0, 1134, 0], [78, 0, 0, 0, 1, 0, 7, 2, 944, 0], [84, 0, 0, 48, 0, 0, 7, 8, 863, 0], [56, 0, 0, 0, 3, 0, 12, 44, 864, 3], [124, 0, 0, 0, 0, 0, 22, 3, 743, 0], [79, 0, 0, 0, 0, 0, 391, 2, 485, 1], [54, 0, 0, 1, 0, 0, 1, 338, 634, 0], [24, 0, 0, 0, 0, 0, 0, 1, 949, 0], [50, 0, 0, 0, 0, 0, 11, 18, 929, 1]]"
12,12,10,0.53075,0.5413,"[[895, 0, 0, 1, 0, 0, 49, 1, 34, 0], [0, 897, 0, 1, 0, 0, 5, 0, 232, 0], [63, 14, 99, 1, 4, 0, 170, 27, 633, 21], [54, 8, 0, 358, 0, 0, 54, 77, 458, 1], [6, 0, 0, 0, 498, 0, 169, 20, 189, 100], [88, 1, 2, 30, 1, 0, 293, 26, 449, 2], [14, 2, 2, 0, 5, 0, 832, 4, 99, 0], [16, 21, 1, 1, 10, 0, 9, 717, 240, 13], [39, 0, 1, 0, 6, 0, 74, 13, 840, 1], [21, 2, 0, 1, 108, 0, 90, 116, 394, 277]]"
13,13,10,0.55445,0.567,"[[920, 0, 0, 3, 0, 1, 22, 1, 33, 0], [0, 1088, 0, 4, 0, 0, 3, 0, 40, 0], [69, 114, 76, 7, 41, 0, 134, 34, 557, 0], [33, 56, 0, 509, 1, 13, 27, 74, 297, 0], [11, 5, 0, 0, 675, 0, 109, 18, 164, 0], [101, 25, 0, 57, 9, 86, 196, 32, 386, 0], [26, 13, 1, 0, 17, 0, 791, 1, 109, 0], [17, 98, 0, 3, 18, 0, 2, 751, 139, 0], [45, 43, 0, 3, 18, 3, 62, 26, 774, 0], [34, 14, 0, 3, 422, 0, 57, 151, 328, 0]]"
14,14,10,0.5913,0.6113,"[[915, 1, 2, 5, 0, 7, 31, 2, 17, 0], [0, 1111, 0, 7, 0, 0, 5, 0, 12, 0], [53, 179, 298, 23, 50, 0, 156, 26, 247, 0], [21, 108, 1, 635, 8, 34, 23, 76, 104, 0], [12, 14, 1, 0, 775, 0, 98, 12, 70, 0], [97, 45, 1, 81, 23, 163, 202, 23, 257, 0], [28, 29, 3, 1, 25, 0, 819, 0, 53, 0], [17, 142, 5, 5, 34, 0, 1, 782, 42, 0], [40, 98, 2, 27, 58, 12, 89, 34, 614, 0], [29, 51, 0, 7, 561, 1, 51, 166, 142, 1]]"
15,15,10,0.62975,0.6488,"[[923, 0, 3, 6, 0, 20, 11, 1, 16, 0], [0, 1111, 0, 10, 0, 0, 2, 0, 12, 0], [60, 130, 414, 25, 44, 3, 96, 32, 227, 1], [19, 69, 8, 695, 3, 44, 8, 78, 84, 2], [19, 11, 7, 0, 760, 0, 55, 38, 79, 13], [112, 34, 3, 89, 19, 268, 86, 26, 255, 0], [36, 25, 6, 1, 37, 4, 784, 0, 65, 0], [19, 103, 8, 9, 13, 1, 0, 841, 32, 2], [41, 78, 4, 45, 45, 53, 40, 47, 618, 3], [39, 36, 0, 10, 407, 5, 21, 278, 139, 74]]"
16,16,10,0.66585,0.6808,"[[918, 0, 8, 8, 0, 19, 18, 1, 8, 0], [0, 1110, 1, 13, 0, 0, 4, 0, 7, 0], [46, 115, 558, 47, 34, 5, 108, 25, 93, 1], [11, 51, 26, 768, 2, 43, 11, 61, 34, 3], [11, 11, 13, 0, 784, 0, 68, 22, 35, 38], [111, 27, 15, 112, 25, 278, 123, 13, 186, 2], [29, 25, 9, 1, 43, 3, 817, 1, 30, 0], [17, 92, 21, 7, 15, 0, 1, 849, 16, 10], [36, 68, 19, 82, 52, 66, 57, 46, 531, 17], [31, 34, 1, 18, 434, 4, 14, 216, 62, 195]]"
17,17,10,0.70265,0.7164,"[[929, 0, 6, 7, 0, 20, 8, 1, 9, 0], [0, 1108, 3, 11, 0, 0, 3, 0, 10, 0], [44, 110, 589, 51, 24, 5, 86, 23, 96, 4], [6, 39, 21, 814, 1, 35, 6, 42, 41, 5], [9, 11, 8, 0, 743, 0, 52, 22, 38, 99], [107, 24, 8, 122, 19, 320, 75, 8, 204, 5], [31, 23, 10, 1, 57, 7, 798, 1, 30, 0], [12, 82, 18, 7, 9, 0, 0, 857, 18, 25], [36, 64, 12, 78, 27, 67, 32, 37, 599, 22], [32, 29, 0, 19, 261, 6, 7, 189, 59, 407]]"
18,18,10,0.7227,0.7357,"[[925, 0, 10, 8, 0, 20, 14, 1, 2, 0], [0, 1099, 13, 12, 0, 0, 5, 0, 6, 0], [36, 77, 692, 47, 26, 5, 96, 21, 27, 5], [7, 37, 34, 821, 1, 33, 9, 38, 23, 7], [4, 9, 7, 0, 780, 0, 58, 15, 11, 98], [88, 21, 12, 121, 28, 359, 109, 8, 137, 9], [23, 20, 10, 0, 54, 6, 838, 1, 6, 0], [6, 71, 28, 3, 9, 1, 1, 858, 7, 44], [33, 65, 34, 93, 36, 75, 60, 34, 485, 59], [26, 26, 0, 15, 284, 5, 9, 132, 12, 500]]"
19,19,10,0.7421666666666666,0.7511,"[[931, 0, 1, 7, 0, 20, 7, 1, 13, 0], [0, 1094, 9, 11, 0, 0, 3, 0, 18, 0], [36, 74, 651, 41, 22, 7, 76, 18, 106, 1], [7, 28, 18, 821, 0, 38, 3, 29, 57, 9], [5, 8, 5, 0, 739, 0, 51, 16, 35, 123], [80, 14, 2, 115, 16, 385, 60, 4, 213, 3], [28, 14, 10, 0, 57, 15, 805, 1, 28, 0], [7, 67, 21, 6, 7, 2, 0, 862, 25, 31], [30, 44, 8, 54, 17, 57, 26, 27, 692, 19], [27, 20, 0, 20, 183, 10, 7, 153, 58, 531]]"
20,20,10,0.7489833333333333,0.7595,"[[929, 0, 10, 7, 0, 19, 12, 1, 2, 0], [0, 1094, 19, 11, 0, 1, 5, 0, 3, 2], [29, 61, 770, 40, 24, 3, 75, 17, 10, 3], [5, 31, 37, 843, 0, 25, 7, 31, 17, 14], [2, 8, 4, 0, 777, 0, 53, 7, 3, 128], [76, 19, 13, 129, 30, 414, 101, 4, 92, 14], [21, 13, 13, 0, 53, 6, 846, 1, 5, 0], [5, 65, 29, 3, 6, 1, 1, 846, 4, 68], [32, 64, 51, 103, 33, 78, 63, 25, 442, 83], [22, 20, 0, 19, 203, 5, 9, 95, 2, 634]]"
21,21,10,0.7612,0.7728,"[[934, 0, 1, 1, 0, 21, 9, 1, 13, 0], [0, 1089, 8, 9, 0, 0, 3, 0, 26, 0], [35, 54, 677, 33, 22, 4, 72, 20, 113, 2], [8, 23, 17, 805, 0, 41, 3, 28, 77, 8], [3, 6, 2, 0, 754, 0, 53, 14, 33, 117], [62, 12, 3, 91, 13, 447, 60, 4, 197, 3], [28, 8, 12, 0, 41, 16, 828, 1, 24, 0], [6, 51, 20, 3, 3, 2, 0, 875, 29, 39], [29, 33, 7, 36, 16, 36, 22, 26, 759, 10], [25, 18, 0, 11, 183, 11, 6, 141, 54, 560]]"
22,22,10,0.7655666666666666,0.7753,"[[932, 0, 8, 5, 0, 22, 12, 1, 0, 0], [0, 1092, 21, 12, 0, 1, 5, 0, 4, 0], [26, 43, 809, 39, 22, 4, 64, 13, 8, 4], [5, 24, 40, 862, 0, 25, 6, 22, 11, 15], [2, 6, 2, 0, 782, 0, 57, 4, 3, 126], [56, 18, 15, 127, 24, 507, 96, 3, 36, 10], [19, 10, 19, 0, 35, 8, 866, 1, 0, 0], [5, 56, 33, 5, 5, 3, 1, 836, 3, 81], [33, 59, 58, 121, 33, 91, 69, 21, 410, 79], [20, 17, 1, 21, 210, 8, 9, 65, 1, 657]]"
23,23,10,0.7729,0.786,"[[939, 0, 1, 0, 0, 17, 9, 1, 13, 0], [0, 1091, 3, 9, 0, 1, 3, 0, 28, 0], [32, 44, 716, 26, 24, 3, 67, 20, 98, 2], [9, 23, 19, 804, 0, 29, 3, 34, 81, 8], [2, 5, 1, 0, 774, 0, 50, 12, 25, 113], [62, 11, 5, 88, 12, 458, 58, 5, 188, 5], [28, 9, 12, 0, 36, 15, 839, 1, 18, 0], [4, 49, 19, 3, 3, 2, 0, 881, 29, 38], [29, 29, 6, 32, 16, 18, 21, 28, 786, 9], [22, 12, 1, 11, 183, 8, 7, 141, 52, 572]]"
24,24,10,0.7834333333333333,0.7894,"[[933, 0, 5, 4, 0, 25, 12, 1, 0, 0], [0, 1090, 21, 13, 0, 3, 4, 0, 4, 0], [23, 29, 828, 37, 23, 4, 62, 13, 9, 4], [5, 24, 37, 865, 0, 29, 5, 19, 12, 14], [2, 6, 2, 0, 782, 0, 55, 3, 3, 129], [40, 15, 11, 118, 23, 568, 78, 2, 29, 8], [20, 10, 19, 0, 33, 16, 859, 1, 0, 0], [3, 51, 32, 10, 4, 4, 1, 835, 3, 85], [26, 55, 38, 118, 34, 112, 58, 19, 444, 70], [19, 12, 2, 23, 186, 8, 8, 60, 1, 690]]"
25,25,10,0.7844166666666667,0.7985,"[[947, 0, 1, 1, 0, 10, 9, 1, 11, 0], [0, 1090, 4, 8, 0, 1, 3, 0, 29, 0], [29, 30, 768, 21, 27, 2, 59, 20, 75, 1], [10, 22, 25, 808, 0, 20, 3, 39, 75, 8], [2, 5, 1, 0, 809, 0, 45, 7, 17, 96], [61, 10, 7, 90, 15, 453, 63, 6, 182, 5], [22, 8, 15, 0, 34, 14, 850, 1, 14, 0], [4, 47, 22, 3, 3, 2, 0, 881, 25, 41], [28, 26, 7, 29, 20, 10, 18, 24, 800, 12], [23, 9, 2, 10, 213, 4, 6, 121, 42, 579]]"
26,26,10,0.79925,0.806,"[[935, 0, 4, 5, 0, 25, 10, 1, 0, 0], [0, 1091, 20, 12, 0, 3, 4, 0, 5, 0], [22, 24, 845, 36, 24, 4, 49, 13, 11, 4], [5, 23, 29, 864, 1, 30, 4, 22, 18, 14], [1, 6, 1, 0, 785, 0, 51, 3, 3, 132], [30, 14, 9, 111, 20, 611, 62, 2, 26, 7], [20, 10, 21, 0, 30, 18, 857, 1, 0, 1], [3, 50, 30, 7, 3, 5, 0, 851, 4, 75], [23, 47, 27, 103, 28, 113, 46, 20, 499, 68], [17, 9, 3, 19, 157, 9, 8, 62, 3, 722]]"
27,27,10,0.7954833333333333,0.8084,"[[948, 0, 1, 3, 0, 9, 9, 1, 9, 0], [0, 1090, 8, 8, 0, 1, 3, 0, 25, 0], [26, 22, 814, 18, 26, 2, 49, 17, 57, 1], [8, 22, 30, 822, 1, 15, 4, 31, 69, 8], [1, 5, 1, 0, 824, 0, 44, 5, 9, 93], [57, 9, 8, 97, 17, 468, 65, 5, 160, 6], [22, 7, 20, 0, 30, 11, 856, 1, 11, 0], [3, 44, 26, 3, 3, 2, 0, 880, 22, 45], [27, 26, 8, 32, 22, 8, 19, 22, 797, 13], [21, 9, 3, 12, 235, 4, 5, 102, 33, 585]]"
28,28,10,0.8108833333333333,0.8191,"[[938, 0, 3, 5, 0, 23, 10, 1, 0, 0], [0, 1098, 13, 11, 0, 1, 3, 0, 9, 0], [22, 21, 854, 31, 23, 3, 47, 13, 14, 4], [5, 22, 30, 863, 1, 28, 3, 23, 22, 13], [1, 6, 1, 0, 798, 0, 49, 3, 3, 121], [27, 13, 9, 92, 18, 642, 59, 2, 24, 6], [19, 9, 21, 0, 28, 18, 860, 1, 1, 1], [3, 47, 30, 6, 3, 6, 0, 861, 5, 67], [22, 39, 17, 87, 27, 90, 46, 20, 569, 57], [17, 9, 3, 18, 166, 10, 8, 67, 3, 708]]"
29,29,10,0.8094166666666667,0.8218,"[[945, 0, 2, 4, 0, 10, 10, 1, 8, 0], [0, 1092, 10, 9, 0, 1, 3, 0, 20, 0], [24, 15, 844, 20, 25, 1, 42, 16, 44, 1], [7, 20, 31, 844, 1, 15, 4, 24, 55, 9], [1, 5, 1, 0, 825, 0, 43, 4, 7, 96], [47, 9, 8, 106, 18, 523, 59, 3, 113, 6], [20, 6, 20, 0, 28, 12, 861, 1, 10, 0], [3, 44, 27, 3, 3, 2, 0, 880, 14, 52], [25, 24, 11, 40, 23, 10, 20, 18, 784, 19], [19, 9, 3, 15, 220, 5, 5, 92, 21, 620]]"
30,30,10,0.8209166666666666,0.831,"[[943, 0, 3, 5, 0, 16, 10, 2, 1, 0], [0, 1100, 8, 11, 0, 1, 3, 0, 12, 0], [19, 17, 863, 25, 23, 3, 42, 15, 22, 3], [5, 22, 29, 863, 1, 27, 3, 23, 25, 12], [1, 6, 1, 0, 813, 0, 44, 3, 4, 110], [26, 12, 8, 89, 16, 646, 59, 2, 28, 6], [18, 7, 18, 0, 28, 19, 865, 1, 1, 1], [1, 47, 28, 5, 3, 5, 0, 869, 5, 65], [21, 38, 13, 71, 27, 64, 36, 21, 640, 43], [16, 9, 4, 17, 168, 8, 6, 69, 4, 708]]"
31,31,10,0.8205166666666667,0.8327,"[[944, 0, 2, 4, 0, 12, 10, 2, 6, 0], [0, 1094, 9, 9, 0, 1, 3, 0, 19, 0], [19, 12, 866, 20, 24, 1, 35, 16, 37, 2], [6, 19, 36, 851, 1, 14, 4, 23, 46, 10], [1, 6, 2, 0, 822, 0, 43, 4, 6, 98], [38, 9, 8, 95, 17, 582, 56, 3, 79, 5], [20, 5, 21, 0, 26, 15, 865, 1, 5, 0], [2, 42, 30, 3, 3, 4, 0, 878, 13, 53], [24, 24, 12, 46, 23, 17, 20, 18, 771, 19], [18, 9, 5, 14, 201, 6, 5, 82, 15, 654]]"
32,32,10,0.8289333333333333,0.8387,"[[943, 0, 3, 5, 0, 13, 11, 2, 3, 0], [0, 1098, 8, 11, 0, 1, 3, 0, 14, 0], [18, 13, 870, 24, 24, 2, 34, 15, 29, 3], [6, 20, 30, 866, 1, 21, 3, 22, 31, 10], [1, 6, 2, 0, 815, 0, 44, 3, 4, 107], [25, 11, 8, 86, 15, 643, 57, 2, 39, 6], [19, 6, 19, 0, 26, 17, 867, 1, 2, 1], [1, 42, 29, 6, 4, 4, 0, 873, 7, 62], [21, 31, 14, 59, 26, 41, 28, 21, 701, 32], [16, 9, 5, 17, 167, 7, 6, 66, 5, 711]]"
33,33,10,0.8296166666666667,0.8399,"[[944, 0, 3, 6, 0, 11, 11, 2, 3, 0], [0, 1098, 8, 10, 0, 1, 3, 0, 15, 0], [20, 12, 873, 15, 25, 1, 32, 17, 35, 2], [6, 18, 35, 859, 1, 16, 3, 22, 40, 10], [1, 6, 3, 0, 825, 0, 43, 3, 5, 96], [37, 10, 8, 86, 18, 609, 57, 3, 59, 5], [20, 6, 19, 0, 26, 16, 868, 1, 2, 0], [2, 39, 31, 4, 4, 4, 0, 881, 10, 53], [23, 26, 13, 47, 24, 22, 21, 18, 757, 23], [16, 9, 6, 16, 187, 7, 6, 70, 7, 685]]"
34,34,10,0.83505,0.8441,"[[944, 0, 2, 5, 0, 13, 11, 2, 3, 0], [0, 1097, 8, 11, 0, 1, 3, 1, 14, 0], [21, 11, 876, 17, 25, 1, 29, 16, 33, 3], [5, 20, 32, 869, 0, 19, 3, 20, 33, 9], [1, 6, 3, 0, 818, 0, 43, 3, 4, 104], [23, 10, 8, 84, 15, 642, 57, 2, 45, 6], [18, 6, 19, 0, 25, 17, 869, 1, 2, 1], [1, 38, 31, 8, 4, 4, 0, 875, 7, 60], [22, 28, 13, 52, 25, 30, 22, 20, 736, 26], [15, 8, 5, 17, 166, 7, 7, 64, 5, 715]]"
35,35,10,0.8369166666666666,0.8477,"[[946, 0, 2, 7, 0, 9, 11, 2, 3, 0], [0, 1097, 8, 10, 0, 1, 3, 1, 15, 0], [20, 9, 880, 16, 24, 1, 28, 16, 35, 3], [5, 20, 33, 872, 0, 15, 3, 18, 35, 9], [1, 6, 3, 0, 830, 0, 39, 3, 5, 95], [26, 10, 8, 86, 15, 634, 55, 2, 50, 6], [18, 6, 18, 0, 26, 17, 869, 1, 2, 1], [1, 36, 31, 6, 4, 4, 0, 883, 8, 55], [18, 24, 12, 49, 24, 24, 21, 20, 761, 21], [15, 8, 6, 17, 174, 7, 7, 65, 5, 705]]"
36,36,10,0.8408,0.8511,"[[946, 0, 2, 7, 0, 9, 11, 2, 3, 0], [0, 1098, 8, 11, 0, 1, 3, 1, 13, 0], [21, 8, 885, 17, 24, 1, 28, 16, 29, 3], [5, 20, 32, 872, 0, 16, 3, 18, 35, 9], [1, 6, 3, 0, 828, 0, 39, 3, 4, 98], [22, 9, 7, 81, 15, 651, 56, 2, 43, 6], [18, 5, 17, 0, 25, 17, 872, 1, 2, 1], [2, 34, 31, 5, 4, 4, 0, 881, 8, 59], [17, 25, 12, 49, 25, 27, 21, 19, 752, 27], [15, 8, 5, 16, 158, 7, 6, 63, 5, 726]]"
37,37,10,0.8426666666666667,0.8526,"[[945, 0, 2, 7, 0, 9, 12, 2, 3, 0], [0, 1097, 8, 10, 0, 1, 3, 1, 15, 0], [21, 7, 885, 15, 25, 1, 28, 16, 32, 2], [5, 19, 32, 876, 0, 15, 3, 17, 34, 9], [1, 6, 3, 0, 831, 0, 38, 3, 5, 95], [24, 7, 7, 83, 15, 650, 54, 2, 44, 6], [17, 5, 16, 0, 25, 16, 875, 1, 2, 1], [2, 34, 31, 5, 4, 3, 0, 884, 8, 57], [16, 24, 12, 44, 25, 26, 21, 19, 768, 19], [15, 8, 5, 19, 163, 8, 6, 64, 6, 715]]"
38,38,10,0.8455833333333334,0.8546,"[[945, 0, 2, 7, 0, 9, 12, 2, 3, 0], [0, 1101, 7, 10, 0, 1, 3, 1, 12, 0], [21, 7, 887, 12, 24, 1, 28, 17, 32, 3], [5, 19, 31, 878, 0, 17, 3, 17, 32, 8], [1, 6, 3, 0, 829, 0, 37, 2, 4, 100], [22, 6, 6, 81, 16, 659, 54, 2, 40, 6], [17, 5, 16, 0, 25, 19, 873, 1, 1, 1], [2, 34, 30, 5, 4, 3, 0, 883, 8, 59], [16, 25, 11, 44, 26, 28, 19, 19, 763, 23], [14, 8, 5, 19, 155, 7, 6, 61, 6, 728]]"
39,39,10,0.8475333333333334,0.8583,"[[946, 0, 2, 7, 0, 8, 12, 2, 3, 0], [0, 1101, 7, 10, 0, 1, 3, 1, 12, 0], [21, 7, 894, 11, 25, 0, 27, 17, 28, 2], [5, 18, 32, 880, 0, 16, 2, 17, 33, 7], [1, 5, 3, 0, 837, 0, 36, 2, 4, 94], [22, 5, 6, 79, 16, 664, 54, 1, 39, 6], [17, 5, 15, 0, 22, 17, 880, 1, 1, 0], [2, 34, 30, 5, 4, 3, 0, 884, 8, 58], [16, 23, 10, 44, 26, 27, 19, 19, 769, 21], [14, 8, 5, 18, 155, 6, 6, 63, 6, 728]]"
40,40,10,0.8508166666666667,0.8609,"[[946, 0, 2, 7, 0, 9, 12, 2, 2, 0], [0, 1102, 6, 10, 0, 1, 3, 1, 12, 0], [21, 7, 895, 11, 25, 0, 27, 17, 27, 2], [6, 17, 30, 881, 0, 16, 2, 18, 33, 7], [1, 5, 3, 0, 837, 0, 36, 2, 4, 94], [22, 5, 6, 76, 16, 671, 52, 1, 37, 6], [17, 5, 14, 0, 22, 19, 879, 1, 1, 0], [2, 32, 30, 5, 4, 3, 0, 886, 7, 59], [16, 22, 10, 43, 26, 27, 19, 18, 769, 24], [14, 7, 4, 18, 146, 6, 6, 59, 6, 743]]"
41,41,10,0.853,0.8629,"[[946, 0, 2, 7, 0, 9, 12, 2, 2, 0], [0, 1102, 6, 10, 0, 1, 3, 1, 12, 0], [21, 5, 898, 11, 24, 0, 29, 17, 25, 2], [6, 16, 30, 882, 0, 16, 2, 18, 33, 7], [1, 5, 3, 0, 844, 0, 36, 2, 4, 87], [22, 5, 6, 74, 16, 674, 52, 1, 36, 6], [17, 5, 14, 0, 21, 18, 881, 1, 1, 0], [2, 30, 31, 6, 4, 2, 0, 887, 7, 59], [15, 22, 9, 45, 23, 27, 21, 18, 773, 21], [14, 7, 5, 18, 146, 7, 6, 58, 6, 742]]"
