,Round,Daisy,Epoch,Test Accuracy,Confusion Matrix
15,15,10,10,0.3787,"[[425, 92, 56, 23, 37, 13, 24, 57, 192, 81], [50, 519, 13, 26, 23, 15, 29, 46, 86, 193], [86, 40, 160, 112, 191, 79, 163, 88, 33, 48], [44, 43, 90, 200, 83, 144, 196, 97, 32, 71], [60, 28, 69, 52, 310, 46, 257, 94, 38, 46], [27, 33, 105, 185, 87, 234, 179, 81, 22, 47], [16, 30, 34, 74, 125, 53, 557, 54, 9, 48], [36, 57, 47, 70, 104, 65, 96, 403, 23, 99], [109, 105, 10, 32, 38, 16, 15, 30, 495, 150], [36, 209, 8, 34, 19, 28, 39, 55, 88, 484]]"
16,16,10,10,0.371,"[[411, 136, 32, 12, 27, 1, 24, 47, 227, 83], [28, 638, 11, 22, 11, 5, 15, 31, 84, 155], [93, 73, 154, 113, 138, 33, 192, 106, 43, 55], [45, 82, 77, 209, 60, 75, 190, 119, 49, 94], [56, 74, 57, 62, 232, 22, 270, 130, 53, 44], [30, 69, 92, 203, 55, 122, 191, 123, 50, 65], [15, 67, 25, 82, 75, 23, 545, 80, 20, 68], [35, 110, 39, 63, 78, 14, 92, 427, 33, 109], [87, 155, 8, 22, 24, 9, 13, 27, 518, 137], [26, 293, 8, 27, 14, 16, 18, 46, 98, 454]]"
17,17,10,10,0.3823,"[[436, 68, 50, 22, 38, 17, 25, 49, 213, 82], [51, 480, 17, 23, 15, 19, 29, 38, 103, 225], [92, 32, 168, 104, 148, 108, 180, 83, 36, 49], [54, 28, 92, 199, 63, 174, 197, 84, 38, 71], [60, 24, 73, 51, 254, 59, 300, 96, 42, 41], [28, 24, 104, 153, 62, 285, 191, 77, 31, 45], [16, 26, 37, 71, 80, 74, 585, 46, 15, 50], [36, 50, 45, 71, 91, 85, 103, 403, 25, 91], [105, 88, 9, 36, 34, 26, 13, 23, 519, 147], [35, 170, 13, 38, 14, 39, 36, 52, 109, 494]]"
18,18,10,10,0.3814,"[[441, 91, 51, 22, 50, 11, 23, 41, 196, 74], [50, 554, 16, 29, 21, 10, 20, 37, 84, 179], [100, 41, 204, 124, 190, 53, 140, 74, 29, 45], [53, 50, 94, 225, 104, 115, 184, 78, 29, 68], [58, 51, 94, 62, 353, 31, 207, 75, 40, 29], [30, 36, 133, 202, 89, 200, 174, 74, 21, 41], [12, 43, 48, 87, 162, 34, 511, 46, 9, 48], [36, 64, 50, 84, 124, 48, 101, 374, 21, 98], [118, 108, 11, 31, 43, 19, 19, 27, 500, 124], [40, 233, 14, 36, 22, 24, 43, 46, 90, 452]]"
19,19,10,10,0.3801,"[[413, 88, 42, 15, 34, 21, 27, 40, 222, 98], [40, 549, 15, 23, 6, 17, 23, 24, 85, 218], [85, 46, 172, 91, 108, 141, 188, 65, 42, 62], [46, 40, 82, 169, 46, 205, 199, 74, 40, 99], [56, 40, 84, 46, 195, 91, 302, 89, 48, 49], [29, 35, 95, 141, 37, 313, 181, 74, 29, 66], [9, 34, 38, 59, 41, 94, 589, 49, 15, 72], [36, 63, 41, 52, 70, 103, 105, 371, 25, 134], [102, 119, 8, 26, 23, 22, 15, 24, 507, 154], [25, 199, 11, 24, 12, 41, 33, 36, 96, 523]]"
20,20,10,10,0.3759,"[[447, 114, 43, 20, 40, 14, 26, 58, 169, 69], [44, 581, 16, 26, 13, 16, 22, 41, 81, 160], [88, 47, 151, 119, 150, 94, 177, 98, 39, 37], [46, 49, 74, 198, 63, 129, 220, 114, 34, 73], [62, 52, 64, 54, 260, 44, 273, 117, 42, 32], [24, 40, 92, 192, 59, 213, 199, 108, 22, 51], [12, 45, 24, 63, 98, 60, 577, 61, 12, 48], [36, 66, 36, 70, 86, 56, 105, 444, 21, 80], [127, 134, 11, 32, 28, 23, 16, 35, 472, 122], [31, 275, 10, 26, 14, 31, 37, 68, 92, 416]]"
21,21,10,10,0.3834,"[[455, 69, 60, 17, 45, 17, 33, 56, 161, 87], [59, 511, 18, 26, 14, 18, 25, 46, 70, 213], [83, 32, 203, 81, 168, 108, 169, 85, 29, 42], [43, 26, 96, 155, 85, 185, 219, 97, 27, 67], [53, 38, 86, 42, 274, 66, 273, 95, 34, 39], [27, 26, 109, 135, 70, 271, 198, 94, 18, 52], [10, 25, 39, 46, 92, 64, 605, 57, 7, 55], [33, 52, 48, 49, 109, 76, 115, 410, 15, 93], [136, 102, 15, 26, 40, 26, 19, 35, 446, 155], [36, 193, 16, 21, 17, 35, 50, 59, 69, 504]]"
22,22,10,10,0.3763,"[[390, 77, 50, 26, 51, 16, 25, 55, 237, 73], [44, 512, 14, 37, 21, 15, 26, 46, 93, 192], [73, 32, 166, 135, 186, 107, 140, 79, 42, 40], [39, 34, 71, 217, 94, 166, 190, 90, 35, 64], [49, 38, 77, 70, 304, 54, 226, 100, 43, 39], [21, 25, 86, 207, 78, 253, 166, 91, 24, 49], [7, 23, 29, 89, 135, 66, 524, 65, 14, 48], [33, 48, 38, 82, 118, 75, 84, 421, 23, 78], [92, 95, 10, 36, 46, 28, 16, 31, 519, 127], [31, 213, 15, 33, 21, 32, 45, 58, 95, 457]]"
23,23,10,10,0.3852,"[[500, 78, 54, 25, 26, 17, 34, 30, 163, 73], [66, 547, 14, 27, 6, 17, 33, 27, 91, 172], [94, 44, 204, 121, 77, 99, 213, 67, 34, 47], [55, 38, 85, 205, 39, 166, 238, 69, 35, 70], [61, 46, 103, 60, 164, 62, 344, 87, 35, 38], [36, 33, 122, 172, 27, 280, 197, 69, 16, 48], [11, 32, 34, 77, 31, 62, 652, 35, 11, 55], [47, 67, 51, 78, 65, 80, 135, 363, 22, 92], [167, 104, 13, 33, 24, 22, 22, 23, 476, 116], [44, 230, 14, 27, 12, 35, 47, 37, 93, 461]]"
24,24,10,10,0.3832,"[[395, 75, 52, 20, 43, 14, 28, 44, 227, 102], [39, 502, 14, 26, 14, 15, 23, 33, 91, 243], [74, 35, 185, 120, 169, 89, 138, 91, 43, 56], [43, 31, 79, 206, 96, 149, 175, 99, 35, 87], [48, 35, 94, 67, 308, 49, 211, 97, 42, 49], [25, 26, 106, 181, 66, 255, 154, 97, 25, 65], [11, 26, 43, 90, 129, 58, 506, 63, 8, 66], [35, 51, 50, 65, 106, 60, 78, 432, 19, 104], [102, 98, 14, 27, 32, 22, 18, 34, 507, 146], [26, 185, 12, 25, 15, 31, 30, 62, 78, 536]]"
