,Round,Daisy,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,10,1,0.55032,0.5787,"[[599, 41, 57, 19, 14, 6, 24, 18, 151, 71], [25, 716, 13, 16, 2, 6, 16, 7, 56, 143], [62, 15, 470, 75, 88, 87, 104, 45, 30, 24], [32, 18, 74, 386, 42, 203, 128, 55, 25, 37], [36, 11, 128, 67, 411, 52, 138, 112, 32, 13], [17, 8, 84, 199, 33, 480, 72, 71, 20, 16], [4, 12, 66, 74, 67, 34, 699, 13, 11, 20], [22, 9, 32, 64, 50, 96, 34, 644, 10, 39], [87, 61, 7, 18, 6, 17, 8, 4, 736, 56], [27, 176, 15, 23, 2, 10, 24, 15, 62, 646]]"
11,11,10,1,0.55834,0.589,"[[621, 40, 44, 19, 15, 10, 25, 21, 137, 68], [29, 730, 10, 14, 4, 4, 16, 8, 55, 130], [70, 15, 428, 77, 116, 87, 106, 48, 30, 23], [30, 17, 63, 369, 50, 224, 138, 51, 22, 36], [37, 9, 88, 63, 452, 52, 146, 111, 30, 12], [15, 7, 65, 169, 40, 523, 74, 71, 18, 18], [5, 11, 50, 62, 76, 35, 712, 20, 11, 18], [21, 9, 21, 49, 58, 99, 38, 660, 9, 36], [89, 65, 7, 15, 8, 16, 9, 6, 730, 55], [24, 169, 11, 21, 2, 16, 21, 15, 56, 665]]"
12,12,10,1,0.56534,0.5901,"[[625, 41, 48, 20, 15, 7, 21, 15, 144, 64], [25, 746, 12, 10, 5, 4, 15, 6, 54, 123], [64, 21, 463, 74, 108, 71, 107, 38, 31, 23], [29, 20, 81, 362, 56, 193, 149, 46, 30, 34], [35, 10, 112, 59, 453, 39, 146, 103, 31, 12], [16, 8, 82, 185, 46, 476, 82, 59, 21, 25], [4, 12, 54, 58, 72, 28, 726, 13, 12, 21], [22, 13, 31, 57, 68, 80, 43, 632, 10, 44], [82, 65, 7, 14, 5, 13, 7, 4, 753, 50], [22, 178, 15, 19, 3, 11, 19, 14, 54, 665]]"
13,13,10,1,0.57642,0.5946,"[[653, 37, 39, 24, 18, 10, 23, 16, 120, 60], [31, 762, 14, 15, 3, 5, 19, 6, 49, 96], [67, 19, 454, 73, 92, 84, 121, 40, 28, 22], [29, 20, 79, 361, 41, 210, 164, 47, 22, 27], [36, 9, 115, 68, 425, 42, 154, 117, 23, 11], [13, 7, 73, 179, 38, 507, 83, 66, 17, 17], [4, 11, 47, 61, 58, 29, 750, 16, 7, 17], [22, 7, 25, 59, 57, 94, 38, 657, 8, 33], [95, 67, 7, 14, 4, 17, 10, 5, 736, 45], [30, 184, 12, 21, 2, 11, 29, 18, 52, 641]]"
14,14,10,1,0.5809,0.6053,"[[656, 28, 36, 15, 21, 13, 21, 21, 127, 62], [32, 762, 12, 9, 4, 3, 16, 7, 52, 103], [68, 17, 451, 71, 115, 82, 97, 46, 30, 23], [34, 21, 72, 339, 60, 223, 143, 53, 28, 27], [35, 8, 84, 51, 501, 44, 132, 111, 23, 11], [16, 6, 64, 163, 52, 513, 75, 65, 19, 27], [6, 12, 39, 56, 81, 31, 725, 24, 8, 18], [21, 8, 23, 46, 74, 81, 30, 675, 10, 32], [87, 63, 4, 13, 6, 12, 9, 5, 760, 41], [29, 166, 11, 17, 4, 12, 22, 13, 55, 671]]"
15,15,10,1,0.58416,0.6088,"[[654, 36, 34, 18, 17, 14, 25, 17, 113, 72], [25, 778, 9, 12, 4, 4, 14, 6, 33, 115], [64, 23, 453, 84, 103, 89, 89, 43, 27, 25], [22, 17, 73, 390, 37, 225, 120, 57, 26, 33], [34, 11, 98, 57, 459, 59, 123, 124, 23, 12], [14, 8, 52, 177, 38, 539, 62, 72, 16, 22], [4, 12, 38, 68, 75, 40, 708, 24, 8, 23], [20, 8, 23, 49, 63, 92, 28, 672, 7, 38], [91, 65, 4, 15, 5, 12, 8, 6, 740, 54], [24, 156, 13, 22, 2, 12, 22, 11, 43, 695]]"
16,16,10,1,0.5913,0.6122,"[[669, 32, 43, 24, 20, 10, 16, 13, 122, 51], [39, 764, 11, 10, 5, 3, 15, 6, 44, 103], [62, 18, 482, 81, 102, 82, 87, 37, 29, 20], [28, 18, 82, 406, 45, 206, 115, 42, 31, 27], [31, 7, 110, 66, 467, 43, 135, 108, 24, 9], [15, 8, 68, 186, 40, 512, 67, 62, 25, 17], [7, 11, 48, 71, 69, 37, 712, 16, 10, 19], [22, 9, 27, 57, 69, 83, 31, 659, 12, 31], [92, 56, 7, 14, 6, 9, 10, 4, 769, 33], [33, 149, 15, 21, 4, 12, 19, 12, 53, 682]]"
17,17,10,1,0.59666,0.6164,"[[673, 30, 39, 17, 15, 12, 19, 16, 119, 60], [39, 770, 11, 11, 3, 5, 16, 9, 36, 100], [67, 17, 477, 75, 97, 85, 91, 46, 22, 23], [27, 21, 78, 378, 45, 210, 129, 55, 28, 29], [30, 8, 96, 57, 470, 43, 136, 124, 24, 12], [15, 8, 60, 164, 45, 532, 69, 68, 21, 18], [8, 13, 35, 63, 67, 38, 731, 17, 9, 19], [19, 9, 27, 48, 59, 77, 30, 686, 12, 33], [94, 62, 5, 14, 8, 8, 9, 5, 754, 41], [31, 155, 15, 16, 5, 11, 19, 11, 44, 693]]"
18,18,10,1,0.5992,0.6176,"[[699, 29, 40, 18, 17, 12, 20, 13, 101, 51], [39, 756, 10, 10, 0, 5, 18, 12, 35, 115], [67, 16, 489, 71, 88, 94, 91, 39, 24, 21], [28, 18, 81, 387, 43, 225, 114, 49, 27, 28], [35, 6, 109, 56, 455, 59, 129, 121, 21, 9], [15, 8, 62, 153, 36, 560, 61, 71, 18, 16], [5, 9, 41, 68, 63, 46, 722, 20, 10, 16], [22, 9, 31, 52, 60, 86, 33, 665, 9, 33], [101, 58, 9, 14, 6, 11, 11, 4, 755, 31], [35, 144, 13, 17, 6, 14, 23, 12, 48, 688]]"
19,19,10,1,0.60102,0.6193,"[[671, 36, 40, 18, 19, 10, 18, 16, 129, 43], [40, 783, 9, 7, 5, 4, 14, 7, 44, 87], [63, 17, 509, 70, 109, 76, 71, 42, 26, 17], [25, 18, 87, 382, 60, 215, 106, 50, 34, 23], [27, 7, 119, 52, 514, 37, 106, 104, 26, 8], [14, 10, 71, 163, 49, 530, 57, 68, 23, 15], [6, 14, 55, 60, 80, 43, 699, 19, 11, 13], [18, 10, 37, 46, 79, 72, 29, 672, 12, 25], [85, 55, 7, 14, 7, 9, 11, 4, 784, 24], [35, 167, 12, 19, 6, 14, 23, 17, 58, 649]]"
20,20,10,1,0.60492,0.6207,"[[656, 42, 31, 15, 18, 10, 22, 13, 133, 60], [27, 784, 10, 7, 2, 4, 14, 8, 38, 106], [64, 19, 451, 74, 122, 76, 103, 42, 24, 25], [26, 23, 67, 359, 66, 202, 133, 56, 33, 35], [24, 9, 75, 45, 526, 34, 128, 119, 27, 13], [15, 10, 54, 145, 55, 510, 76, 82, 27, 26], [5, 15, 24, 49, 77, 28, 749, 18, 12, 23], [18, 9, 22, 51, 69, 67, 34, 685, 10, 35], [71, 53, 3, 9, 7, 8, 14, 4, 788, 43], [28, 157, 9, 16, 6, 7, 22, 13, 43, 699]]"
21,21,10,1,0.6077,0.6246,"[[659, 34, 44, 20, 19, 7, 24, 18, 126, 49], [33, 774, 13, 9, 5, 4, 17, 10, 44, 91], [62, 15, 488, 73, 114, 72, 98, 40, 23, 15], [25, 20, 74, 387, 53, 198, 133, 51, 32, 27], [27, 8, 93, 54, 526, 35, 118, 109, 22, 8], [11, 8, 62, 169, 59, 505, 80, 66, 21, 19], [4, 7, 32, 62, 71, 28, 750, 19, 10, 17], [18, 4, 30, 54, 80, 65, 34, 677, 10, 28], [75, 48, 7, 15, 6, 8, 15, 2, 789, 35], [29, 147, 9, 18, 7, 8, 26, 15, 50, 691]]"
22,22,10,1,0.61438,0.6246,"[[673, 37, 39, 20, 16, 10, 22, 17, 109, 57], [35, 749, 11, 11, 5, 5, 17, 9, 30, 128], [64, 15, 489, 71, 108, 67, 109, 35, 22, 20], [26, 17, 78, 379, 58, 195, 140, 51, 27, 29], [26, 7, 91, 63, 517, 32, 131, 102, 21, 10], [13, 8, 62, 166, 58, 509, 82, 63, 19, 20], [4, 9, 33, 56, 63, 29, 764, 13, 9, 20], [17, 4, 34, 53, 80, 66, 35, 674, 8, 29], [86, 51, 8, 15, 7, 8, 19, 1, 763, 42], [24, 129, 9, 19, 6, 9, 27, 12, 36, 729]]"
23,23,10,1,0.61648,0.6269,"[[664, 39, 40, 17, 15, 10, 22, 17, 125, 51], [30, 785, 10, 7, 4, 8, 16, 7, 40, 93], [64, 15, 504, 61, 91, 79, 107, 39, 23, 17], [22, 17, 84, 377, 47, 214, 139, 49, 28, 23], [25, 8, 112, 52, 500, 42, 122, 106, 25, 8], [12, 9, 65, 146, 53, 541, 76, 59, 19, 20], [5, 9, 42, 53, 54, 41, 756, 14, 11, 15], [23, 6, 28, 54, 68, 72, 37, 674, 11, 27], [83, 49, 9, 11, 8, 9, 18, 2, 774, 37], [26, 147, 9, 20, 5, 9, 32, 14, 44, 694]]"
24,24,10,1,0.61988,0.6325,"[[671, 45, 34, 22, 16, 11, 20, 17, 112, 52], [26, 790, 7, 10, 3, 6, 14, 9, 40, 95], [66, 15, 470, 93, 101, 81, 86, 43, 26, 19], [26, 21, 59, 445, 47, 205, 101, 44, 29, 23], [27, 8, 88, 74, 495, 43, 113, 113, 29, 10], [11, 10, 54, 172, 44, 543, 61, 66, 21, 18], [6, 12, 39, 80, 52, 38, 732, 14, 11, 16], [19, 3, 25, 72, 60, 67, 28, 689, 9, 28], [79, 51, 5, 13, 5, 11, 16, 2, 784, 34], [24, 139, 8, 26, 5, 9, 30, 10, 43, 706]]"
25,25,10,1,0.62262,0.6321,"[[671, 43, 43, 19, 14, 10, 21, 17, 112, 50], [31, 797, 8, 10, 2, 7, 16, 9, 41, 79], [66, 15, 506, 71, 95, 73, 105, 35, 20, 14], [25, 23, 73, 409, 54, 193, 131, 48, 25, 19], [24, 7, 99, 61, 513, 37, 123, 107, 24, 5], [11, 9, 65, 176, 51, 513, 79, 64, 16, 16], [6, 9, 40, 59, 47, 39, 764, 14, 10, 12], [21, 3, 27, 69, 73, 63, 32, 680, 7, 25], [78, 49, 9, 18, 8, 10, 21, 3, 771, 33], [26, 146, 9, 28, 5, 8, 29, 10, 42, 697]]"
26,26,10,1,0.6283,0.6362,"[[661, 43, 46, 19, 14, 10, 21, 18, 115, 53], [26, 790, 9, 9, 3, 8, 14, 9, 35, 97], [58, 12, 488, 75, 113, 74, 100, 43, 23, 14], [28, 21, 68, 409, 55, 200, 121, 53, 25, 20], [23, 7, 88, 64, 528, 31, 113, 117, 22, 7], [14, 8, 63, 160, 54, 528, 74, 68, 15, 16], [6, 6, 38, 61, 58, 39, 754, 18, 7, 13], [17, 3, 26, 64, 67, 62, 31, 699, 6, 25], [69, 48, 9, 15, 9, 8, 18, 4, 782, 38], [25, 132, 8, 21, 6, 9, 33, 14, 29, 723]]"
27,27,10,1,0.62708,0.6407,"[[667, 36, 44, 20, 12, 11, 19, 19, 115, 57], [26, 782, 10, 8, 2, 11, 14, 9, 36, 102], [55, 11, 513, 66, 99, 88, 81, 41, 25, 21], [25, 20, 66, 411, 47, 229, 102, 49, 25, 26], [25, 6, 101, 61, 514, 43, 97, 120, 24, 9], [12, 7, 67, 146, 46, 568, 55, 62, 18, 19], [6, 7, 44, 66, 55, 50, 728, 18, 9, 17], [17, 5, 29, 58, 53, 78, 29, 696, 7, 28], [68, 50, 9, 14, 7, 10, 16, 3, 784, 39], [19, 117, 8, 23, 6, 8, 24, 12, 39, 744]]"
28,28,10,1,0.63254,0.6396,"[[669, 36, 42, 21, 13, 8, 23, 18, 114, 56], [30, 789, 10, 10, 3, 6, 12, 6, 35, 99], [65, 12, 502, 66, 102, 66, 102, 41, 28, 16], [26, 25, 70, 437, 53, 172, 118, 48, 27, 24], [25, 8, 109, 59, 523, 23, 116, 107, 22, 8], [9, 7, 65, 184, 50, 503, 80, 65, 18, 19], [8, 9, 41, 62, 43, 34, 760, 17, 9, 17], [22, 5, 28, 61, 66, 59, 30, 693, 9, 27], [74, 46, 8, 15, 13, 6, 13, 3, 778, 44], [23, 120, 8, 22, 5, 5, 25, 10, 40, 742]]"
29,29,10,1,0.63034,0.6407,"[[671, 38, 42, 22, 11, 7, 22, 17, 123, 47], [29, 803, 12, 12, 2, 5, 11, 7, 44, 75], [63, 16, 512, 74, 94, 76, 87, 32, 31, 15], [23, 24, 70, 452, 47, 185, 110, 41, 29, 19], [28, 9, 105, 64, 533, 42, 99, 89, 24, 7], [15, 8, 69, 189, 44, 534, 53, 55, 18, 15], [8, 9, 44, 74, 50, 42, 736, 12, 9, 16], [24, 6, 33, 72, 69, 67, 33, 664, 7, 25], [66, 45, 8, 17, 7, 9, 14, 1, 807, 26], [25, 157, 9, 25, 5, 7, 24, 7, 46, 695]]"
30,30,10,1,0.63798,0.6414,"[[686, 39, 33, 18, 14, 8, 25, 16, 114, 47], [30, 808, 9, 10, 2, 5, 12, 9, 37, 78], [71, 18, 498, 63, 93, 79, 99, 37, 28, 14], [25, 26, 67, 422, 45, 194, 128, 44, 28, 21], [26, 7, 99, 56, 525, 38, 118, 99, 25, 7], [13, 6, 70, 166, 42, 534, 70, 64, 22, 13], [10, 8, 44, 54, 45, 39, 765, 14, 9, 12], [22, 3, 29, 64, 68, 66, 32, 677, 10, 29], [77, 41, 6, 15, 7, 8, 16, 2, 794, 34], [30, 146, 9, 23, 4, 6, 27, 10, 40, 705]]"
31,31,10,1,0.63718,0.6443,"[[691, 34, 38, 20, 12, 7, 19, 15, 123, 41], [27, 805, 10, 11, 2, 5, 11, 6, 45, 78], [73, 16, 530, 73, 88, 75, 73, 32, 27, 13], [30, 23, 70, 450, 47, 194, 97, 41, 28, 20], [33, 7, 109, 62, 539, 42, 90, 87, 25, 6], [16, 6, 77, 180, 39, 536, 45, 59, 24, 18], [11, 10, 43, 67, 58, 45, 727, 14, 12, 13], [26, 5, 34, 75, 70, 69, 24, 663, 9, 25], [73, 41, 7, 17, 6, 6, 14, 0, 809, 27], [33, 149, 10, 24, 4, 6, 23, 10, 48, 693]]"
32,32,10,1,0.6386,0.6449,"[[677, 37, 37, 19, 12, 10, 23, 16, 124, 45], [27, 787, 8, 10, 2, 6, 15, 5, 48, 92], [68, 15, 506, 69, 95, 68, 100, 35, 27, 17], [26, 21, 68, 422, 43, 208, 112, 47, 28, 25], [26, 4, 89, 55, 525, 41, 115, 112, 26, 7], [17, 6, 69, 166, 38, 544, 61, 64, 20, 15], [10, 8, 38, 61, 42, 40, 767, 13, 10, 11], [26, 3, 28, 59, 65, 66, 30, 686, 8, 29], [69, 37, 5, 16, 8, 8, 14, 2, 815, 26], [31, 128, 8, 17, 6, 5, 27, 11, 47, 720]]"
33,33,10,1,0.6416,0.6472,"[[677, 38, 31, 18, 12, 10, 23, 19, 118, 54], [25, 797, 7, 10, 2, 7, 12, 6, 39, 95], [59, 16, 501, 79, 91, 82, 86, 36, 29, 21], [23, 23, 58, 454, 44, 195, 97, 46, 30, 30], [26, 5, 89, 62, 529, 40, 110, 105, 26, 8], [13, 6, 65, 183, 36, 528, 56, 69, 22, 22], [9, 9, 33, 71, 47, 43, 749, 15, 11, 13], [21, 4, 28, 71, 60, 62, 28, 686, 7, 33], [66, 43, 5, 17, 8, 6, 14, 2, 804, 35], [22, 127, 7, 21, 5, 7, 20, 7, 37, 747]]"
34,34,10,1,0.64296,0.6478,"[[683, 40, 37, 23, 9, 9, 22, 18, 109, 50], [25, 808, 7, 12, 1, 8, 8, 4, 36, 91], [66, 16, 521, 71, 91, 70, 86, 34, 25, 20], [24, 26, 70, 468, 41, 185, 98, 43, 25, 20], [28, 8, 97, 68, 516, 41, 107, 106, 24, 5], [16, 7, 68, 189, 34, 528, 55, 66, 17, 20], [10, 10, 40, 73, 45, 37, 754, 12, 8, 11], [25, 4, 27, 77, 58, 62, 30, 682, 6, 29], [71, 47, 6, 21, 7, 7, 14, 2, 788, 37], [23, 134, 11, 22, 5, 7, 19, 9, 40, 730]]"
35,35,10,1,0.64792,0.6487,"[[677, 37, 30, 21, 12, 9, 24, 13, 123, 54], [20, 790, 9, 9, 2, 10, 10, 6, 43, 101], [68, 13, 497, 75, 93, 82, 86, 37, 28, 21], [24, 23, 54, 435, 44, 216, 103, 44, 30, 27], [23, 5, 88, 51, 551, 46, 103, 103, 23, 7], [14, 5, 59, 172, 39, 563, 51, 61, 17, 19], [9, 11, 35, 67, 48, 48, 747, 12, 11, 12], [20, 5, 27, 72, 61, 69, 30, 678, 7, 31], [66, 36, 5, 18, 8, 7, 15, 2, 803, 40], [29, 118, 9, 20, 4, 6, 22, 9, 37, 746]]"
36,36,10,1,0.64418,0.6511,"[[678, 37, 36, 20, 15, 9, 22, 18, 119, 46], [22, 792, 9, 10, 1, 8, 14, 8, 37, 99], [63, 13, 528, 70, 82, 72, 87, 45, 25, 15], [23, 22, 71, 448, 46, 198, 101, 48, 23, 20], [26, 6, 103, 50, 541, 46, 99, 108, 17, 4], [15, 4, 76, 181, 33, 541, 53, 67, 13, 17], [9, 9, 45, 73, 42, 41, 749, 14, 9, 9], [22, 3, 31, 70, 61, 64, 25, 695, 5, 24], [67, 38, 6, 22, 12, 7, 14, 3, 793, 38], [25, 119, 10, 20, 2, 7, 24, 13, 34, 746]]"
37,37,10,1,0.65016,0.6521,"[[682, 36, 42, 18, 11, 9, 22, 15, 120, 45], [26, 798, 7, 9, 3, 8, 12, 7, 44, 86], [63, 14, 536, 73, 85, 65, 90, 36, 26, 12], [28, 20, 64, 451, 45, 187, 115, 46, 27, 17], [27, 6, 100, 53, 540, 47, 104, 96, 22, 5], [16, 4, 78, 170, 36, 534, 66, 62, 18, 16], [11, 11, 45, 61, 38, 45, 761, 9, 8, 11], [21, 5, 30, 75, 60, 71, 30, 679, 6, 23], [65, 36, 6, 22, 11, 7, 14, 1, 808, 30], [26, 123, 10, 20, 3, 7, 25, 9, 45, 732]]"
38,38,10,1,0.64988,0.6508,"[[683, 33, 41, 21, 14, 10, 23, 17, 117, 41], [25, 808, 10, 9, 2, 5, 16, 6, 38, 81], [65, 14, 515, 65, 91, 70, 102, 44, 21, 13], [24, 22, 71, 452, 55, 181, 107, 47, 22, 19], [27, 4, 92, 49, 551, 38, 112, 106, 17, 4], [20, 4, 70, 181, 47, 515, 67, 68, 12, 16], [12, 11, 43, 63, 42, 31, 768, 11, 8, 11], [22, 4, 29, 63, 60, 58, 32, 706, 4, 22], [73, 38, 8, 22, 10, 8, 17, 2, 792, 30], [27, 135, 12, 23, 3, 4, 28, 11, 39, 718]]"
39,39,10,1,0.65084,0.6561,"[[689, 36, 43, 23, 14, 9, 24, 16, 105, 41], [26, 791, 11, 10, 4, 7, 13, 8, 41, 89], [55, 12, 530, 67, 95, 76, 90, 40, 21, 14], [23, 18, 69, 468, 52, 192, 98, 40, 23, 17], [25, 5, 99, 52, 586, 37, 94, 78, 20, 4], [14, 4, 70, 178, 48, 537, 58, 63, 15, 13], [8, 9, 45, 64, 53, 41, 756, 11, 6, 7], [21, 2, 33, 71, 80, 63, 28, 681, 3, 18], [73, 35, 10, 22, 10, 9, 17, 1, 794, 29], [25, 122, 9, 22, 3, 6, 26, 12, 46, 729]]"
40,40,10,1,0.65196,0.6538,"[[673, 41, 41, 21, 16, 11, 24, 16, 109, 48], [20, 808, 6, 11, 4, 9, 16, 5, 32, 89], [66, 13, 524, 68, 87, 78, 90, 43, 19, 12], [24, 22, 62, 437, 53, 215, 95, 44, 23, 25], [25, 5, 101, 48, 562, 43, 101, 91, 19, 5], [17, 5, 73, 159, 47, 550, 59, 60, 15, 15], [6, 7, 43, 62, 48, 43, 756, 16, 8, 11], [17, 4, 28, 63, 64, 69, 30, 694, 4, 27], [60, 45, 8, 18, 10, 9, 14, 2, 793, 41], [23, 131, 9, 19, 4, 7, 22, 11, 33, 741]]"
41,41,10,1,0.65304,0.6546,"[[689, 40, 36, 21, 12, 7, 25, 15, 107, 48], [24, 794, 8, 7, 3, 5, 19, 6, 32, 102], [68, 13, 536, 58, 77, 66, 106, 42, 21, 13], [28, 19, 85, 415, 46, 190, 119, 51, 22, 25], [27, 6, 101, 42, 532, 40, 126, 103, 18, 5], [20, 4, 80, 152, 42, 528, 76, 69, 12, 17], [7, 8, 41, 39, 39, 34, 797, 15, 8, 12], [21, 5, 30, 61, 64, 57, 32, 699, 5, 26], [68, 37, 7, 17, 11, 7, 19, 2, 788, 44], [23, 113, 8, 19, 1, 5, 17, 13, 33, 768]]"
42,42,10,1,0.6544,0.6564,"[[695, 37, 33, 22, 12, 9, 20, 13, 117, 42], [25, 803, 8, 10, 3, 8, 13, 4, 38, 88], [70, 12, 535, 62, 90, 75, 78, 42, 21, 15], [31, 20, 72, 425, 47, 213, 97, 42, 30, 23], [29, 5, 95, 48, 558, 43, 91, 103, 23, 5], [17, 4, 71, 155, 40, 570, 46, 64, 17, 16], [10, 8, 47, 67, 52, 46, 735, 12, 15, 8], [22, 3, 31, 58, 67, 69, 26, 693, 6, 25], [59, 34, 7, 20, 10, 8, 10, 3, 819, 30], [30, 131, 9, 15, 4, 7, 17, 15, 41, 731]]"
