,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,50,0.30518,0.3293,"[[509, 47, 17, 37, 10, 28, 45, 55, 119, 133], [122, 319, 11, 55, 21, 37, 68, 76, 61, 230], [117, 37, 116, 164, 55, 85, 202, 135, 43, 46], [57, 39, 59, 240, 35, 136, 172, 128, 31, 103], [69, 26, 59, 113, 133, 43, 308, 170, 22, 57], [47, 27, 66, 203, 34, 237, 146, 130, 50, 60], [12, 15, 32, 95, 51, 60, 530, 123, 8, 74], [42, 53, 29, 86, 57, 74, 88, 393, 30, 148], [243, 74, 15, 37, 11, 23, 16, 62, 314, 205], [87, 80, 13, 47, 8, 34, 52, 107, 70, 502]]"
11,11,50,0.31862,0.3369,"[[389, 57, 29, 31, 25, 29, 51, 58, 175, 156], [67, 361, 13, 51, 30, 46, 68, 62, 53, 249], [79, 39, 103, 136, 167, 92, 184, 108, 40, 52], [27, 35, 64, 180, 104, 164, 173, 99, 34, 120], [39, 29, 49, 81, 274, 52, 252, 128, 31, 65], [17, 29, 57, 145, 116, 280, 139, 97, 49, 71], [5, 15, 19, 72, 152, 69, 493, 84, 8, 83], [21, 57, 31, 63, 109, 87, 82, 363, 29, 158], [123, 85, 20, 29, 19, 35, 17, 61, 381, 230], [43, 100, 13, 47, 17, 37, 51, 84, 63, 545]]"
12,12,50,0.31912,0.341,"[[502, 62, 13, 34, 25, 19, 45, 63, 127, 110], [103, 373, 9, 42, 20, 35, 67, 59, 64, 228], [110, 44, 93, 175, 81, 73, 218, 122, 33, 51], [52, 40, 39, 228, 41, 144, 190, 111, 32, 123], [64, 27, 50, 103, 159, 43, 316, 150, 28, 60], [41, 31, 44, 200, 50, 259, 160, 104, 45, 66], [12, 16, 20, 96, 68, 61, 558, 81, 14, 74], [39, 56, 18, 87, 65, 68, 102, 384, 32, 149], [244, 71, 14, 26, 14, 26, 18, 61, 338, 188], [70, 110, 7, 45, 14, 34, 50, 92, 62, 516]]"
13,13,50,0.32718,0.3499,"[[384, 57, 39, 33, 25, 25, 49, 71, 194, 123], [53, 386, 11, 45, 30, 41, 55, 69, 74, 236], [81, 44, 112, 157, 147, 96, 167, 110, 39, 47], [36, 35, 60, 194, 77, 172, 165, 115, 31, 115], [42, 26, 59, 83, 256, 48, 245, 147, 33, 61], [23, 22, 57, 166, 93, 295, 137, 98, 46, 63], [7, 15, 23, 82, 132, 64, 513, 75, 12, 77], [28, 42, 34, 71, 88, 84, 82, 400, 34, 137], [136, 66, 19, 16, 20, 36, 22, 64, 428, 193], [36, 113, 11, 42, 20, 40, 50, 84, 73, 531]]"
14,14,50,0.3256,0.352,"[[513, 73, 26, 18, 37, 15, 41, 71, 95, 111], [82, 459, 8, 31, 20, 25, 50, 63, 49, 213], [105, 61, 118, 140, 116, 71, 195, 123, 22, 49], [50, 52, 56, 182, 63, 129, 189, 143, 30, 106], [61, 38, 49, 75, 212, 32, 290, 156, 22, 65], [39, 40, 58, 170, 75, 253, 158, 115, 31, 61], [10, 21, 23, 66, 104, 49, 563, 74, 13, 77], [38, 63, 27, 60, 81, 61, 101, 424, 27, 118], [289, 94, 14, 13, 16, 26, 19, 64, 293, 172], [63, 146, 11, 35, 16, 27, 51, 97, 51, 503]]"
15,15,50,0.33532,0.3611,"[[439, 71, 36, 27, 23, 19, 25, 55, 183, 122], [60, 456, 11, 30, 20, 31, 39, 52, 88, 213], [96, 65, 161, 147, 105, 98, 129, 107, 43, 49], [49, 48, 63, 204, 54, 184, 125, 113, 41, 119], [57, 41, 88, 86, 212, 54, 220, 140, 32, 70], [34, 37, 78, 162, 69, 315, 93, 92, 53, 67], [12, 24, 60, 112, 103, 76, 452, 63, 16, 82], [38, 65, 40, 80, 68, 81, 64, 389, 34, 141], [150, 92, 15, 13, 12, 30, 13, 54, 459, 162], [46, 146, 9, 49, 16, 32, 30, 64, 84, 524]]"
16,16,50,0.32964,0.3519,"[[475, 93, 49, 25, 23, 17, 43, 85, 83, 107], [62, 494, 8, 33, 17, 28, 54, 63, 42, 199], [91, 70, 123, 156, 88, 74, 208, 135, 19, 36], [42, 70, 53, 209, 34, 137, 202, 138, 15, 100], [56, 52, 58, 87, 142, 28, 317, 183, 21, 56], [35, 46, 51, 184, 47, 251, 180, 134, 24, 48], [9, 23, 24, 78, 63, 42, 605, 72, 9, 75], [36, 67, 36, 70, 44, 59, 104, 465, 19, 100], [273, 117, 16, 17, 11, 30, 19, 75, 274, 168], [52, 187, 10, 36, 13, 28, 44, 103, 46, 481]]"
17,17,50,0.34208,0.3676,"[[423, 56, 56, 20, 33, 13, 29, 73, 178, 119], [46, 417, 22, 31, 29, 22, 36, 59, 107, 231], [89, 54, 201, 127, 143, 79, 121, 100, 35, 51], [36, 40, 87, 191, 79, 159, 134, 108, 46, 120], [48, 30, 101, 72, 275, 43, 194, 135, 36, 66], [34, 31, 100, 154, 96, 272, 109, 94, 46, 64], [7, 20, 77, 69, 159, 47, 458, 53, 19, 91], [40, 48, 53, 67, 95, 67, 69, 398, 39, 124], [148, 65, 12, 12, 16, 26, 16, 60, 497, 148], [35, 118, 14, 33, 20, 24, 39, 70, 103, 544]]"
18,18,50,0.33994,0.3616,"[[448, 99, 43, 22, 31, 13, 40, 88, 117, 99], [57, 476, 6, 36, 17, 16, 48, 69, 62, 213], [86, 69, 116, 147, 88, 79, 209, 141, 23, 42], [37, 67, 43, 199, 48, 154, 199, 136, 23, 94], [54, 46, 55, 79, 143, 32, 337, 171, 24, 59], [29, 50, 51, 162, 49, 264, 173, 142, 33, 47], [5, 24, 22, 75, 63, 41, 613, 72, 13, 72], [35, 62, 34, 65, 57, 60, 104, 461, 24, 98], [195, 94, 9, 15, 17, 28, 18, 74, 390, 160], [42, 178, 8, 35, 11, 24, 41, 95, 60, 506]]"
19,19,50,0.34538,0.3685,"[[471, 76, 36, 31, 31, 12, 25, 59, 127, 132], [48, 457, 13, 40, 27, 17, 29, 52, 75, 242], [91, 64, 142, 179, 157, 61, 115, 108, 28, 55], [48, 55, 62, 250, 83, 133, 129, 105, 26, 109], [50, 50, 78, 100, 279, 23, 187, 128, 29, 76], [34, 44, 65, 222, 96, 233, 106, 101, 40, 59], [9, 25, 37, 103, 176, 36, 457, 52, 17, 88], [41, 59, 42, 98, 86, 54, 71, 399, 27, 123], [172, 85, 10, 19, 18, 24, 10, 49, 437, 176], [38, 144, 11, 41, 17, 20, 30, 60, 79, 560]]"
20,20,50,0.34628,0.374,"[[514, 73, 33, 10, 26, 17, 40, 63, 136, 88], [62, 465, 16, 21, 14, 30, 37, 53, 94, 208], [99, 67, 163, 103, 67, 100, 205, 124, 28, 44], [47, 55, 61, 160, 39, 192, 193, 120, 37, 96], [59, 50, 62, 67, 131, 52, 324, 160, 35, 60], [39, 46, 68, 115, 42, 327, 164, 107, 41, 51], [9, 26, 36, 54, 52, 55, 608, 60, 24, 76], [52, 59, 43, 48, 44, 83, 104, 434, 34, 99], [226, 83, 11, 12, 17, 33, 12, 48, 443, 115], [49, 169, 13, 28, 7, 25, 35, 75, 104, 495]]"
21,21,50,0.34824,0.3737,"[[472, 64, 42, 25, 32, 10, 23, 57, 140, 135], [45, 427, 16, 30, 30, 15, 26, 55, 90, 266], [90, 51, 156, 140, 182, 72, 112, 108, 30, 59], [46, 39, 74, 215, 96, 142, 135, 105, 32, 116], [47, 36, 69, 79, 327, 30, 171, 127, 33, 81], [26, 36, 76, 181, 106, 256, 111, 103, 42, 63], [7, 22, 44, 74, 221, 40, 430, 47, 19, 96], [42, 52, 39, 81, 106, 54, 64, 398, 35, 129], [159, 62, 9, 17, 25, 22, 9, 45, 474, 178], [34, 127, 10, 35, 14, 18, 29, 59, 92, 582]]"
22,22,50,0.35076,0.3762,"[[527, 90, 30, 14, 19, 13, 39, 77, 107, 84], [69, 511, 10, 24, 10, 15, 33, 61, 64, 203], [99, 68, 160, 125, 64, 80, 188, 149, 24, 43], [51, 66, 54, 187, 37, 163, 196, 130, 27, 89], [58, 60, 62, 76, 126, 33, 317, 186, 32, 50], [34, 56, 62, 157, 35, 277, 164, 135, 35, 45], [8, 30, 39, 62, 47, 48, 608, 71, 20, 67], [42, 64, 39, 64, 41, 57, 95, 484, 29, 85], [245, 98, 11, 13, 16, 23, 13, 57, 404, 120], [52, 201, 11, 32, 4, 20, 37, 83, 82, 478]]"
23,23,50,0.3535,0.3754,"[[517, 83, 38, 22, 30, 9, 18, 47, 133, 103], [48, 504, 17, 25, 26, 14, 16, 35, 87, 228], [96, 73, 195, 137, 171, 69, 78, 99, 28, 54], [56, 68, 74, 212, 100, 148, 117, 101, 27, 97], [54, 58, 93, 89, 336, 32, 131, 112, 32, 63], [31, 54, 97, 186, 103, 250, 87, 94, 44, 54], [8, 39, 68, 91, 235, 48, 360, 42, 20, 89], [45, 70, 49, 81, 101, 57, 60, 386, 33, 118], [197, 96, 10, 16, 21, 21, 7, 37, 458, 137], [42, 174, 12, 36, 13, 24, 25, 51, 87, 536]]"
24,24,50,0.35662,0.378,"[[520, 76, 39, 21, 15, 12, 37, 68, 103, 109], [68, 468, 15, 26, 8, 17, 37, 57, 63, 241], [90, 56, 166, 116, 62, 77, 215, 142, 24, 52], [48, 48, 54, 202, 41, 156, 204, 125, 25, 97], [52, 48, 68, 77, 117, 34, 333, 177, 31, 63], [26, 45, 76, 159, 31, 272, 175, 132, 34, 50], [7, 22, 36, 57, 44, 50, 630, 59, 16, 79], [34, 51, 44, 66, 36, 63, 108, 470, 30, 98], [237, 90, 10, 17, 18, 24, 13, 54, 412, 125], [46, 166, 10, 31, 4, 22, 38, 80, 80, 523]]"
25,25,50,0.35614,0.3827,"[[525, 77, 35, 18, 34, 11, 14, 48, 135, 103], [47, 484, 23, 22, 21, 17, 12, 37, 90, 247], [85, 58, 242, 98, 169, 75, 91, 104, 26, 52], [55, 64, 100, 166, 113, 160, 122, 91, 30, 99], [53, 57, 125, 59, 358, 36, 104, 116, 31, 61], [29, 46, 118, 149, 102, 280, 79, 98, 41, 58], [10, 38, 92, 46, 253, 53, 348, 51, 18, 91], [43, 66, 53, 59, 120, 64, 46, 394, 38, 117], [189, 81, 14, 14, 21, 23, 10, 35, 475, 138], [35, 159, 19, 28, 11, 25, 19, 60, 89, 555]]"
26,26,50,0.3457,0.3713,"[[544, 69, 29, 17, 34, 19, 34, 71, 92, 91], [64, 460, 8, 25, 12, 31, 51, 57, 70, 222], [95, 45, 119, 96, 69, 117, 248, 145, 22, 44], [41, 43, 47, 153, 43, 206, 227, 125, 28, 87], [54, 46, 46, 64, 122, 54, 377, 162, 28, 47], [25, 32, 54, 133, 32, 331, 183, 135, 27, 48], [7, 22, 19, 52, 36, 59, 656, 61, 15, 73], [32, 38, 29, 51, 53, 89, 114, 474, 26, 94], [292, 70, 10, 13, 21, 38, 16, 56, 362, 122], [52, 168, 9, 27, 6, 33, 48, 89, 76, 492]]"
27,27,50,0.3567,0.3804,"[[512, 94, 48, 21, 30, 5, 11, 43, 121, 115], [44, 527, 17, 18, 21, 13, 11, 33, 76, 240], [87, 68, 242, 106, 165, 66, 78, 102, 33, 53], [46, 65, 113, 203, 114, 132, 104, 98, 26, 99], [51, 58, 113, 69, 372, 25, 84, 133, 33, 62], [27, 51, 124, 172, 110, 249, 67, 108, 38, 54], [7, 54, 98, 69, 286, 42, 283, 54, 18, 89], [37, 70, 62, 73, 116, 53, 41, 399, 34, 115], [173, 106, 13, 18, 20, 23, 8, 34, 467, 138], [38, 185, 19, 25, 12, 21, 22, 56, 72, 550]]"
28,28,50,0.35692,0.3845,"[[593, 60, 19, 16, 14, 10, 40, 65, 109, 74], [95, 438, 8, 17, 4, 22, 53, 51, 86, 226], [101, 44, 129, 97, 60, 80, 274, 140, 28, 47], [58, 44, 46, 168, 39, 159, 256, 111, 28, 91], [55, 43, 46, 58, 114, 41, 406, 155, 35, 47], [34, 34, 65, 133, 25, 288, 202, 132, 36, 51], [11, 16, 17, 43, 37, 38, 699, 50, 18, 71], [47, 37, 31, 51, 44, 66, 126, 470, 35, 93], [256, 71, 7, 14, 13, 27, 19, 49, 440, 104], [66, 143, 13, 22, 3, 23, 52, 82, 90, 506]]"
29,29,50,0.3568,0.3845,"[[548, 79, 51, 18, 25, 10, 9, 31, 133, 96], [46, 505, 17, 13, 19, 19, 8, 20, 102, 251], [85, 61, 285, 85, 157, 81, 69, 85, 32, 60], [52, 60, 110, 175, 113, 179, 89, 85, 32, 105], [49, 58, 138, 64, 373, 39, 71, 101, 36, 71], [27, 48, 131, 151, 106, 290, 52, 90, 38, 67], [13, 51, 111, 54, 288, 59, 259, 47, 22, 96], [58, 70, 60, 65, 115, 67, 35, 355, 37, 138], [184, 86, 15, 16, 24, 27, 3, 28, 491, 126], [44, 166, 24, 18, 10, 26, 20, 39, 89, 564]]"
30,30,50,0.35936,0.388,"[[600, 68, 23, 14, 14, 7, 40, 53, 106, 75], [76, 488, 5, 14, 6, 17, 53, 42, 82, 217], [106, 61, 142, 102, 69, 74, 242, 133, 26, 45], [63, 55, 46, 179, 47, 161, 236, 102, 24, 87], [60, 46, 47, 69, 148, 39, 344, 158, 39, 50], [39, 46, 62, 149, 40, 270, 183, 130, 33, 48], [12, 18, 19, 52, 50, 47, 666, 50, 18, 68], [54, 51, 32, 61, 51, 63, 106, 454, 32, 96], [269, 78, 8, 17, 17, 23, 14, 39, 431, 104], [63, 161, 11, 29, 7, 20, 45, 73, 89, 502]]"
31,31,50,0.36196,0.3873,"[[552, 68, 50, 20, 21, 8, 12, 35, 136, 98], [60, 481, 23, 12, 14, 19, 14, 24, 98, 255], [92, 50, 329, 87, 101, 82, 80, 84, 35, 60], [56, 52, 134, 176, 69, 190, 108, 84, 33, 98], [47, 56, 187, 67, 260, 40, 111, 125, 43, 64], [26, 45, 154, 148, 65, 301, 74, 89, 36, 62], [12, 33, 191, 58, 144, 67, 337, 49, 22, 87], [55, 52, 77, 68, 88, 76, 47, 383, 35, 119], [196, 77, 14, 16, 20, 25, 4, 28, 504, 116], [50, 161, 26, 23, 8, 29, 19, 48, 86, 550]]"
32,32,50,0.36474,0.3909,"[[579, 73, 28, 17, 12, 6, 39, 58, 101, 87], [67, 490, 7, 18, 6, 16, 51, 44, 76, 225], [93, 53, 151, 94, 67, 77, 249, 145, 28, 43], [51, 48, 49, 166, 45, 173, 241, 118, 24, 85], [55, 46, 48, 62, 146, 42, 347, 174, 32, 48], [27, 42, 73, 135, 37, 284, 182, 145, 32, 43], [8, 21, 17, 45, 46, 44, 677, 59, 15, 68], [44, 47, 34, 60, 48, 70, 102, 471, 29, 95], [240, 91, 9, 15, 18, 26, 17, 40, 427, 117], [52, 171, 14, 29, 5, 21, 46, 74, 70, 518]]"
33,33,50,0.3646,0.3893,"[[575, 67, 52, 18, 20, 9, 12, 33, 122, 92], [67, 487, 20, 17, 16, 17, 12, 24, 92, 248], [94, 44, 326, 93, 110, 80, 76, 92, 29, 56], [54, 52, 125, 194, 79, 179, 93, 81, 26, 117], [60, 54, 171, 75, 275, 41, 106, 119, 39, 60], [28, 44, 142, 170, 71, 293, 66, 87, 31, 68], [13, 35, 154, 72, 171, 60, 326, 48, 19, 102], [54, 57, 68, 64, 94, 73, 41, 386, 36, 127], [226, 73, 18, 20, 19, 26, 5, 26, 479, 108], [53, 160, 23, 23, 6, 25, 19, 47, 92, 552]]"
34,34,50,0.36728,0.3936,"[[576, 84, 25, 15, 12, 8, 35, 46, 108, 91], [62, 482, 6, 16, 8, 15, 51, 42, 82, 236], [95, 55, 172, 104, 74, 76, 210, 133, 33, 48], [59, 51, 47, 197, 40, 173, 216, 100, 25, 92], [60, 46, 50, 70, 162, 40, 320, 160, 37, 55], [29, 40, 77, 152, 37, 275, 169, 134, 37, 50], [9, 25, 26, 67, 52, 43, 637, 52, 16, 73], [45, 44, 36, 62, 52, 69, 93, 456, 33, 110], [230, 80, 6, 20, 20, 23, 10, 37, 458, 116], [53, 171, 11, 27, 5, 20, 41, 67, 84, 521]]"
35,35,50,0.36808,0.3948,"[[577, 73, 43, 8, 20, 11, 16, 41, 125, 86], [68, 490, 16, 15, 12, 19, 20, 30, 94, 236], [96, 47, 302, 82, 100, 85, 90, 111, 34, 53], [57, 54, 122, 149, 80, 198, 129, 88, 28, 95], [58, 51, 154, 59, 267, 45, 125, 144, 43, 54], [31, 41, 125, 129, 76, 319, 87, 102, 33, 57], [10, 36, 142, 52, 153, 62, 383, 58, 20, 84], [45, 46, 56, 48, 87, 78, 51, 438, 38, 113], [211, 70, 13, 16, 21, 27, 6, 31, 495, 110], [53, 164, 18, 18, 7, 25, 27, 60, 100, 528]]"
36,36,50,0.30488,0.329,"[[302, 62, 66, 15, 120, 5, 110, 106, 100, 114], [7, 424, 35, 8, 38, 5, 119, 65, 52, 247], [42, 30, 124, 27, 146, 37, 441, 103, 18, 32], [1, 24, 71, 36, 110, 72, 470, 121, 7, 88], [15, 32, 37, 8, 227, 13, 507, 103, 15, 43], [3, 20, 85, 27, 128, 121, 463, 109, 14, 30], [2, 16, 15, 9, 47, 7, 832, 32, 4, 36], [5, 27, 46, 10, 175, 34, 227, 395, 15, 66], [74, 88, 17, 6, 82, 13, 110, 50, 349, 211], [14, 163, 13, 18, 47, 8, 126, 90, 41, 480]]"
37,37,50,0.34836,0.3725,"[[628, 53, 32, 20, 11, 14, 5, 37, 104, 96], [87, 456, 19, 14, 8, 25, 2, 33, 79, 277], [108, 41, 285, 135, 56, 153, 28, 96, 33, 65], [74, 43, 93, 208, 41, 300, 34, 71, 27, 109], [70, 58, 180, 94, 186, 137, 26, 136, 41, 72], [41, 42, 104, 163, 37, 430, 14, 83, 26, 60], [14, 45, 190, 153, 92, 193, 111, 60, 22, 120], [80, 42, 53, 79, 50, 124, 13, 396, 35, 128], [262, 68, 10, 18, 16, 31, 2, 20, 440, 133], [76, 144, 12, 26, 4, 32, 2, 42, 77, 585]]"
38,38,50,0.37066,0.3986,"[[558, 81, 27, 11, 23, 5, 51, 51, 119, 74], [50, 497, 15, 14, 8, 11, 74, 43, 111, 177], [83, 44, 201, 74, 90, 47, 281, 120, 37, 23], [47, 41, 83, 164, 64, 118, 299, 92, 28, 64], [50, 46, 60, 45, 194, 28, 361, 142, 39, 35], [30, 41, 97, 152, 54, 210, 237, 118, 26, 35], [9, 19, 29, 38, 47, 19, 742, 39, 17, 41], [44, 41, 42, 46, 70, 56, 132, 452, 41, 76], [194, 84, 11, 14, 25, 16, 19, 40, 508, 89], [45, 187, 14, 15, 9, 17, 65, 84, 104, 460]]"
39,39,50,0.3621,0.3861,"[[598, 64, 37, 17, 18, 18, 9, 36, 85, 118], [66, 483, 14, 16, 8, 22, 10, 27, 75, 279], [95, 52, 288, 104, 80, 131, 60, 100, 28, 62], [56, 52, 100, 184, 60, 269, 70, 78, 21, 110], [70, 54, 168, 91, 241, 71, 74, 118, 32, 81], [31, 41, 111, 144, 60, 382, 39, 100, 22, 70], [20, 36, 165, 105, 117, 100, 276, 55, 15, 111], [62, 44, 48, 67, 73, 114, 26, 398, 31, 137], [250, 71, 10, 18, 19, 27, 3, 28, 425, 149], [60, 167, 10, 25, 5, 33, 9, 38, 67, 586]]"
40,40,50,0.37452,0.4049,"[[552, 71, 29, 7, 19, 9, 48, 55, 137, 73], [47, 482, 13, 10, 8, 17, 60, 35, 124, 204], [81, 43, 188, 70, 95, 75, 260, 123, 37, 28], [43, 34, 76, 130, 58, 172, 286, 104, 34, 63], [48, 42, 52, 48, 205, 35, 336, 155, 43, 36], [26, 36, 79, 111, 61, 266, 228, 123, 33, 37], [7, 23, 24, 35, 62, 31, 718, 41, 16, 43], [41, 36, 41, 35, 61, 75, 115, 481, 40, 75], [175, 68, 8, 17, 22, 23, 20, 39, 542, 86], [48, 168, 12, 13, 10, 24, 54, 79, 107, 485]]"
41,41,50,0.37302,0.3915,"[[598, 62, 39, 21, 20, 14, 13, 43, 81, 109], [71, 496, 13, 22, 4, 16, 20, 35, 66, 257], [94, 48, 305, 115, 74, 105, 81, 102, 29, 47], [55, 43, 110, 213, 54, 223, 90, 96, 22, 94], [61, 54, 168, 93, 210, 59, 113, 152, 31, 59], [30, 39, 125, 167, 57, 329, 62, 113, 23, 55], [13, 24, 156, 122, 88, 82, 363, 50, 14, 88], [48, 42, 50, 71, 68, 101, 42, 440, 29, 109], [275, 81, 14, 23, 14, 22, 5, 35, 402, 129], [63, 164, 11, 25, 6, 30, 21, 54, 67, 559]]"
42,42,50,0.3803,0.4058,"[[572, 55, 31, 12, 17, 13, 37, 45, 118, 100], [53, 451, 13, 12, 6, 19, 48, 32, 115, 251], [85, 43, 202, 85, 94, 94, 214, 102, 37, 44], [49, 39, 72, 142, 59, 202, 227, 100, 29, 81], [58, 42, 65, 54, 214, 42, 296, 141, 40, 48], [26, 36, 81, 115, 59, 316, 170, 119, 30, 48], [9, 22, 29, 59, 64, 44, 639, 43, 17, 74], [48, 38, 37, 42, 61, 84, 95, 458, 39, 98], [187, 60, 10, 20, 18, 22, 12, 33, 523, 115], [56, 151, 10, 12, 8, 30, 44, 56, 92, 541]]"
