,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,50,0.31364,0.337,"[[512, 122, 27, 26, 24, 13, 19, 50, 105, 102], [129, 416, 9, 11, 17, 17, 43, 46, 70, 242], [123, 70, 102, 90, 129, 167, 148, 83, 39, 49], [50, 68, 58, 137, 63, 183, 170, 111, 36, 124], [77, 65, 75, 39, 220, 94, 199, 143, 35, 53], [64, 50, 60, 116, 67, 307, 135, 99, 45, 57], [12, 37, 43, 57, 130, 101, 451, 86, 14, 69], [58, 68, 37, 42, 82, 103, 45, 443, 27, 95], [277, 147, 9, 15, 9, 10, 13, 40, 315, 165], [77, 144, 9, 23, 17, 25, 45, 101, 92, 467]]"
11,11,50,0.31706,0.3422,"[[412, 192, 48, 26, 17, 24, 43, 69, 109, 60], [54, 543, 6, 14, 14, 21, 59, 58, 48, 183], [85, 73, 124, 95, 92, 185, 173, 115, 34, 24], [25, 64, 70, 141, 53, 179, 217, 147, 30, 74], [56, 49, 93, 41, 159, 112, 232, 196, 28, 34], [28, 40, 66, 115, 49, 343, 169, 131, 28, 31], [3, 30, 55, 54, 87, 70, 536, 118, 12, 35], [34, 69, 45, 38, 53, 127, 58, 506, 19, 51], [190, 227, 11, 15, 16, 17, 25, 54, 305, 140], [38, 244, 9, 29, 17, 36, 59, 144, 71, 353]]"
12,12,50,0.3258,0.3503,"[[486, 136, 43, 27, 28, 16, 28, 58, 87, 91], [86, 500, 8, 9, 16, 19, 46, 50, 41, 225], [96, 68, 153, 99, 108, 159, 156, 96, 32, 33], [33, 70, 84, 148, 57, 164, 196, 124, 32, 92], [72, 56, 118, 47, 202, 89, 199, 156, 23, 38], [39, 47, 88, 120, 65, 311, 144, 114, 29, 43], [6, 32, 85, 55, 111, 62, 497, 95, 11, 46], [46, 65, 58, 47, 68, 101, 48, 478, 17, 72], [260, 178, 12, 14, 14, 15, 20, 42, 275, 170], [55, 190, 11, 32, 16, 30, 45, 110, 58, 453]]"
13,13,50,0.3275,0.3516,"[[429, 188, 44, 27, 21, 16, 36, 65, 111, 63], [59, 582, 3, 11, 8, 19, 44, 57, 52, 165], [92, 78, 91, 103, 101, 183, 173, 121, 35, 23], [29, 78, 50, 160, 41, 191, 200, 147, 35, 69], [58, 69, 56, 49, 165, 109, 241, 194, 30, 29], [28, 55, 48, 129, 49, 335, 154, 138, 31, 33], [3, 37, 34, 59, 81, 74, 547, 114, 14, 37], [38, 75, 24, 47, 50, 114, 61, 515, 23, 53], [211, 219, 9, 15, 16, 13, 23, 46, 337, 111], [43, 270, 6, 29, 9, 33, 52, 132, 71, 355]]"
14,14,50,0.33516,0.3597,"[[480, 96, 46, 40, 32, 14, 33, 58, 108, 93], [77, 452, 5, 13, 15, 22, 41, 58, 59, 258], [94, 47, 127, 110, 127, 165, 155, 104, 37, 34], [29, 43, 65, 181, 51, 175, 202, 132, 33, 89], [66, 40, 86, 61, 196, 87, 208, 184, 33, 39], [33, 20, 68, 147, 67, 321, 151, 114, 34, 45], [7, 20, 60, 68, 100, 59, 536, 93, 13, 44], [45, 44, 37, 50, 62, 110, 60, 501, 26, 65], [246, 120, 13, 14, 21, 16, 23, 46, 346, 155], [53, 152, 11, 36, 15, 34, 52, 116, 74, 457]]"
15,15,50,0.3361,0.358,"[[458, 170, 34, 25, 30, 16, 27, 56, 101, 83], [61, 559, 5, 8, 12, 19, 35, 56, 53, 192], [100, 75, 106, 83, 132, 176, 153, 109, 38, 28], [32, 77, 52, 132, 50, 202, 194, 134, 38, 89], [63, 68, 56, 43, 223, 95, 198, 187, 32, 35], [36, 52, 55, 118, 66, 324, 144, 129, 34, 42], [4, 44, 44, 47, 111, 78, 511, 100, 14, 47], [42, 65, 27, 30, 59, 113, 53, 519, 27, 65], [235, 188, 7, 11, 14, 10, 21, 46, 334, 134], [49, 242, 5, 22, 12, 33, 47, 102, 74, 414]]"
16,16,50,0.33306,0.3583,"[[487, 148, 35, 37, 21, 16, 40, 66, 84, 66], [72, 538, 3, 13, 8, 24, 45, 54, 47, 196], [100, 68, 114, 110, 96, 172, 176, 110, 32, 22], [35, 63, 54, 158, 39, 191, 225, 135, 32, 68], [65, 56, 67, 54, 159, 94, 254, 189, 29, 33], [34, 35, 53, 141, 49, 327, 170, 126, 28, 37], [7, 28, 39, 63, 77, 62, 584, 98, 10, 32], [48, 50, 34, 41, 44, 133, 65, 513, 19, 53], [255, 170, 11, 13, 20, 14, 28, 48, 318, 123], [57, 238, 4, 32, 10, 30, 62, 121, 61, 385]]"
17,17,50,0.34642,0.369,"[[451, 97, 47, 30, 38, 18, 31, 62, 150, 76], [60, 472, 4, 14, 13, 21, 45, 63, 78, 230], [92, 55, 130, 82, 133, 182, 154, 108, 39, 25], [28, 52, 56, 130, 54, 215, 199, 150, 37, 79], [57, 36, 86, 41, 233, 97, 198, 175, 39, 38], [29, 24, 67, 116, 81, 331, 151, 124, 34, 43], [4, 22, 47, 54, 122, 67, 538, 93, 17, 36], [33, 40, 42, 34, 61, 120, 58, 525, 27, 60], [187, 110, 12, 12, 24, 15, 23, 48, 433, 136], [38, 171, 9, 24, 15, 36, 52, 124, 84, 447]]"
18,18,50,0.3439,0.3626,"[[442, 162, 55, 44, 27, 14, 38, 52, 92, 74], [45, 571, 7, 17, 10, 19, 41, 53, 38, 199], [89, 62, 195, 96, 70, 168, 161, 104, 31, 24], [25, 71, 83, 153, 39, 192, 209, 127, 25, 76], [58, 50, 137, 50, 149, 94, 230, 170, 29, 33], [28, 42, 106, 137, 43, 321, 145, 116, 24, 38], [3, 36, 76, 64, 71, 63, 554, 91, 9, 33], [36, 59, 67, 33, 39, 117, 66, 506, 24, 53], [228, 202, 15, 14, 21, 12, 25, 46, 307, 130], [39, 235, 12, 26, 14, 37, 55, 106, 48, 428]]"
19,19,50,0.34128,0.3683,"[[429, 104, 39, 42, 26, 32, 53, 68, 131, 76], [54, 478, 4, 17, 8, 29, 53, 62, 60, 235], [88, 50, 102, 81, 92, 221, 198, 116, 24, 28], [17, 49, 29, 128, 33, 247, 250, 145, 25, 77], [52, 42, 60, 34, 146, 115, 286, 203, 31, 31], [20, 27, 38, 100, 47, 405, 182, 120, 24, 37], [2, 21, 22, 46, 60, 82, 620, 103, 12, 32], [27, 39, 26, 30, 33, 155, 80, 535, 21, 54], [177, 128, 7, 12, 19, 25, 38, 49, 392, 153], [36, 180, 4, 34, 9, 43, 71, 117, 58, 448]]"
20,20,50,0.33962,0.3628,"[[564, 134, 38, 29, 19, 6, 33, 22, 78, 77], [88, 579, 6, 10, 5, 11, 32, 25, 39, 205], [140, 85, 216, 91, 101, 119, 114, 64, 30, 40], [63, 85, 97, 164, 44, 141, 176, 82, 28, 120], [89, 73, 130, 53, 193, 71, 185, 123, 34, 49], [59, 65, 120, 145, 42, 255, 133, 91, 33, 57], [19, 70, 70, 62, 108, 49, 491, 69, 13, 49], [84, 80, 61, 40, 56, 82, 58, 418, 26, 95], [351, 163, 12, 7, 11, 11, 17, 25, 281, 122], [80, 237, 13, 23, 8, 10, 48, 59, 55, 467]]"
21,21,50,0.35,0.3683,"[[371, 117, 63, 41, 34, 22, 38, 66, 163, 85], [37, 478, 10, 19, 6, 28, 46, 73, 70, 233], [73, 55, 138, 90, 109, 195, 169, 121, 30, 20], [12, 53, 49, 133, 35, 224, 231, 152, 26, 85], [44, 38, 69, 46, 184, 105, 242, 201, 35, 36], [19, 29, 51, 118, 53, 373, 166, 131, 25, 35], [2, 26, 28, 49, 93, 77, 569, 104, 13, 39], [29, 41, 32, 29, 42, 142, 66, 543, 23, 53], [147, 131, 11, 15, 19, 22, 28, 56, 451, 120], [31, 181, 7, 29, 8, 35, 57, 129, 80, 443]]"
22,22,50,0.34988,0.3714,"[[469, 139, 54, 47, 29, 18, 33, 41, 91, 79], [45, 574, 9, 20, 8, 22, 42, 43, 35, 202], [103, 59, 176, 99, 104, 185, 133, 90, 24, 27], [29, 67, 67, 156, 41, 215, 197, 120, 22, 86], [60, 47, 120, 60, 196, 102, 192, 161, 31, 31], [28, 41, 87, 129, 50, 352, 139, 108, 25, 41], [3, 35, 59, 61, 104, 73, 539, 85, 11, 30], [45, 58, 48, 41, 49, 132, 65, 477, 21, 64], [229, 167, 12, 12, 23, 17, 26, 45, 331, 138], [37, 246, 7, 29, 10, 29, 62, 90, 46, 444]]"
23,23,50,0.35522,0.3746,"[[427, 90, 43, 46, 34, 10, 42, 47, 174, 87], [50, 470, 9, 18, 10, 14, 47, 54, 86, 242], [95, 56, 128, 99, 131, 149, 179, 100, 41, 22], [25, 48, 51, 157, 42, 158, 253, 136, 38, 92], [51, 43, 72, 53, 216, 69, 259, 157, 40, 40], [26, 35, 52, 147, 65, 278, 191, 124, 42, 40], [3, 28, 30, 52, 93, 43, 610, 88, 16, 37], [37, 49, 37, 43, 54, 90, 75, 515, 36, 64], [158, 105, 11, 16, 20, 12, 30, 45, 478, 125], [42, 169, 5, 27, 11, 19, 63, 106, 91, 467]]"
24,24,50,0.3461,0.3695,"[[460, 162, 56, 30, 40, 25, 36, 43, 77, 71], [40, 604, 10, 11, 14, 33, 35, 45, 29, 179], [100, 63, 163, 63, 144, 213, 112, 96, 23, 23], [26, 71, 58, 105, 55, 273, 183, 125, 23, 81], [54, 51, 104, 42, 243, 114, 160, 174, 30, 28], [26, 37, 71, 93, 67, 405, 135, 109, 25, 32], [3, 47, 50, 43, 128, 105, 496, 91, 10, 27], [39, 57, 40, 29, 58, 155, 53, 492, 18, 59], [237, 194, 14, 10, 25, 23, 24, 44, 308, 121], [37, 265, 8, 18, 14, 38, 56, 95, 50, 419]]"
25,25,50,0.35452,0.3802,"[[459, 57, 57, 41, 28, 13, 46, 52, 166, 81], [64, 412, 12, 20, 6, 17, 41, 62, 101, 265], [95, 40, 179, 119, 84, 148, 167, 108, 35, 25], [27, 40, 53, 195, 31, 150, 233, 139, 32, 100], [54, 31, 104, 67, 159, 69, 261, 177, 38, 40], [26, 13, 70, 170, 53, 286, 175, 117, 40, 50], [2, 26, 40, 69, 63, 49, 608, 84, 15, 44], [40, 30, 41, 53, 31, 102, 80, 522, 35, 66], [181, 69, 12, 20, 20, 15, 26, 54, 492, 111], [44, 128, 9, 32, 8, 15, 59, 101, 114, 490]]"
26,26,50,0.35484,0.3776,"[[472, 138, 57, 27, 41, 19, 37, 48, 93, 68], [42, 590, 8, 12, 14, 33, 41, 46, 40, 174], [99, 61, 184, 59, 120, 213, 128, 87, 26, 23], [26, 64, 63, 100, 48, 278, 215, 108, 22, 76], [52, 48, 108, 39, 230, 120, 194, 146, 29, 34], [28, 34, 70, 90, 68, 414, 144, 93, 28, 31], [4, 35, 54, 37, 111, 96, 554, 70, 10, 29], [40, 50, 45, 27, 60, 162, 62, 482, 23, 49], [215, 175, 12, 13, 26, 27, 27, 45, 349, 111], [36, 262, 8, 17, 13, 42, 62, 102, 57, 401]]"
27,27,50,0.35232,0.375,"[[328, 85, 68, 68, 33, 13, 44, 65, 197, 99], [26, 472, 11, 31, 10, 19, 42, 68, 81, 240], [54, 44, 191, 169, 76, 145, 158, 106, 31, 26], [11, 39, 52, 247, 29, 164, 194, 144, 28, 92], [32, 40, 102, 108, 142, 74, 231, 195, 37, 39], [13, 20, 61, 214, 46, 294, 156, 125, 30, 41], [1, 22, 36, 112, 60, 62, 567, 90, 13, 37], [22, 35, 36, 82, 34, 110, 64, 529, 32, 56], [102, 95, 16, 26, 21, 17, 28, 60, 512, 123], [20, 160, 9, 49, 8, 21, 51, 119, 95, 468]]"
28,28,50,0.36146,0.3803,"[[521, 115, 44, 14, 41, 12, 45, 38, 105, 65], [63, 575, 7, 10, 12, 25, 41, 35, 45, 187], [112, 67, 146, 52, 154, 171, 159, 86, 29, 24], [39, 72, 53, 92, 49, 228, 238, 113, 24, 92], [67, 55, 65, 32, 253, 84, 234, 143, 33, 34], [36, 39, 58, 85, 75, 358, 186, 91, 32, 40], [5, 47, 27, 22, 121, 69, 596, 69, 12, 32], [57, 58, 38, 22, 64, 130, 80, 462, 28, 61], [254, 142, 11, 10, 21, 18, 26, 37, 369, 112], [51, 243, 7, 15, 12, 18, 66, 93, 64, 431]]"
29,29,50,0.3593,0.3841,"[[443, 95, 41, 48, 28, 14, 40, 50, 161, 80], [41, 527, 9, 22, 11, 20, 42, 51, 65, 212], [98, 55, 166, 128, 94, 155, 156, 93, 34, 21], [29, 51, 52, 212, 33, 173, 213, 120, 31, 86], [49, 46, 91, 89, 175, 80, 230, 165, 42, 33], [26, 31, 58, 186, 51, 315, 158, 105, 35, 35], [2, 31, 37, 79, 78, 65, 586, 78, 14, 30], [39, 41, 32, 61, 31, 119, 75, 509, 34, 59], [178, 117, 10, 22, 21, 18, 27, 41, 456, 110], [34, 202, 8, 41, 8, 22, 59, 96, 78, 452]]"
30,30,50,0.36192,0.3859,"[[468, 96, 52, 22, 40, 19, 46, 45, 129, 83], [41, 534, 11, 16, 15, 25, 48, 40, 60, 210], [102, 53, 180, 70, 126, 175, 163, 80, 29, 22], [33, 53, 58, 124, 44, 223, 246, 106, 25, 88], [54, 40, 95, 50, 235, 95, 231, 132, 36, 32], [26, 28, 73, 108, 67, 380, 176, 76, 30, 36], [3, 31, 45, 40, 114, 69, 596, 60, 13, 29], [47, 43, 44, 34, 61, 147, 79, 462, 27, 56], [181, 119, 11, 17, 29, 24, 32, 35, 434, 118], [37, 201, 10, 21, 16, 27, 72, 96, 74, 446]]"
31,31,50,0.35792,0.3823,"[[467, 83, 42, 40, 30, 15, 47, 48, 133, 95], [53, 474, 11, 22, 13, 18, 43, 48, 57, 261], [97, 43, 175, 126, 98, 147, 156, 95, 29, 34], [27, 44, 58, 203, 31, 162, 212, 131, 24, 108], [50, 42, 93, 80, 194, 67, 221, 173, 34, 46], [28, 20, 64, 172, 66, 296, 159, 115, 29, 51], [3, 29, 40, 69, 85, 59, 574, 87, 11, 43], [42, 38, 42, 61, 38, 105, 67, 510, 27, 70], [187, 101, 12, 27, 24, 16, 29, 39, 421, 144], [36, 162, 9, 36, 12, 17, 56, 89, 74, 509]]"
32,32,50,0.35848,0.3822,"[[495, 103, 45, 27, 25, 19, 48, 40, 111, 87], [51, 526, 11, 19, 11, 27, 36, 51, 50, 218], [103, 58, 193, 73, 86, 199, 140, 94, 28, 26], [32, 59, 62, 131, 28, 245, 208, 118, 26, 91], [53, 46, 130, 45, 165, 111, 207, 175, 33, 35], [23, 32, 66, 108, 47, 389, 154, 117, 30, 34], [4, 39, 62, 36, 80, 95, 552, 91, 12, 29], [46, 47, 44, 35, 25, 141, 62, 516, 25, 59], [216, 129, 9, 18, 24, 21, 27, 44, 396, 116], [41, 195, 10, 22, 8, 25, 64, 104, 72, 459]]"
33,33,50,0.35962,0.3885,"[[511, 98, 29, 34, 21, 13, 53, 44, 120, 77], [56, 548, 9, 24, 10, 22, 39, 39, 54, 199], [108, 60, 152, 123, 90, 162, 166, 85, 27, 27], [40, 56, 52, 186, 27, 185, 218, 113, 26, 97], [59, 52, 82, 74, 165, 88, 250, 163, 30, 37], [32, 33, 48, 164, 49, 329, 164, 106, 32, 43], [7, 35, 28, 60, 69, 74, 611, 69, 11, 36], [53, 53, 32, 51, 32, 116, 76, 491, 27, 69], [214, 119, 9, 20, 22, 16, 28, 38, 422, 112], [48, 197, 7, 34, 8, 18, 54, 92, 72, 470]]"
34,34,50,0.36586,0.387,"[[471, 77, 53, 25, 31, 12, 49, 42, 146, 94], [51, 486, 13, 19, 16, 22, 41, 36, 74, 242], [96, 55, 209, 71, 107, 153, 162, 86, 32, 29], [36, 59, 85, 137, 34, 185, 234, 109, 26, 95], [46, 48, 132, 46, 201, 74, 224, 150, 38, 41], [27, 29, 98, 110, 59, 331, 171, 100, 35, 40], [6, 29, 53, 43, 102, 60, 582, 77, 15, 33], [45, 42, 53, 31, 53, 113, 75, 489, 34, 65], [177, 103, 11, 13, 27, 19, 24, 35, 465, 126], [44, 159, 12, 17, 12, 20, 67, 92, 78, 499]]"
35,35,50,0.3633,0.3879,"[[474, 104, 41, 34, 29, 17, 50, 50, 124, 77], [48, 541, 7, 20, 12, 28, 44, 44, 52, 204], [91, 55, 180, 99, 81, 189, 161, 89, 29, 26], [28, 51, 51, 167, 27, 218, 226, 122, 24, 86], [52, 45, 109, 67, 173, 96, 233, 162, 31, 32], [25, 28, 56, 123, 48, 387, 169, 96, 29, 39], [4, 29, 53, 52, 83, 75, 589, 69, 12, 34], [45, 40, 36, 43, 33, 149, 77, 498, 26, 53], [173, 127, 8, 21, 29, 22, 29, 48, 425, 118], [35, 210, 8, 25, 9, 28, 70, 98, 72, 445]]"
36,36,50,0.36628,0.3895,"[[445, 81, 48, 32, 35, 15, 45, 47, 149, 103], [42, 499, 12, 21, 18, 22, 39, 46, 62, 239], [82, 53, 195, 93, 132, 172, 128, 82, 33, 30], [27, 55, 63, 169, 46, 213, 191, 109, 26, 101], [41, 44, 103, 63, 237, 94, 193, 145, 39, 41], [23, 26, 62, 134, 71, 367, 146, 98, 36, 37], [6, 31, 39, 53, 135, 81, 541, 67, 12, 35], [42, 39, 38, 48, 56, 132, 72, 477, 31, 65], [151, 100, 14, 21, 25, 23, 21, 44, 475, 126], [34, 173, 10, 27, 13, 25, 61, 91, 76, 490]]"
37,37,50,0.34196,0.3605,"[[452, 50, 105, 29, 49, 16, 70, 50, 121, 58], [84, 362, 34, 26, 36, 23, 83, 49, 86, 217], [75, 28, 298, 75, 83, 115, 215, 72, 20, 19], [24, 30, 124, 133, 41, 133, 348, 86, 19, 62], [41, 20, 197, 58, 153, 48, 313, 118, 28, 24], [16, 13, 150, 120, 59, 253, 273, 65, 17, 34], [3, 5, 93, 31, 67, 29, 692, 46, 9, 25], [33, 21, 100, 48, 85, 85, 125, 434, 16, 53], [187, 56, 29, 18, 51, 29, 57, 43, 414, 116], [64, 124, 28, 28, 24, 25, 109, 103, 81, 414]]"
38,38,50,0.1,0.1,"[[0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1000, 0, 0, 0]]"
39,39,50,0.1,0.1,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
40,40,50,0.1,0.1,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
41,41,50,0.1,0.1,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
42,42,50,0.1,0.1,"[[1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1000, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
