,Round,Epoch,Train Accuracy,Test Accuracy,Confusion Matrix
10,10,10,0.143,0.1423,"[[0, 249, 0, 0, 0, 345, 0, 379, 0, 27], [0, 387, 0, 0, 0, 338, 1, 180, 0, 94], [0, 114, 0, 0, 0, 541, 2, 290, 0, 53], [0, 76, 0, 0, 0, 650, 1, 229, 0, 44], [0, 117, 0, 0, 0, 623, 3, 210, 0, 47], [0, 105, 0, 0, 0, 626, 0, 253, 0, 16], [0, 106, 0, 0, 0, 654, 0, 176, 0, 64], [0, 199, 0, 0, 0, 464, 0, 305, 0, 32], [0, 446, 0, 0, 0, 362, 0, 156, 0, 36], [0, 371, 0, 0, 0, 251, 0, 273, 0, 105]]"
11,11,10,0.14908,0.1532,"[[0, 140, 0, 0, 0, 376, 2, 176, 0, 306], [1, 127, 0, 0, 0, 259, 9, 38, 0, 566], [1, 51, 0, 0, 0, 546, 7, 119, 0, 276], [2, 45, 0, 0, 0, 642, 7, 86, 0, 218], [1, 45, 0, 0, 0, 605, 11, 68, 0, 270], [4, 85, 0, 0, 0, 633, 3, 91, 0, 184], [0, 31, 0, 0, 0, 583, 7, 73, 0, 306], [2, 83, 0, 0, 0, 475, 3, 102, 0, 335], [0, 116, 0, 0, 0, 322, 4, 25, 0, 533], [2, 80, 0, 0, 0, 188, 1, 66, 0, 663]]"
12,12,10,0.14936,0.1524,"[[38, 62, 0, 0, 0, 199, 4, 337, 0, 360], [33, 71, 0, 0, 0, 171, 16, 99, 0, 610], [55, 15, 0, 0, 0, 322, 13, 297, 0, 298], [44, 21, 0, 0, 0, 494, 11, 202, 0, 228], [46, 17, 0, 0, 0, 451, 15, 182, 0, 289], [68, 36, 0, 1, 0, 468, 4, 215, 0, 208], [46, 13, 0, 0, 0, 439, 14, 164, 0, 324], [65, 43, 0, 0, 0, 307, 3, 239, 0, 343], [22, 41, 0, 0, 0, 235, 4, 89, 0, 609], [38, 40, 0, 0, 0, 100, 2, 126, 0, 694]]"
13,13,10,0.15342,0.1572,"[[70, 65, 0, 0, 0, 226, 5, 284, 0, 350], [44, 85, 0, 1, 0, 184, 27, 79, 0, 580], [96, 21, 0, 0, 0, 361, 16, 256, 0, 250], [63, 22, 0, 0, 0, 520, 12, 167, 0, 216], [67, 19, 0, 0, 0, 483, 23, 149, 0, 259], [87, 42, 0, 1, 0, 504, 6, 171, 0, 189], [55, 17, 0, 0, 0, 470, 27, 137, 0, 294], [70, 52, 0, 0, 0, 341, 5, 202, 0, 330], [43, 50, 0, 0, 0, 250, 8, 59, 0, 590], [49, 37, 0, 0, 0, 113, 4, 113, 0, 684]]"
14,14,10,0.156,0.1613,"[[206, 34, 0, 0, 0, 190, 10, 247, 0, 313], [134, 77, 0, 1, 0, 167, 40, 72, 0, 509], [228, 12, 0, 0, 0, 302, 22, 235, 0, 201], [155, 14, 0, 0, 0, 474, 18, 163, 0, 176], [201, 10, 0, 0, 0, 427, 27, 135, 0, 200], [206, 24, 0, 1, 0, 448, 11, 161, 0, 149], [171, 9, 0, 0, 0, 417, 40, 137, 0, 226], [150, 36, 0, 0, 0, 310, 6, 196, 0, 302], [148, 31, 0, 0, 0, 213, 11, 52, 0, 545], [124, 30, 0, 0, 0, 93, 8, 99, 0, 646]]"
15,15,10,0.15526,0.1584,"[[52, 22, 0, 0, 0, 272, 15, 275, 0, 364], [40, 68, 0, 1, 0, 219, 52, 81, 0, 539], [64, 13, 0, 0, 0, 426, 26, 249, 0, 222], [47, 4, 0, 0, 0, 555, 19, 165, 0, 210], [48, 10, 0, 0, 0, 527, 27, 161, 0, 227], [72, 12, 0, 1, 0, 551, 18, 156, 0, 190], [47, 12, 0, 0, 0, 506, 51, 136, 0, 248], [52, 33, 0, 0, 0, 377, 12, 191, 0, 335], [41, 25, 0, 0, 0, 275, 16, 52, 0, 591], [56, 20, 0, 0, 0, 134, 10, 109, 0, 671]]"
16,16,10,0.16374,0.1733,"[[262, 103, 0, 0, 0, 201, 22, 176, 0, 236], [157, 180, 0, 1, 0, 142, 75, 58, 0, 387], [280, 44, 0, 0, 0, 320, 40, 168, 0, 148], [176, 34, 0, 0, 0, 467, 49, 129, 0, 145], [228, 42, 0, 0, 0, 431, 55, 98, 0, 146], [233, 46, 0, 1, 0, 456, 35, 105, 0, 124], [204, 61, 0, 0, 0, 384, 100, 104, 0, 147], [160, 75, 0, 0, 0, 314, 28, 158, 0, 265], [171, 110, 0, 0, 0, 197, 35, 31, 0, 456], [148, 82, 0, 0, 0, 98, 16, 79, 0, 577]]"
17,17,10,0.16538,0.1733,"[[191, 85, 0, 0, 0, 212, 28, 245, 0, 239], [140, 159, 0, 1, 0, 149, 84, 72, 0, 395], [190, 36, 0, 0, 0, 349, 45, 234, 0, 146], [138, 23, 0, 0, 0, 482, 55, 162, 0, 140], [150, 38, 0, 0, 0, 462, 57, 146, 0, 147], [166, 35, 0, 1, 0, 488, 38, 159, 0, 113], [149, 52, 0, 0, 0, 407, 109, 147, 0, 136], [115, 67, 0, 0, 0, 322, 30, 203, 0, 263], [142, 91, 0, 0, 0, 212, 39, 50, 0, 466], [129, 62, 0, 0, 0, 104, 16, 106, 0, 583]]"
18,18,10,0.16656,0.1749,"[[182, 85, 0, 0, 0, 272, 29, 195, 0, 237], [124, 163, 0, 2, 0, 183, 79, 64, 0, 385], [163, 34, 0, 0, 0, 442, 42, 178, 0, 141], [114, 27, 0, 5, 0, 538, 43, 139, 0, 134], [131, 40, 0, 2, 0, 524, 50, 114, 0, 139], [141, 40, 0, 3, 0, 552, 30, 127, 0, 107], [110, 57, 0, 1, 0, 481, 99, 120, 0, 132], [93, 70, 0, 5, 0, 376, 28, 169, 0, 259], [128, 96, 0, 0, 0, 249, 34, 34, 0, 459], [122, 63, 0, 1, 0, 131, 15, 89, 0, 579]]"
19,19,10,0.1704,0.1834,"[[254, 80, 0, 4, 0, 207, 46, 178, 0, 231], [157, 171, 0, 6, 0, 133, 111, 56, 0, 366], [228, 38, 0, 6, 0, 374, 63, 159, 0, 132], [141, 22, 0, 7, 0, 480, 85, 133, 0, 132], [170, 40, 1, 7, 1, 451, 92, 107, 0, 131], [196, 35, 0, 10, 0, 485, 58, 113, 0, 103], [154, 62, 0, 4, 0, 381, 171, 108, 0, 120], [125, 66, 0, 14, 0, 311, 49, 177, 0, 258], [162, 99, 0, 0, 0, 210, 55, 32, 0, 442], [162, 63, 0, 3, 0, 98, 29, 77, 0, 568]]"
20,20,10,0.17194,0.1825,"[[187, 92, 0, 5, 0, 256, 45, 190, 0, 225], [116, 189, 0, 7, 0, 157, 121, 63, 0, 347], [153, 47, 1, 6, 0, 432, 65, 172, 0, 124], [103, 27, 0, 8, 0, 506, 82, 146, 0, 128], [126, 39, 1, 5, 1, 494, 92, 116, 0, 126], [145, 34, 1, 11, 0, 529, 53, 130, 0, 97], [106, 61, 0, 5, 0, 426, 165, 122, 0, 115], [92, 74, 0, 19, 0, 335, 47, 187, 0, 246], [132, 112, 0, 0, 0, 236, 53, 37, 0, 430], [128, 73, 0, 3, 0, 121, 31, 86, 0, 558]]"
21,21,10,0.17434,0.1861,"[[299, 94, 0, 13, 0, 196, 38, 151, 0, 209], [177, 204, 0, 8, 1, 125, 103, 51, 0, 331], [277, 46, 1, 16, 0, 362, 61, 125, 0, 112], [168, 23, 1, 20, 1, 471, 71, 122, 0, 123], [204, 44, 1, 9, 3, 458, 81, 89, 0, 111], [227, 29, 1, 26, 0, 483, 43, 100, 0, 91], [175, 60, 0, 14, 0, 383, 158, 102, 0, 108], [158, 81, 0, 47, 1, 284, 40, 158, 0, 231], [191, 111, 0, 3, 0, 208, 44, 24, 0, 419], [183, 87, 0, 7, 1, 94, 24, 69, 0, 535]]"
22,22,10,0.17632,0.1893,"[[185, 134, 0, 5, 0, 233, 62, 171, 0, 210], [90, 241, 0, 7, 0, 128, 146, 60, 0, 328], [134, 72, 1, 8, 0, 429, 94, 150, 0, 112], [88, 41, 0, 8, 0, 492, 109, 140, 0, 122], [104, 63, 0, 6, 3, 463, 137, 108, 0, 116], [122, 57, 2, 11, 0, 499, 94, 121, 0, 94], [87, 77, 0, 4, 0, 354, 248, 118, 0, 112], [73, 102, 1, 26, 0, 314, 75, 176, 0, 233], [106, 170, 1, 0, 0, 211, 74, 32, 0, 406], [111, 130, 0, 4, 0, 95, 48, 80, 0, 532]]"
23,23,10,0.1769,0.1845,"[[346, 65, 0, 23, 2, 223, 35, 124, 0, 182], [218, 158, 1, 12, 1, 143, 117, 44, 0, 306], [263, 32, 3, 38, 2, 425, 61, 81, 0, 95], [163, 13, 1, 47, 6, 479, 81, 107, 0, 103], [190, 27, 6, 26, 7, 496, 85, 71, 0, 92], [216, 17, 7, 55, 6, 502, 46, 81, 0, 70], [164, 41, 3, 27, 1, 432, 155, 95, 0, 82], [169, 64, 4, 81, 4, 288, 46, 140, 0, 204], [226, 92, 2, 6, 0, 227, 49, 15, 0, 383], [233, 65, 1, 11, 1, 112, 26, 64, 0, 487]]"
24,24,10,0.1794,0.191,"[[180, 118, 0, 14, 3, 282, 63, 149, 0, 191], [93, 230, 0, 8, 3, 149, 162, 53, 0, 302], [121, 63, 0, 25, 4, 474, 109, 107, 0, 97], [82, 31, 1, 38, 16, 457, 142, 124, 0, 109], [90, 50, 0, 13, 14, 466, 181, 87, 0, 99], [112, 36, 1, 31, 12, 506, 110, 116, 0, 76], [77, 63, 0, 17, 6, 366, 273, 110, 0, 88], [80, 97, 1, 65, 14, 270, 97, 168, 0, 208], [113, 161, 0, 5, 1, 227, 89, 22, 0, 382], [120, 125, 0, 8, 3, 123, 49, 71, 0, 501]]"
25,25,10,0.18426,0.193,"[[360, 82, 5, 39, 5, 142, 27, 157, 0, 183], [210, 204, 7, 19, 6, 110, 93, 53, 0, 298], [261, 39, 6, 61, 8, 341, 52, 136, 0, 96], [159, 17, 6, 75, 27, 395, 78, 138, 0, 105], [184, 36, 11, 62, 26, 390, 95, 105, 0, 91], [206, 18, 14, 72, 23, 416, 51, 130, 0, 70], [150, 52, 7, 46, 9, 374, 161, 120, 0, 81], [146, 74, 10, 118, 21, 185, 49, 191, 0, 206], [221, 118, 7, 16, 5, 167, 54, 30, 0, 382], [225, 84, 4, 22, 5, 74, 19, 76, 0, 491]]"
26,26,10,0.18314,0.1926,"[[205, 118, 0, 10, 6, 272, 24, 169, 0, 196], [88, 247, 1, 6, 8, 180, 105, 60, 1, 304], [113, 55, 0, 15, 18, 508, 56, 139, 0, 96], [70, 31, 0, 27, 44, 498, 76, 144, 0, 110], [82, 43, 2, 11, 39, 517, 105, 102, 0, 99], [105, 28, 3, 23, 34, 544, 53, 134, 0, 76], [62, 53, 0, 13, 18, 474, 162, 131, 0, 87], [77, 90, 2, 55, 37, 287, 51, 194, 0, 207], [131, 154, 1, 3, 7, 238, 52, 29, 0, 385], [120, 116, 0, 3, 10, 139, 20, 84, 0, 508]]"
27,27,10,0.18796,0.1995,"[[402, 117, 6, 45, 7, 136, 29, 118, 0, 140], [214, 251, 7, 22, 8, 111, 103, 43, 0, 241], [251, 58, 10, 89, 18, 350, 83, 76, 0, 65], [163, 21, 11, 86, 50, 353, 124, 118, 0, 74], [167, 40, 7, 79, 50, 350, 162, 73, 0, 72], [197, 22, 17, 89, 38, 383, 96, 106, 0, 52], [137, 52, 7, 67, 17, 330, 229, 105, 0, 56], [162, 90, 15, 133, 37, 163, 75, 163, 0, 162], [251, 201, 6, 21, 7, 157, 65, 19, 0, 273], [242, 131, 5, 26, 9, 76, 29, 61, 0, 421]]"
28,28,10,0.18876,0.203,"[[253, 122, 0, 17, 8, 241, 10, 141, 0, 208], [101, 259, 1, 11, 10, 187, 72, 45, 1, 313], [128, 55, 2, 37, 26, 512, 44, 96, 0, 100], [64, 30, 1, 37, 58, 497, 70, 125, 0, 118], [81, 39, 3, 25, 57, 508, 104, 78, 0, 105], [87, 24, 4, 34, 49, 567, 47, 104, 0, 84], [51, 40, 0, 25, 25, 507, 152, 103, 0, 97], [71, 88, 5, 67, 51, 286, 41, 173, 0, 218], [135, 160, 1, 3, 7, 238, 37, 19, 0, 400], [117, 118, 0, 6, 10, 139, 14, 66, 0, 530]]"
29,29,10,0.19644,0.2114,"[[430, 117, 12, 59, 8, 111, 15, 108, 0, 140], [211, 261, 2, 29, 8, 122, 85, 40, 0, 242], [221, 57, 15, 130, 22, 336, 81, 77, 0, 61], [147, 25, 13, 116, 53, 326, 125, 120, 0, 75], [147, 35, 8, 114, 54, 306, 199, 70, 0, 67], [168, 24, 11, 112, 42, 388, 98, 108, 0, 49], [115, 39, 7, 94, 20, 317, 251, 103, 0, 54], [145, 85, 13, 155, 43, 156, 74, 172, 0, 157], [265, 199, 7, 26, 7, 158, 46, 19, 1, 272], [239, 124, 5, 25, 9, 77, 27, 68, 0, 426]]"
30,30,10,0.20354,0.2152,"[[327, 143, 6, 20, 8, 170, 12, 129, 0, 185], [109, 290, 4, 13, 13, 159, 76, 47, 1, 288], [146, 63, 12, 50, 30, 420, 94, 99, 0, 86], [74, 37, 10, 44, 66, 384, 145, 139, 0, 101], [84, 37, 8, 45, 69, 365, 214, 90, 0, 88], [91, 31, 9, 52, 59, 467, 110, 116, 0, 65], [42, 38, 3, 37, 39, 386, 263, 117, 0, 75], [76, 98, 9, 83, 61, 208, 83, 189, 0, 193], [160, 211, 5, 8, 9, 193, 45, 23, 2, 344], [133, 139, 1, 13, 11, 110, 25, 79, 0, 489]]"
31,31,10,0.20658,0.2196,"[[475, 81, 6, 58, 6, 101, 12, 111, 0, 150], [243, 205, 4, 30, 9, 144, 72, 42, 2, 249], [210, 38, 8, 153, 23, 324, 99, 79, 0, 66], [115, 12, 6, 146, 49, 329, 139, 120, 1, 83], [121, 19, 7, 134, 63, 286, 222, 75, 1, 72], [137, 15, 6, 130, 45, 405, 107, 106, 2, 47], [66, 22, 5, 114, 31, 328, 277, 97, 0, 60], [144, 53, 9, 168, 44, 175, 74, 169, 1, 163], [326, 129, 4, 29, 3, 160, 35, 16, 6, 292], [240, 76, 4, 33, 7, 96, 22, 72, 8, 442]]"
32,32,10,0.21392,0.2277,"[[436, 144, 3, 32, 8, 91, 15, 103, 1, 167], [160, 312, 1, 17, 12, 131, 66, 39, 0, 262], [179, 67, 13, 79, 28, 332, 137, 89, 0, 76], [83, 41, 7, 67, 67, 323, 178, 138, 0, 96], [106, 34, 6, 71, 78, 271, 266, 86, 0, 82], [127, 31, 7, 79, 64, 389, 135, 109, 0, 59], [44, 38, 5, 71, 41, 301, 325, 105, 0, 70], [102, 93, 15, 104, 67, 161, 92, 186, 0, 180], [252, 227, 6, 14, 5, 131, 34, 16, 3, 312], [177, 144, 4, 15, 9, 80, 24, 76, 3, 468]]"
33,33,10,0.21924,0.2326,"[[526, 80, 4, 46, 4, 84, 17, 90, 6, 143], [252, 229, 5, 27, 7, 142, 62, 32, 7, 237], [201, 35, 15, 115, 25, 304, 167, 72, 0, 66], [95, 15, 10, 107, 54, 318, 192, 121, 1, 87], [103, 19, 9, 106, 65, 260, 295, 70, 1, 72], [126, 15, 10, 118, 50, 382, 151, 96, 2, 50], [45, 18, 3, 103, 33, 291, 361, 91, 0, 55], [125, 52, 16, 136, 56, 175, 94, 179, 3, 164], [364, 134, 5, 19, 3, 136, 27, 13, 14, 285], [235, 82, 6, 25, 8, 82, 28, 74, 12, 448]]"
34,34,10,0.22942,0.2453,"[[483, 71, 1, 31, 7, 90, 26, 111, 23, 157], [187, 233, 1, 20, 8, 143, 78, 39, 37, 254], [164, 37, 4, 87, 26, 263, 255, 87, 5, 72], [70, 15, 7, 87, 53, 282, 257, 135, 5, 89], [82, 18, 3, 76, 63, 205, 397, 82, 1, 73], [79, 16, 5, 82, 54, 364, 221, 119, 6, 54], [24, 14, 0, 71, 32, 221, 474, 103, 0, 61], [83, 53, 8, 109, 56, 176, 134, 208, 7, 166], [310, 109, 3, 14, 2, 139, 34, 15, 70, 304], [182, 75, 6, 22, 8, 77, 42, 82, 39, 467]]"
35,35,10,0.23182,0.2494,"[[523, 74, 16, 26, 8, 80, 21, 111, 10, 131], [246, 246, 11, 26, 12, 134, 63, 45, 11, 206], [170, 33, 25, 91, 41, 255, 228, 98, 0, 59], [76, 19, 24, 95, 63, 299, 201, 148, 0, 75], [86, 14, 19, 79, 94, 204, 351, 91, 1, 61], [84, 18, 19, 99, 75, 371, 169, 122, 1, 42], [24, 15, 6, 86, 47, 204, 460, 110, 0, 48], [88, 56, 26, 101, 71, 169, 104, 236, 2, 147], [384, 134, 16, 17, 3, 130, 17, 20, 16, 263], [220, 88, 13, 26, 8, 74, 38, 92, 13, 428]]"
36,36,10,0.24054,0.2542,"[[535, 61, 8, 25, 6, 71, 27, 88, 37, 142], [246, 223, 3, 22, 7, 130, 68, 31, 49, 221], [174, 38, 17, 72, 23, 250, 273, 82, 5, 66], [83, 19, 13, 90, 41, 288, 245, 129, 6, 86], [92, 14, 8, 70, 49, 187, 438, 71, 2, 69], [105, 21, 13, 91, 47, 335, 227, 105, 7, 49], [26, 16, 0, 57, 26, 192, 533, 94, 1, 55], [90, 57, 19, 110, 46, 160, 139, 213, 8, 158], [369, 96, 3, 15, 2, 120, 16, 15, 96, 268], [211, 70, 8, 21, 7, 62, 46, 78, 46, 451]]"
37,37,10,0.24166,0.2589,"[[530, 52, 10, 22, 8, 69, 27, 113, 23, 146], [256, 201, 6, 18, 13, 133, 65, 45, 36, 227], [158, 32, 17, 64, 49, 235, 269, 110, 3, 63], [66, 18, 20, 82, 61, 279, 231, 162, 4, 77], [79, 13, 12, 53, 107, 181, 398, 95, 1, 61], [78, 17, 14, 70, 77, 344, 220, 128, 5, 47], [16, 12, 0, 47, 50, 177, 536, 118, 0, 44], [69, 50, 23, 69, 81, 164, 128, 265, 4, 147], [386, 76, 8, 18, 2, 126, 13, 22, 59, 290], [200, 63, 8, 18, 8, 70, 48, 105, 32, 448]]"
38,38,10,0.24546,0.2632,"[[568, 61, 14, 11, 8, 59, 22, 87, 21, 149], [276, 205, 8, 10, 12, 130, 51, 42, 40, 226], [176, 36, 46, 41, 46, 241, 235, 108, 3, 68], [89, 23, 29, 59, 56, 306, 194, 153, 3, 88], [98, 14, 20, 40, 100, 197, 365, 93, 2, 71], [104, 22, 17, 56, 70, 357, 179, 131, 5, 59], [22, 17, 8, 29, 47, 197, 504, 123, 0, 53], [80, 60, 30, 50, 69, 164, 109, 271, 4, 163], [419, 84, 10, 7, 2, 102, 8, 19, 56, 293], [206, 68, 8, 15, 8, 64, 35, 92, 38, 466]]"
39,39,10,0.25304,0.268,"[[504, 78, 12, 18, 7, 67, 33, 92, 48, 141], [209, 237, 4, 14, 10, 132, 72, 43, 80, 199], [151, 40, 20, 34, 40, 238, 305, 100, 8, 64], [59, 28, 19, 64, 47, 284, 263, 157, 6, 73], [77, 17, 15, 30, 83, 168, 459, 93, 3, 55], [59, 34, 14, 43, 59, 349, 259, 126, 9, 48], [12, 15, 0, 26, 35, 166, 583, 116, 1, 46], [53, 69, 25, 44, 69, 164, 156, 278, 8, 134], [327, 106, 9, 10, 2, 125, 14, 21, 124, 262], [163, 79, 7, 11, 7, 70, 59, 104, 62, 438]]"
40,40,10,0.25362,0.2707,"[[566, 62, 9, 15, 7, 49, 27, 80, 36, 149], [272, 205, 6, 12, 12, 113, 58, 42, 62, 218], [175, 37, 34, 34, 45, 222, 266, 110, 5, 72], [86, 23, 27, 73, 50, 274, 215, 154, 8, 90], [97, 16, 18, 36, 93, 161, 410, 106, 2, 61], [99, 28, 17, 43, 59, 333, 221, 134, 9, 57], [17, 21, 4, 27, 41, 161, 550, 128, 0, 51], [78, 68, 24, 54, 62, 144, 126, 287, 6, 151], [399, 74, 3, 10, 2, 86, 9, 25, 101, 291], [188, 67, 8, 12, 8, 49, 49, 96, 58, 465]]"
41,41,10,0.25558,0.2726,"[[541, 58, 7, 14, 7, 56, 31, 84, 48, 154], [244, 188, 7, 11, 13, 116, 65, 45, 101, 210], [163, 34, 20, 29, 47, 231, 287, 111, 8, 70], [80, 21, 21, 65, 54, 279, 225, 163, 9, 83], [86, 12, 10, 27, 93, 161, 439, 110, 6, 56], [79, 25, 14, 40, 61, 347, 230, 135, 13, 56], [14, 16, 1, 26, 38, 156, 570, 127, 1, 51], [66, 59, 22, 43, 67, 160, 134, 296, 13, 140], [368, 52, 5, 8, 2, 97, 12, 28, 149, 279], [172, 56, 7, 8, 7, 55, 54, 104, 80, 457]]"
42,42,10,0.2614,0.2748,"[[519, 72, 14, 15, 7, 52, 34, 80, 49, 158], [206, 229, 10, 10, 13, 112, 68, 48, 94, 210], [149, 38, 36, 25, 49, 220, 299, 105, 9, 70], [64, 30, 27, 55, 54, 272, 244, 163, 9, 82], [79, 17, 20, 27, 97, 147, 453, 100, 4, 56], [63, 35, 21, 37, 63, 343, 238, 131, 13, 56], [12, 16, 4, 22, 41, 149, 581, 125, 1, 49], [55, 73, 31, 43, 74, 149, 143, 286, 10, 136], [330, 82, 9, 8, 2, 100, 13, 28, 145, 283], [144, 77, 10, 7, 8, 49, 59, 108, 81, 457]]"
